"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";20;28;27;32;55;75;79;99;107;137;170;202;433;1464
"33002 SANTO ANTONIO DE PADUA";14;21;14;15;35;47;66;52;73;74;106;125;329;971
"33003 CAMPOS DOS GOYTACAZES";136;142;118;138;170;205;259;303;337;392;467;475;1053;4195
"33004 MACAE";31;50;42;42;64;86;88;107;74;94;128;135;277;1218
"33005 TRES RIOS";16;25;23;21;47;63;92;85;106;108;132;147;303;1168
"33006 CANTAGALO-CORDEIRO";3;7;15;17;12;22;26;25;37;40;42;50;121;417
"33007 NOVA FRIBURGO";23;31;46;41;67;85;118;122;120;143;149;187;476;1608
"33008 SANTA MARIA MADALENA";4;2;3;7;9;14;9;11;16;25;11;22;72;205
"33009 BACIA DE SAO JOAO";13;26;27;27;38;55;49;72;73;71;82;73;177;783
"33010 LAGOS";69;94;92;94;141;173;232;243;284;323;366;327;774;3212
"33011 VALE DO PARAIBA FLUMINENSE";97;111;103;93;159;257;324;399;403;424;441;522;1053;4386
"33012 BARRA DO PIRAI";24;21;25;24;43;94;86;113;126;129;149;147;350;1331
"33013 BAIA DA ILHA GRANDE";33;36;32;43;43;61;73;82;66;88;99;104;197;957
"33014 VASSOURAS";13;18;21;31;38;59;94;94;108;120;142;148;342;1228
"33015 SERRANA";40;62;70;81;138;179;240;274;297;365;419;453;991;3609
"33016 MACACU-CACERIBU";9;15;21;23;32;32;43;50;71;67;87;87;170;707
"33017 ITAGUAI";37;36;48;41;69;74;117;132;117;122;156;147;297;1393
"33018 RIO DE JANEIRO";2006;2156;1937;2202;2825;4091;5686;6730;7449;8046;9688;10473;23514;86803
"Total";2588;2881;2664;2972;3985;5672;7681;8993;9864;10768;12834;13824;30929;115655
