"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";18;29;36;36;64;71;120;165;181;238;242;252;683;2135
"33002 SANTO ANTONIO DE PADUA";17;18;19;44;38;56;80;128;136;158;186;174;505;1559
"33003 CAMPOS DOS GOYTACAZES";107;103;119;202;207;285;368;565;714;736;835;807;2039;7087
"33004 MACAE";65;54;54;80;96;114;158;236;248;283;250;232;572;2442
"33005 TRES RIOS";24;22;29;39;70;68;106;143;200;227;204;201;519;1852
"33006 CANTAGALO-CORDEIRO";6;10;6;23;22;30;42;63;65;82;96;91;279;815
"33007 NOVA FRIBURGO";21;25;32;57;94;126;148;221;256;297;333;319;873;2802
"33008 SANTA MARIA MADALENA";-;3;6;1;10;7;12;31;42;29;23;38;88;290
"33009 BACIA DE SAO JOAO";43;38;44;54;82;104;124;169;203;227;218;190;428;1924
"33010 LAGOS";100;117;124;163;238;297;398;557;705;762;860;755;1804;6880
"33011 VALE DO PARAIBA FLUMINENSE";97;128;131;177;259;308;428;672;782;972;930;771;1980;7635
"33012 BARRA DO PIRAI";14;24;20;48;60;78;100;160;206;228;257;248;593;2036
"33013 BAIA DA ILHA GRANDE";36;47;38;45;63;71;101;136;196;195;216;158;390;1692
"33014 VASSOURAS";23;36;30;37;54;66;122;172;245;253;258;262;631;2189
"33015 SERRANA";49;63;79;144;150;243;329;495;616;667;801;697;1865;6198
"33016 MACACU-CACERIBU";20;20;21;24;32;44;86;85;115;134;150;151;353;1235
"33017 ITAGUAI";44;47;61;70;100;152;173;241;286;310;346;275;555;2660
"33018 RIO DE JANEIRO";1950;2004;2084;2813;4045;5033;6644;9827;12593;15415;15850;14648;39367;132273
"Total";2634;2788;2933;4057;5684;7153;9539;14066;17789;21213;22055;20269;53524;183704
