"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";21;12;26;34;47;83;92;122;110;122;142;176;497;1484
"33002 SANTO ANTONIO DE PADUA";7;13;23;26;31;54;65;64;75;96;123;126;372;1075
"33003 CAMPOS DOS GOYTACAZES";120;121;109;129;152;205;283;295;377;411;437;537;1257;4433
"33004 MACAE";48;51;56;56;50;91;99;114;99;126;104;104;321;1319
"33005 TRES RIOS";21;27;31;35;45;51;81;99;137;119;134;129;332;1241
"33006 CANTAGALO-CORDEIRO";3;9;9;5;18;13;21;39;57;53;49;53;164;493
"33007 NOVA FRIBURGO";18;36;37;51;54;83;117;119;118;151;173;176;535;1668
"33008 SANTA MARIA MADALENA";2;1;5;6;8;14;16;18;12;25;22;27;78;234
"33009 BACIA DE SAO JOAO";25;26;21;38;50;47;68;75;87;81;98;94;241;951
"33010 LAGOS";88;80;95;103;114;198;250;266;312;339;390;416;982;3633
"33011 VALE DO PARAIBA FLUMINENSE";77;89;88;105;128;215;297;401;450;394;502;549;1244;4539
"33012 BARRA DO PIRAI";16;20;32;25;30;70;76;127;125;135;133;172;430;1391
"33013 BAIA DA ILHA GRANDE";28;34;38;45;45;58;76;81;96;89;105;104;206;1005
"33014 VASSOURAS";23;20;21;35;55;67;92;89;125;139;118;162;377;1323
"33015 SERRANA";40;44;52;78;114;183;258;304;348;381;388;511;1213;3914
"33016 MACACU-CACERIBU";18;20;15;16;33;41;47;57;78;67;78;100;213;783
"33017 ITAGUAI";40;41;41;44;57;85;114;142;137;172;177;203;353;1606
"33018 RIO DE JANEIRO";1604;1533;1827;2022;2515;3779;5454;7009;7922;8283;9286;10575;25766;87575
"Total";2199;2177;2526;2853;3546;5337;7506;9421;10665;11183;12459;14214;34581;118667
