"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";20;19;32;48;54;88;88;93;120;159;176;167;409;1473
"33002 SANTO ANTONIO DE PADUA";13;10;18;24;28;38;62;54;76;76;88;118;265;870
"33003 CAMPOS DOS GOYTACAZES";96;80;99;107;169;226;239;253;348;402;458;436;878;3791
"33004 MACAE";55;67;46;67;58;66;85;87;73;96;92;104;226;1122
"33005 TRES RIOS";19;21;24;41;50;61;92;82;100;102;116;140;219;1067
"33006 CANTAGALO-CORDEIRO";10;6;10;11;16;17;23;31;24;40;49;55;142;434
"33007 NOVA FRIBURGO";31;29;40;60;75;100;113;80;119;138;175;210;411;1581
"33008 SANTA MARIA MADALENA";3;3;5;8;11;12;10;10;12;18;28;28;45;193
"33009 BACIA DE SAO JOAO";25;23;22;20;31;29;31;27;48;50;52;55;117;530
"33010 LAGOS";92;80;90;110;135;150;181;239;217;279;262;305;558;2698
"33011 VALE DO PARAIBA FLUMINENSE";98;82;110;173;217;297;301;308;378;419;444;493;905;4225
"33012 BARRA DO PIRAI";23;26;30;35;50;76;104;101;99;138;170;128;296;1276
"33013 BAIA DA ILHA GRANDE";38;24;29;36;45;63;57;71;63;77;82;73;162;820
"33014 VASSOURAS";18;20;17;31;57;73;90;93;108;131;126;129;249;1142
"33015 SERRANA";37;72;71;106;151;199;234;258;307;402;412;441;966;3656
"33016 MACACU-CACERIBU";20;13;24;22;20;42;44;41;64;78;79;80;138;665
"33017 ITAGUAI";42;32;45;44;75;75;88;105;105;108;146;127;191;1183
"33018 RIO DE JANEIRO";2421;2146;2092;2266;3362;4301;5398;5880;6615;8342;9497;9950;18766;81036
"Total";3061;2753;2804;3209;4604;5913;7240;7813;8876;11055;12452;13039;24943;107762
