"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";25;27;28;46;46;74;109;95;115;123;165;186;409;1448
"33002 SANTO ANTONIO DE PADUA";9;14;19;13;35;34;48;54;70;85;103;120;270;874
"33003 CAMPOS DOS GOYTACAZES";107;117;112;137;187;197;248;265;322;368;431;514;947;3952
"33004 MACAE";50;51;53;54;73;74;69;102;78;103;108;126;268;1209
"33005 TRES RIOS";18;21;28;36;37;65;66;89;99;125;133;126;259;1102
"33006 CANTAGALO-CORDEIRO";6;6;9;11;20;22;14;34;42;38;53;55;152;462
"33007 NOVA FRIBURGO";35;40;46;50;72;85;120;113;152;142;146;182;508;1691
"33008 SANTA MARIA MADALENA";4;3;2;5;7;9;9;10;15;11;15;25;64;179
"33009 BACIA DE SAO JOAO";12;22;24;28;33;28;58;57;44;56;67;86;156;671
"33010 LAGOS";105;100;103;106;129;177;204;221;238;291;326;356;662;3018
"33011 VALE DO PARAIBA FLUMINENSE";103;101;94;126;164;243;341;352;391;377;433;513;956;4194
"33012 BARRA DO PIRAI";19;25;17;41;35;76;92;110;96;105;152;143;319;1230
"33013 BAIA DA ILHA GRANDE";37;40;29;30;40;59;75;79;75;61;90;108;148;871
"33014 VASSOURAS";23;22;26;28;43;71;73;95;127;116;164;149;325;1262
"33015 SERRANA";39;57;50;97;134;211;239;283;297;350;411;421;926;3515
"33016 MACACU-CACERIBU";18;18;20;18;18;52;44;56;58;71;75;93;190;731
"33017 ITAGUAI";37;43;40;53;56;101;103;114;98;139;148;137;264;1333
"33018 RIO DE JANEIRO";2286;2166;1963;2221;3010;4142;5576;6389;6731;8070;9339;10395;21435;83723
"Total";2933;2873;2663;3100;4139;5720;7488;8518;9048;10631;12359;13735;28258;111465
