"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";25;28;38;36;45;55;75;82;98;112;157;165;303;1219
"33002 SANTO ANTONIO DE PADUA";22;17;16;35;30;43;43;47;67;85;98;112;247;862
"33003 CAMPOS DOS GOYTACAZES";85;112;115;143;173;196;213;267;312;365;408;356;916;3661
"33004 MACAE";51;44;39;48;52;68;71;62;80;79;115;90;204;1003
"33005 TRES RIOS";19;24;28;44;30;78;72;72;99;92;127;122;233;1040
"33006 CANTAGALO-CORDEIRO";2;6;7;19;11;23;17;25;35;44;57;45;105;396
"33007 NOVA FRIBURGO";39;39;38;49;68;86;78;99;121;123;160;169;339;1408
"33008 SANTA MARIA MADALENA";4;9;-;5;4;15;6;13;13;24;22;27;65;207
"33009 BACIA DE SAO JOAO";18;13;17;21;31;26;33;41;47;40;45;39;102;473
"33010 LAGOS";80;81;70;88;134;152;135;199;215;237;274;238;451;2354
"33011 VALE DO PARAIBA FLUMINENSE";121;106;120;154;202;263;272;273;349;376;477;440;723;3876
"33012 BARRA DO PIRAI";21;19;24;38;54;87;97;95;123;106;148;150;327;1289
"33013 BAIA DA ILHA GRANDE";44;32;39;36;54;58;54;60;58;66;101;56;127;785
"33014 VASSOURAS";27;21;35;54;45;75;79;92;106;125;162;133;246;1200
"33015 SERRANA";52;53;81;125;151;180;226;240;298;346;436;404;845;3437
"33016 MACACU-CACERIBU";11;24;22;10;24;39;39;45;49;56;94;80;166;659
"33017 ITAGUAI";61;41;44;49;62;82;102;90;104;112;105;101;227;1180
"33018 RIO DE JANEIRO";2680;2294;2228;2602;3425;4601;5196;5751;6931;8330;9568;9422;18177;81205
"Total";3362;2963;2961;3556;4595;6127;6808;7553;9105;10718;12554;12149;23803;106254
