"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";16;21;32;32;49;53;77;128;114;150;169;205;548;1594
"33002 SANTO ANTONIO DE PADUA";12;13;26;25;25;45;73;80;79;91;101;138;371;1079
"33003 CAMPOS DOS GOYTACAZES";91;88;104;139;147;224;278;360;401;486;484;536;1356;4694
"33004 MACAE";60;49;51;53;46;73;112;119;121;136;150;176;362;1508
"33005 TRES RIOS";9;12;26;34;40;47;82;101;117;108;131;120;320;1147
"33006 CANTAGALO-CORDEIRO";10;5;14;12;16;28;30;40;34;52;47;60;172;520
"33007 NOVA FRIBURGO";21;34;17;45;37;68;104;135;163;199;197;227;622;1869
"33008 SANTA MARIA MADALENA";9;4;4;8;4;7;12;17;22;19;16;25;63;210
"33009 BACIA DE SAO JOAO";28;25;25;41;48;56;63;92;105;82;114;136;281;1096
"33010 LAGOS";110;85;97;101;138;175;252;318;364;441;459;449;1110;4099
"33011 VALE DO PARAIBA FLUMINENSE";66;67;87;101;146;203;317;404;502;566;545;559;1461;5024
"33012 BARRA DO PIRAI";23;18;28;34;41;71;78;122;145;161;152;174;447;1494
"33013 BAIA DA ILHA GRANDE";54;33;48;32;41;46;78;101;116;118;131;124;246;1168
"33014 VASSOURAS";16;16;26;26;27;70;84;106;138;136;168;168;434;1415
"33015 SERRANA";34;46;46;79;95;153;254;289;355;444;424;485;1235;3939
"33016 MACACU-CACERIBU";6;12;20;30;25;31;41;67;95;83;64;79;229;782
"33017 ITAGUAI";49;45;35;55;74;91;110;154;170;197;146;193;372;1691
"33018 RIO DE JANEIRO";1731;1559;1646;2051;2473;3273;5230;6940;8510;9258;9432;10760;29311;92174
"Total";2345;2132;2332;2898;3472;4714;7275;9573;11551;12727;12930;14614;38940;125503
