"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";25;25;20;47;41;62;89;103;133;126;167;171;519;1528
"33002 SANTO ANTONIO DE PADUA";15;14;21;27;26;41;62;62;76;92;116;127;380;1059
"33003 CAMPOS DOS GOYTACAZES";91;105;117;127;128;215;290;363;380;423;461;525;1267;4492
"33004 MACAE";54;41;52;60;48;81;101;117;141;129;117;145;373;1459
"33005 TRES RIOS";23;25;21;34;40;64;90;111;108;120;124;131;327;1218
"33006 CANTAGALO-CORDEIRO";11;6;8;6;21;27;33;27;37;46;57;57;151;487
"33007 NOVA FRIBURGO";19;30;38;46;40;85;106;148;140;160;172;205;613;1802
"33008 SANTA MARIA MADALENA";3;4;6;6;12;14;15;12;28;14;21;23;69;227
"33009 BACIA DE SAO JOAO";24;35;44;23;38;43;73;84;89;94;87;92;289;1015
"33010 LAGOS";102;88;107;102;120;190;261;310;358;388;420;485;978;3909
"33011 VALE DO PARAIBA FLUMINENSE";73;88;92;117;134;240;303;412;499;493;499;514;1340;4804
"33012 BARRA DO PIRAI";19;23;12;27;55;67;100;119;145;137;152;186;419;1461
"33013 BAIA DA ILHA GRANDE";40;39;27;47;44;56;75;86;109;105;117;117;275;1137
"33014 VASSOURAS";23;17;29;37;51;58;83;115;129;144;147;171;428;1432
"33015 SERRANA";36;45;57;73;120;170;270;299;412;367;451;481;1269;4050
"33016 MACACU-CACERIBU";16;21;13;13;31;44;44;48;84;95;65;91;254;819
"33017 ITAGUAI";54;56;43;42;48;80;130;131;157;155;161;176;345;1578
"33018 RIO DE JANEIRO";1819;1633;1798;2021;2569;3477;5203;6891;8401;8783;9264;10856;28068;90783
"Total";2447;2295;2505;2855;3566;5014;7328;9438;11426;11871;12598;14553;37364;123260
