"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";24;31;39;39;44;54;66;73;107;121;133;142;248;1121
"33002 SANTO ANTONIO DE PADUA";16;25;29;25;42;33;44;58;68;85;90;79;191;785
"33003 CAMPOS DOS GOYTACAZES";114;125;118;141;147;150;171;236;306;304;338;361;687;3198
"33004 MACAE";34;36;33;38;42;38;50;46;66;71;70;84;137;745
"33005 TRES RIOS";15;33;35;43;49;42;54;71;93;90;106;86;160;877
"33006 CANTAGALO-CORDEIRO";9;9;7;12;11;17;25;20;25;42;38;36;68;319
"33007 NOVA FRIBURGO";30;40;60;57;54;54;86;78;131;119;127;157;254;1247
"33008 SANTA MARIA MADALENA";5;-;3;2;8;7;12;17;18;23;26;21;30;172
"33009 BACIA DE SAO JOAO";12;14;10;12;12;19;17;24;25;30;32;28;37;272
"33010 LAGOS";53;75;56;85;72;84;111;125;134;162;138;135;285;1515
"33011 VALE DO PARAIBA FLUMINENSE";134;141;172;182;216;209;224;303;350;366;322;300;428;3347
"33012 BARRA DO PIRAI";20;24;53;56;62;56;74;83;96;122;128;107;200;1081
"33013 BAIA DA ILHA GRANDE";16;27;27;38;40;41;36;48;56;52;46;48;73;548
"33014 VASSOURAS";20;29;39;52;36;59;63;102;110;116;128;101;163;1018
"33015 SERRANA";65;102;104;119;136;142;238;258;312;314;363;312;520;2985
"33016 MACACU-CACERIBU";12;16;21;23;20;31;39;48;43;61;56;50;102;522
"33017 ITAGUAI";33;36;50;39;58;50;64;54;98;83;65;74;110;814
"33018 RIO DE JANEIRO";2403;2688;2913;3222;3438;3762;4701;5696;7015;7454;7250;6971;12364;69877
"Total";3015;3451;3769;4185;4487;4848;6075;7340;9053;9615;9456;9092;16057;90443
