"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";22;26;44;40;50;52;64;78;116;118;142;137;291;1180
"33002 SANTO ANTONIO DE PADUA";13;27;25;29;36;51;42;48;68;88;86;75;204;792
"33003 CAMPOS DOS GOYTACAZES";117;118;131;147;140;164;232;280;320;335;350;353;732;3419
"33004 MACAE";27;28;47;34;38;40;47;51;65;76;73;78;127;731
"33005 TRES RIOS";13;31;35;36;51;48;74;81;94;112;103;110;189;977
"33006 CANTAGALO-CORDEIRO";7;11;18;18;11;21;24;28;40;26;41;57;76;378
"33007 NOVA FRIBURGO";36;37;36;54;60;71;72;101;131;135;150;161;241;1285
"33008 SANTA MARIA MADALENA";2;4;8;5;3;8;12;8;17;19;19;26;34;165
"33009 BACIA DE SAO JOAO";11;12;18;11;16;16;30;22;21;33;32;43;75;340
"33010 LAGOS";55;74;87;81;98;90;115;133;154;146;156;181;316;1686
"33011 VALE DO PARAIBA FLUMINENSE";124;130;167;171;216;207;205;266;323;373;363;304;495;3344
"33012 BARRA DO PIRAI";22;31;37;53;55;89;90;99;127;128;134;145;236;1246
"33013 BAIA DA ILHA GRANDE";21;24;28;45;23;33;40;41;39;51;49;57;91;542
"33014 VASSOURAS";24;28;38;38;51;56;81;69;124;117;145;122;185;1078
"33015 SERRANA";66;85;116;119;155;171;214;286;317;387;376;377;577;3246
"33016 MACACU-CACERIBU";13;13;25;31;27;47;37;62;58;56;55;63;109;596
"33017 ITAGUAI";42;52;31;70;43;74;73;70;75;97;88;82;147;944
"33018 RIO DE JANEIRO";2551;2659;3036;3432;3664;4197;4876;6062;7551;8173;7948;7638;13753;75540
"Total";3166;3390;3927;4414;4737;5435;6328;7785;9640;10470;10310;10009;17878;97489
