"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";20;23;26;19;31;47;61;70;74;83;114;115;186;869
"33002 SANTO ANTONIO DE PADUA";15;19;17;20;24;35;40;46;58;71;89;93;126;653
"33003 CAMPOS DOS GOYTACAZES";81;86;115;117;123;143;201;215;242;308;385;374;542;2932
"33004 MACAE";10;17;15;27;31;36;38;47;44;66;53;56;108;548
"33005 TRES RIOS";26;26;38;43;42;46;45;88;59;73;93;94;144;817
"33006 CANTAGALO-CORDEIRO";12;8;8;10;15;13;15;26;30;28;32;47;56;300
"33007 NOVA FRIBURGO";44;38;47;46;54;54;74;86;99;122;126;122;177;1089
"33008 SANTA MARIA MADALENA";3;1;10;3;2;6;11;15;10;12;19;23;30;145
"33009 BACIA DE SAO JOAO";5;9;9;17;11;15;17;14;24;18;33;23;47;242
"33010 LAGOS";42;32;42;43;64;57;78;88;80;109;110;103;204;1052
"33011 VALE DO PARAIBA FLUMINENSE";108;148;133;131;149;161;211;234;256;255;253;213;314;2566
"33012 BARRA DO PIRAI";27;35;47;42;57;60;69;81;98;116;106;109;168;1015
"33013 BAIA DA ILHA GRANDE";21;20;18;28;28;13;18;31;38;40;34;39;49;377
"33014 VASSOURAS";25;34;31;35;50;52;69;80;89;80;108;80;143;876
"33015 SERRANA";55;79;84;108;119;142;189;215;239;265;283;271;361;2410
"33016 MACACU-CACERIBU";13;22;18;22;21;33;36;41;53;58;57;79;116;569
"33017 ITAGUAI";19;30;19;32;32;51;36;44;46;71;59;52;62;553
"33018 RIO DE JANEIRO";1877;2079;1986;2159;2634;3436;4507;5220;5379;5905;6292;6083;9719;57276
"Total";2403;2706;2663;2902;3487;4400;5715;6641;6918;7680;8246;7976;12552;74289
