"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";27;21;37;35;56;79;87;77;108;106;150;187;415;1385
"33002 SANTO ANTONIO DE PADUA";15;12;18;22;31;56;50;53;68;99;98;119;240;881
"33003 CAMPOS DOS GOYTACAZES";93;98;105;133;174;220;265;265;336;372;422;440;936;3859
"33004 MACAE";42;46;41;38;51;66;76;83;78;91;117;128;232;1089
"33005 TRES RIOS";23;20;30;36;44;64;81;79;100;108;112;143;250;1090
"33006 CANTAGALO-CORDEIRO";5;1;7;8;21;17;33;35;33;39;53;49;130;431
"33007 NOVA FRIBURGO";42;35;47;43;73;94;102;104;125;156;181;192;410;1604
"33008 SANTA MARIA MADALENA";2;4;2;7;7;9;13;11;17;17;20;34;57;200
"33009 BACIA DE SAO JOAO";22;18;16;14;31;34;42;36;50;46;56;62;126;553
"33010 LAGOS";82;87;92;100;113;184;174;188;229;262;279;287;518;2595
"33011 VALE DO PARAIBA FLUMINENSE";102;101;113;135;216;248;288;327;295;400;443;450;840;3958
"33012 BARRA DO PIRAI";16;25;21;34;61;82;93;89;93;125;135;132;302;1208
"33013 BAIA DA ILHA GRANDE";34;33;33;42;59;56;65;73;75;88;76;79;184;897
"33014 VASSOURAS";21;16;22;26;39;69;62;89;102;116;131;171;249;1113
"33015 SERRANA";45;68;73;97;155;175;244;247;281;331;420;427;853;3416
"33016 MACACU-CACERIBU";11;16;16;24;36;28;39;60;55;64;92;71;186;698
"33017 ITAGUAI";32;34;37;52;63;57;83;106;97;108;114;123;208;1114
"33018 RIO DE JANEIRO";2302;2181;2018;2188;3040;4349;5285;5807;6395;7794;8967;9771;18934;79031
"Total";2916;2816;2728;3034;4270;5887;7082;7729;8537;10322;11866;12865;25070;105122
