"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";22;30;22;38;23;52;71;68;82;86;143;149;169;955
"33002 SANTO ANTONIO DE PADUA";14;17;17;14;29;43;47;42;54;67;72;85;154;655
"33003 CAMPOS DOS GOYTACAZES";86;72;103;102;104;159;200;194;255;299;319;394;519;2806
"33004 MACAE";17;23;18;17;21;27;36;36;48;53;54;64;99;513
"33005 TRES RIOS";23;15;29;39;52;38;59;54;66;72;74;77;110;708
"33006 CANTAGALO-CORDEIRO";7;7;9;21;11;21;20;29;27;32;35;50;67;336
"33007 NOVA FRIBURGO";38;35;44;58;37;64;92;84;108;124;138;147;186;1155
"33008 SANTA MARIA MADALENA";2;6;2;5;8;10;15;20;21;23;18;29;32;191
"33009 BACIA DE SAO JOAO";6;1;10;12;14;14;8;13;12;26;23;21;28;188
"33010 LAGOS";38;32;39;38;61;60;71;73;67;88;98;112;175;952
"33011 VALE DO PARAIBA FLUMINENSE";129;152;138;145;136;171;213;238;223;247;208;182;272;2454
"33012 BARRA DO PIRAI";29;24;41;37;49;46;78;71;71;80;99;102;135;862
"33013 BAIA DA ILHA GRANDE";9;11;16;24;17;18;26;25;26;27;26;25;52;302
"33014 VASSOURAS";20;18;24;29;41;45;68;72;85;98;100;82;126;808
"33015 SERRANA";74;84;80;103;129;142;188;211;222;281;299;250;362;2425
"33016 MACACU-CACERIBU";20;22;23;19;23;33;35;26;34;44;54;54;95;482
"33017 ITAGUAI";22;23;29;25;26;33;39;44;52;57;67;53;80;550
"33018 RIO DE JANEIRO";1882;1930;1957;1962;2794;3426;4281;4840;5041;5842;5823;5541;8691;54010
"Total";2438;2502;2601;2688;3575;4402;5547;6140;6494;7546;7650;7417;11352;70352
