"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";25;29;44;49;72;60;72;78;102;142;141;124;274;1212
"33002 SANTO ANTONIO DE PADUA";19;25;23;22;42;37;37;64;54;83;95;103;211;815
"33003 CAMPOS DOS GOYTACAZES";101;104;150;143;166;175;200;274;326;353;339;393;720;3444
"33004 MACAE";30;33;33;37;39;47;58;56;65;90;58;76;152;774
"33005 TRES RIOS";32;31;44;48;63;57;58;79;82;91;107;92;197;981
"33006 CANTAGALO-CORDEIRO";12;12;13;13;16;26;26;32;35;51;34;38;79;387
"33007 NOVA FRIBURGO";34;54;59;48;63;67;70;82;94;141;128;138;277;1255
"33008 SANTA MARIA MADALENA";1;7;5;7;9;10;13;12;18;17;26;20;32;177
"33009 BACIA DE SAO JOAO";13;14;13;14;14;16;14;16;36;38;43;42;77;350
"33010 LAGOS";61;82;86;86;110;98;146;125;156;176;155;157;330;1768
"33011 VALE DO PARAIBA FLUMINENSE";132;128;131;184;204;219;194;295;341;372;386;339;511;3436
"33012 BARRA DO PIRAI";29;36;36;53;54;64;78;92;99;133;134;132;227;1167
"33013 BAIA DA ILHA GRANDE";35;32;37;34;39;45;42;44;51;51;47;55;93;605
"33014 VASSOURAS";22;24;45;46;56;45;79;82;93;121;113;89;219;1034
"33015 SERRANA";73;81;116;125;154;170;222;267;301;398;419;371;642;3339
"33016 MACACU-CACERIBU";14;24;27;28;27;31;41;35;63;50;59;54;130;583
"33017 ITAGUAI";37;37;37;69;49;58;68;65;72;93;93;89;117;884
"33018 RIO DE JANEIRO";2692;2714;3051;3727;3983;4396;4863;5990;7322;8510;8400;7751;13940;77339
"Total";3362;3467;3950;4733;5160;5621;6281;7688;9310;10910;10777;10063;18228;99550
