"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";24;29;26;27;40;47;65;73;85;106;123;122;184;951
"33002 SANTO ANTONIO DE PADUA";19;21;27;17;22;40;55;53;58;70;81;99;140;702
"33003 CAMPOS DOS GOYTACAZES";104;101;110;85;133;163;184;211;250;334;342;350;586;2953
"33004 MACAE";35;28;21;23;22;32;42;49;43;63;65;91;107;621
"33005 TRES RIOS";20;22;28;30;45;47;58;64;61;75;74;62;117;703
"33006 CANTAGALO-CORDEIRO";9;8;5;15;14;16;21;36;38;46;26;38;64;336
"33007 NOVA FRIBURGO";40;36;32;42;45;56;82;94;102;106;133;131;188;1087
"33008 SANTA MARIA MADALENA";4;6;3;2;4;13;11;10;15;12;16;25;33;154
"33009 BACIA DE SAO JOAO";11;6;9;10;15;15;14;16;15;20;27;41;34;233
"33010 LAGOS";43;57;52;43;59;70;73;94;101;76;105;111;176;1060
"33011 VALE DO PARAIBA FLUMINENSE";136;135;146;153;143;186;220;268;251;260;265;180;317;2660
"33012 BARRA DO PIRAI";27;43;32;37;48;58;74;69;86;108;105;105;162;954
"33013 BAIA DA ILHA GRANDE";8;17;20;24;25;17;26;45;37;42;44;28;65;398
"33014 VASSOURAS";22;46;48;36;53;56;68;89;106;108;107;97;163;999
"33015 SERRANA";63;80;79;91;124;155;227;276;267;264;309;244;408;2587
"33016 MACACU-CACERIBU";17;18;17;14;32;19;35;31;46;22;55;65;102;473
"33017 ITAGUAI";30;30;36;37;34;26;46;46;46;56;63;50;83;583
"33018 RIO DE JANEIRO";2186;2175;2205;2384;2721;3597;4616;5174;5731;5961;6451;5889;9780;58870
"Total";2798;2858;2896;3070;3579;4613;5917;6698;7338;7729;8391;7728;12709;76324
