"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";25;25;22;32;46;50;60;70;67;89;139;98;176;899
"33002 SANTO ANTONIO DE PADUA";13;9;13;25;23;35;30;58;52;78;80;99;136;651
"33003 CAMPOS DOS GOYTACAZES";92;83;69;96;131;139;178;202;227;286;346;301;532;2682
"33004 MACAE";21;13;11;27;26;22;36;44;44;53;70;86;95;548
"33005 TRES RIOS";19;25;23;22;32;38;50;50;62;83;84;70;106;664
"33006 CANTAGALO-CORDEIRO";7;7;13;10;18;16;26;24;29;42;26;40;45;303
"33007 NOVA FRIBURGO";31;42;25;36;51;43;66;75;75;113;124;133;137;951
"33008 SANTA MARIA MADALENA";5;6;3;8;3;6;7;9;10;19;30;19;30;155
"33009 BACIA DE SAO JOAO";10;7;9;8;20;8;13;20;14;17;24;26;34;210
"33010 LAGOS";29;29;38;43;67;59;59;77;77;103;115;96;160;952
"33011 VALE DO PARAIBA FLUMINENSE";108;144;133;148;168;167;194;226;224;257;210;214;258;2451
"33012 BARRA DO PIRAI";19;20;41;39;35;56;73;75;82;97;80;97;170;884
"33013 BAIA DA ILHA GRANDE";6;14;7;15;12;13;21;21;22;26;36;24;32;249
"33014 VASSOURAS";22;16;23;43;46;58;72;76;72;93;103;84;120;828
"33015 SERRANA";78;81;59;97;128;148;184;205;225;269;261;265;316;2316
"33016 MACACU-CACERIBU";16;18;16;20;31;19;25;26;39;42;54;53;83;442
"33017 ITAGUAI";18;27;24;23;22;28;30;46;48;48;49;47;50;460
"33018 RIO DE JANEIRO";1970;2009;1924;2186;2778;3478;4336;4567;5099;5641;5813;5679;8372;53852
"Total";2489;2575;2453;2878;3637;4383;5460;5871;6468;7356;7644;7431;10852;69497
