"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";28;21;25;39;54;70;88;81;114;127;167;187;493;1494
"33002 SANTO ANTONIO DE PADUA";12;13;22;20;42;46;64;72;67;98;105;98;367;1026
"33003 CAMPOS DOS GOYTACAZES";101;116;103;113;164;212;260;304;328;410;508;510;1187;4316
"33004 MACAE";39;35;44;37;52;69;90;141;103;101;145;137;306;1299
"33005 TRES RIOS";14;21;33;19;41;64;78;74;85;142;129;174;325;1199
"33006 CANTAGALO-CORDEIRO";12;8;12;17;24;31;34;22;34;40;54;66;152;506
"33007 NOVA FRIBURGO";29;30;37;40;51;89;108;119;141;161;165;218;525;1713
"33008 SANTA MARIA MADALENA";4;7;7;5;15;12;11;7;18;22;27;28;73;236
"33009 BACIA DE SAO JOAO";19;28;17;24;30;56;64;71;59;68;79;75;193;783
"33010 LAGOS";76;78;90;95;128;169;233;252;323;363;404;401;816;3428
"33011 VALE DO PARAIBA FLUMINENSE";94;81;102;111;167;217;324;376;403;456;492;508;1135;4466
"33012 BARRA DO PIRAI";16;29;24;25;40;64;82;115;107;137;142;155;364;1300
"33013 BAIA DA ILHA GRANDE";41;22;35;44;45;43;75;74;95;102;101;90;215;982
"33014 VASSOURAS";9;24;24;33;45;65;99;104;132;132;139;167;375;1348
"33015 SERRANA";45;48;59;80;124;186;246;295;356;355;458;442;1095;3789
"33016 MACACU-CACERIBU";17;11;15;22;26;35;49;75;62;68;65;90;210;745
"33017 ITAGUAI";42;36;42;43;53;70;112;134;143;141;159;157;306;1438
"33018 RIO DE JANEIRO";1712;1934;1908;2117;2778;4032;5803;6955;7651;8348;9854;10864;25680;89636
"Total";2310;2542;2599;2884;3879;5530;7820;9271;10221;11271;13193;14367;33817;119704
