"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";25;25;40;39;55;69;84;105;127;132;148;146;313;1308
"33002 SANTO ANTONIO DE PADUA";17;19;23;25;29;41;49;54;72;89;102;109;228;857
"33003 CAMPOS DOS GOYTACAZES";72;89;116;134;165;164;221;245;333;379;380;359;844;3501
"33004 MACAE";49;23;38;46;33;68;59;62;82;84;92;79;179;894
"33005 TRES RIOS";18;16;23;46;51;59;69;45;73;105;104;97;177;883
"33006 CANTAGALO-CORDEIRO";3;12;11;16;19;20;22;26;24;40;50;36;94;373
"33007 NOVA FRIBURGO";48;38;43;60;69;71;103;94;104;122;170;167;334;1423
"33008 SANTA MARIA MADALENA";2;3;2;4;3;11;14;16;21;24;27;28;52;207
"33009 BACIA DE SAO JOAO";11;14;15;28;22;27;25;14;30;45;41;43;73;388
"33010 LAGOS";73;84;91;116;122;129;161;165;227;214;244;203;385;2214
"33011 VALE DO PARAIBA FLUMINENSE";138;115;109;158;202;238;266;239;352;410;435;382;622;3666
"33012 BARRA DO PIRAI";16;21;27;49;49;68;85;86;116;130;134;131;260;1172
"33013 BAIA DA ILHA GRANDE";24;28;26;37;40;32;43;60;48;49;54;54;108;603
"33014 VASSOURAS";27;15;36;46;46;53;74;89;99;111;146;133;256;1131
"33015 SERRANA";50;80;111;125;153;164;225;243;290;349;409;371;659;3229
"33016 MACACU-CACERIBU";11;10;20;26;32;33;36;37;62;44;84;64;157;616
"33017 ITAGUAI";36;37;43;59;68;78;75;69;96;103;116;82;157;1019
"33018 RIO DE JANEIRO";2375;2141;2074;2777;3698;4552;4999;5532;6843;8205;9050;8382;15490;76118
"Total";2995;2770;2848;3791;4856;5877;6610;7181;8999;10635;11786;10866;20388;99602
