"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17" "X18" "X19"
"" "33001 ITAPERUNA" "33002 SANTO ANTONIO DE PADUA" "33003 CAMPOS DOS GOYTACAZES" "33004 MACAE" "33005 TRES RIOS" "33006 CANTAGALO-CORDEIRO" "33007 NOVA FRIBURGO" "33008 SANTA MARIA MADALENA" "33009 BACIA DE SAO JOAO" "33010 LAGOS" "33011 VALE DO PARAIBA FLUMINENSE" "33012 BARRA DO PIRAI" "33013 BAIA DA ILHA GRANDE" "33014 VASSOURAS" "33015 SERRANA" "33016 MACACU-CACERIBU" "33017 ITAGUAI" "33018 RIO DE JANEIRO" "Total"
"V2" "-5.06929720674484" "-4.14445660364945" "-4.10292830591349" "-4.3778512632634" "-4.43345880830615" "-4.37289415111061" "-4.36430292600919" "-4.04555439805267" "-4.61954907117491" "-4.57198181632291" "-4.46316764009648" "-4.28444825945811" "-4.50651230361214" "-4.5018278344865" "-4.10587909023496" "-4.45821577303143" "-4.73930623448108" "-4.29090931840376" "-4.31768907541361"
"V3" "-8.52803421459411" "-7.10529380158095" "-7.27494145254652" "-8.15381008368744" "-7.47963837204904" "-8.14960173573616" "-7.41069272989912" NA "-7.5377851502266" "-7.67952877999727" "-8.08338472393467" "-9.12565356380899" "-7.54244067567592" "-7.01172911936433" "-7.21176171435377" "-8.0131776595788" "-8.13329386122263" "-7.49894906836149" "-7.53546917925255"
"V4" "-9.12492771635025" "-7.77647510309159" "-8.01736245727235" "-7.7183579561833" "-7.6425241342329" NA "-8.28229330440343" NA "-8.28684517875341" "-7.80150821783093" "-8.52354141976062" "-8.51831256468415" "-7.98127765392401" "-7.81435475755075" "-7.95279096674685" "-7.76253528227748" "-8.20174244681684" "-8.14646211537999" "-8.12383987965577"
"V5" "-6.86324811714952" "-6.88265337211597" "-6.22123932946119" "-6.32847030312297" "-6.92078995725259" "-6.71194313200568" "-6.7719355558396" "-6.61829384663028" "-6.46221517988579" "-6.40283101132893" "-6.63618184341748" "-6.67549890315126" "-6.40241721647522" "-7.12198650598249" "-7.04953564333051" "-6.4653399815777" "-6.11736271398336" "-6.43353550394769" "-6.46037714613695"
"V6" "-6.22207223580263" "-6.30136229948779" "-6.11198891990308" "-6.29379976533021" "-6.29574719480846" "-6.26139123733186" "-6.68938753934544" "-6.09108361213669" "-6.13994612668519" "-6.26893110093115" "-6.42470521173723" "-6.4222363520276" "-6.24272846906296" "-6.21558874950218" "-6.57170725143695" "-6.46092923804911" "-6.21690545747088" "-6.35428970005149" "-6.34219761165341"
"V7" "-5.78875682200439" "-5.93080737267838" "-5.83003046312613" "-5.92566206961929" "-5.59383629750706" "-5.47453056163891" "-5.80021435956973" "-5.72638230657344" "-5.98984351563626" "-5.90465339036129" "-5.90588118860175" "-5.7047740463785" "-6.11056250734567" "-5.90070283087131" "-5.91273050656548" "-5.73674509360899" "-5.61151417526688" "-5.9135120202408" "-5.89538174681749"
"V8" "-5.22725091811418" "-5.08288483444972" "-5.08073505050165" "-5.16458290762167" "-4.95908970323608" "-4.88646828782995" "-5.09668002045479" "-5.63574153089463" "-5.34120268549511" "-5.20153303279682" "-5.14775871251323" "-5.00900698499326" "-5.19707846232738" "-5.09557244930239" "-5.04927713603221" "-5.06917179654883" "-5.07289850139669" "-5.16140285891736" "-5.14958547689818"
"V9" "-4.43192472544813" "-4.56230806835289" "-4.3841107167249" "-4.53081341038127" "-4.38917017636231" "-4.25168164941877" "-4.50698263107096" "-4.23630949526005" "-4.54408738468931" "-4.40455864145435" "-4.45023885471096" "-4.24967645575525" "-4.49659098830107" "-4.34483925113421" "-4.31537133730051" "-4.33464505245502" "-4.24435868343313" "-4.3730727131401" "-4.38018399726813"
"V10" "-3.69757936398948" "-3.7418831076631" "-3.59707295457474" "-3.75712679030593" "-3.56251885263793" "-3.82740545516256" "-3.7564982759663" "-3.7965101183063" "-3.7090052353958" "-3.69514075180831" "-3.63043021784098" "-3.67330744843803" "-3.79124554119339" "-3.60868739239636" "-3.63527000350856" "-3.65541429781939" "-3.57506032597886" "-3.66212905486792" "-3.66204553665418"
"V11" "-2.57841980515572" "-2.51241202393365" "-2.46136769575394" "-2.57288654985576" "-2.51350127629247" "-2.50341251598571" "-2.55625662313233" "-2.68881883917432" "-2.59557711674249" "-2.58006785697109" "-2.5489927659743" "-2.58517016416277" "-2.53926541624985" "-2.5460953669515" "-2.50396601575878" "-2.56095833195949" "-2.46514190056232" "-2.55442426933076" "-2.54936957318267"
