"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17" "X18" "X19"
"" "33001 ITAPERUNA" "33002 SANTO ANTONIO DE PADUA" "33003 CAMPOS DOS GOYTACAZES" "33004 MACAE" "33005 TRES RIOS" "33006 CANTAGALO-CORDEIRO" "33007 NOVA FRIBURGO" "33008 SANTA MARIA MADALENA" "33009 BACIA DE SAO JOAO" "33010 LAGOS" "33011 VALE DO PARAIBA FLUMINENSE" "33012 BARRA DO PIRAI" "33013 BAIA DA ILHA GRANDE" "33014 VASSOURAS" "33015 SERRANA" "33016 MACACU-CACERIBU" "33017 ITAGUAI" "33018 RIO DE JANEIRO" "Total"
"V2" "-4.56973489168046" "-4.9468237813513" "-4.1174767643309" "-4.37052000867566" "-4.21038315783733" "-4.48863636973214" "-4.50317101803297" "-4.39937527300849" "-4.37074529020984" "-4.29928420760383" "-4.49516025934892" "-4.36986970440325" "-4.43413355146931" "-4.73082340491368" "-4.01630467847494" "-4.32947942162674" "-4.55117418725266" "-4.32742116502536" "-4.33009150318394"
"V3" "-7.43376503807317" "-7.32761626737403" "-7.16643755958361" "-7.48633300479895" "-7.99923105208093" "-7.46221493976819" "-7.97065403049238" NA "-6.96756673604511" "-7.51691680346899" "-7.39647471520222" "-8.43576619272051" "-7.31136681844098" "-7.5764816850004" "-8.02719091566381" "-7.33138769104575" "-8.84412001519392" "-7.61674299976122" "-7.58686866507352"
"V4" "-7.8920410513421" "-8.99739464563842" "-7.93182360302972" "-7.83401963788539" "-8.91766809134314" "-7.48694957946605" "-8.25446386032003" "-8.30375241556341" "-8.15955349654065" "-7.96902371278568" "-8.07355344351887" "-7.90162414550167" "-7.88312736099339" "-8.58536572651929" "-8.15425809202547" "-7.73099043038884" "-8.28573741127128" "-8.15661857627919" "-8.12547389919826"
"V5" "-6.85300205857936" "-6.63545430856866" "-6.35147730514689" "-6.14418563412565" "-6.70140540503376" "-6.48463523563525" "-6.86385987267296" "-7.00918307161225" "-6.40823220672027" "-6.17082338605117" "-6.87790714285218" "-6.76110246146764" "-6.2752778441198" "-6.65496220702588" "-7.01989703567819" "-6.65431358968506" "-6.01252826978398" "-6.33633143359047" "-6.37798021845804"
"V6" "-6.5562100128634" "-6.29531871486313" "-6.11087788473126" "-6.40263022194501" "-6.29534621641583" "-6.56123270650742" "-6.31096051565701" "-6.08563771712523" "-6.03826358020053" "-6.15000119887849" "-6.46678388402341" "-6.67279215086258" "-6.40181668411277" "-6.36329043794338" "-6.61704903047299" "-6.29954379326159" "-6.01406085213" "-6.35152946868196" "-6.33994512331668"
"V7" "-5.80879065552414" "-5.83624411290756" "-5.83088145892272" "-6.01174364039691" "-5.73548190373905" "-5.84429561092836" "-6.03219351404549" "-5.47599854378549" "-6.18553376896869" "-5.94777621131647" "-6.018728915489" "-5.73672964151224" "-5.95865183025003" "-5.64532642781075" "-5.93140647461673" "-5.99203256757199" "-5.99451544394124" "-5.97135353893397" "-5.95644601871592"
"V8" "-5.23697021555833" "-5.15250560748224" "-5.06634785204237" "-5.26169327924202" "-4.96048056296503" "-4.99890003787783" "-5.18700549427324" "-4.99230744085499" "-5.32666183955718" "-5.17428145203917" "-5.20088523164787" "-5.01700220776521" "-5.36779358176538" "-5.15562560452485" "-5.04332247235529" "-5.15052898009851" "-4.97630672186783" "-5.20571182085211" "-5.18628027911411"
"V9" "-4.50913516728032" "-4.58696193916551" "-4.37568083602124" "-4.48636919052592" "-4.34842026852445" "-4.66343909411207" "-4.52416347214321" "-4.40610930518984" "-4.52630212533344" "-4.4918774281794" "-4.43718662049432" "-4.33386837308468" "-4.59049898575602" "-4.3035665196681" "-4.29882464025199" "-4.43405829276748" "-4.35296250172997" "-4.39878157292981" "-4.40647781736675"
"V10" "-3.78573978149266" "-3.75266649103488" "-3.66266206538965" "-3.80403935950677" "-3.68805944586791" "-3.71001376618791" "-3.86079312057107" "-4.05153646973022" "-3.76222746906503" "-3.74591581705163" "-3.71418655135538" "-3.71027522107898" "-3.74344441777725" "-3.60411484833718" "-3.67676480236701" "-3.68402393513754" "-3.60301816350754" "-3.69203013464161" "-3.69832528140722"
"V11" "-2.61124131425626" "-2.54611121710581" "-2.54395439874155" "-2.52155004192698" "-2.62902589753211" "-2.64419520699057" "-2.55673440167387" "-2.783399638344" "-2.48162041613718" "-2.61344152956938" "-2.61417013807097" "-2.6018935314384" "-2.50719052330934" "-2.50569627442961" "-2.50755303555642" "-2.48707820330151" "-2.52565186592901" "-2.55661252781641" "-2.55842961168564"
