"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17" "X18" "X19"
"" "33001 ITAPERUNA" "33002 SANTO ANTONIO DE PADUA" "33003 CAMPOS DOS GOYTACAZES" "33004 MACAE" "33005 TRES RIOS" "33006 CANTAGALO-CORDEIRO" "33007 NOVA FRIBURGO" "33008 SANTA MARIA MADALENA" "33009 BACIA DE SAO JOAO" "33010 LAGOS" "33011 VALE DO PARAIBA FLUMINENSE" "33012 BARRA DO PIRAI" "33013 BAIA DA ILHA GRANDE" "33014 VASSOURAS" "33015 SERRANA" "33016 MACACU-CACERIBU" "33017 ITAGUAI" "33018 RIO DE JANEIRO" "Total"
"V2" "-4.67618767322337" "-4.42767904917135" "-3.98475158053576" "-4.43623235050847" "-4.10957880679395" "-3.71909999675682" "-4.77133630255976" "-4.92241106068142" "-4.53044663979215" "-4.43048909115564" "-4.80348864840486" "-4.65974071307302" "-4.56095703131177" "-4.4317687265687" "-4.32906831303419" "-4.76522178842201" "-4.30795564408485" "-4.33211130350759" "-4.35229610051554"
"V3" "-7.44356615544204" "-8.71833650245078" "-7.705065383373" "-8.21153721852756" "-7.50351011353343" "-7.47221645191404" "-9.36349055146986" "-7.38956395367764" "-7.61595526216837" "-7.21468099900062" "-8.01474901167816" "-7.75255000915122" "-8.43663368355782" "-7.87587915949631" "-8.03794698080357" "-7.63626960337937" "-8.46266660539487" "-7.53199752117638" "-7.6040973504386"
"V4" "-8.37823759052705" "-8.0526784705135" "-8.54759686794737" "-8.59755123398189" "-8.20439841814938" "-9.07165285220229" "-8.51822599122819" "-8.27231514795602" "-8.05360449795756" "-8.18497450430894" "-8.05037345372148" "-9.38092667255172" "-8.64315013687271" "-8.32520910235113" "-8.5051361815338" "-8.26301036750486" "-8.85677487440878" "-8.32058997805099" "-8.33554161886136"
"V5" "-7.41360186120096" "-6.75204783246663" "-6.40916533153415" "-6.30745771105492" "-7.2357792307173" "-6.47522725132428" "-6.84866495250538" "-6.17955646036327" "-6.12609827311622" "-6.2145256207942" "-6.87568394798207" "-6.58125942811176" "-5.95718259854697" "-6.83670363943954" "-7.25677188163356" "-7.0552589160876" "-6.19202561089235" "-6.41317594140915" "-6.44659430648245"
"V6" "-6.38976569040944" "-6.178954349415" "-6.25862498383897" "-6.34589948410337" "-6.48579968395892" "-6.25038158115171" "-6.58898041787551" "-6.30239001180573" "-6.51506818323319" "-6.22528713769917" "-6.62052332166355" "-6.39700211635889" "-6.20183551715934" "-6.45953177893626" "-6.71692370141637" "-6.35719214187798" "-6.23702984185692" "-6.41302050910274" "-6.40836787160377"
"V7" "-5.900945341373" "-5.89923960306546" "-5.72885025138528" "-6.13045763887687" "-5.73870602643434" "-5.8102851948928" "-6.08408263641974" "-5.88262576707383" "-5.85120107449317" "-5.89523239429998" "-6.04562871658722" "-5.83410873633178" "-6.20723854408766" "-6.1551384697217" "-6.03850167039897" "-5.7833775297007" "-5.65769794926841" "-5.99964112924405" "-5.97845803597615"
"V8" "-5.40149858618747" "-5.02821988787802" "-5.08286329873813" "-5.26255014268941" "-5.14456066594831" "-5.04819680660342" "-5.30055323721829" "-5.42610863190831" "-5.33846686608666" "-5.25500398069001" "-5.24438902452248" "-5.13231824687312" "-5.44377832614852" "-5.07849621203414" "-5.13261372098274" "-5.36552160234241" "-5.0385988527249" "-5.22851163642967" "-5.22059069750333"
"V9" "-4.51353506306386" "-4.46857931108865" "-4.38237151606274" "-4.60475343249175" "-4.38139570173259" "-4.54473135772178" "-4.5190491995484" "-4.4596996729921" "-4.44747685937277" "-4.51614665534257" "-4.47886584760018" "-4.35314924815598" "-4.52927401546397" "-4.33643319977876" "-4.42255666110977" "-4.26067822283311" "-4.27430565355234" "-4.41375654741557" "-4.42196753673411"
"V10" "-3.7384902994948" "-3.87044117369359" "-3.6026362918125" "-3.70216493585055" "-3.75014379250854" "-3.79287540280997" "-3.73163896437714" "-4.07995582477" "-3.73279868804877" "-3.69082201057327" "-3.6520016288177" "-3.67310066917641" "-3.69028408964136" "-3.6002818915672" "-3.6595953837154" "-3.81208991150568" "-3.57006636918847" "-3.69478360609315" "-3.69061626201802"
"V11" "-2.55126953497747" "-2.57157688586266" "-2.52352749204804" "-2.52095892293886" "-2.70120866928549" "-2.56528086749275" "-2.55135735801995" "-2.85633958117948" "-2.43785358509997" "-2.60574964157688" "-2.5663193249488" "-2.60703402530289" "-2.61284812356273" "-2.53287909850321" "-2.56109578814555" "-2.63440832077701" "-2.48770509038002" "-2.55723717752737" "-2.55905585672911"
