"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17" "X18" "X19"
"" "33001 ITAPERUNA" "33002 SANTO ANTONIO DE PADUA" "33003 CAMPOS DOS GOYTACAZES" "33004 MACAE" "33005 TRES RIOS" "33006 CANTAGALO-CORDEIRO" "33007 NOVA FRIBURGO" "33008 SANTA MARIA MADALENA" "33009 BACIA DE SAO JOAO" "33010 LAGOS" "33011 VALE DO PARAIBA FLUMINENSE" "33012 BARRA DO PIRAI" "33013 BAIA DA ILHA GRANDE" "33014 VASSOURAS" "33015 SERRANA" "33016 MACACU-CACERIBU" "33017 ITAGUAI" "33018 RIO DE JANEIRO" "Total"
"V2" "-4.43081679884331" "-4.54262966751319" "-4.25400996190787" "-4.38470162512318" "-4.24110872139142" "-3.93757607985276" "-4.25301463093409" "-5.99645208861902" "-4.58637394866332" "-4.43888431601312" "-4.46711155406048" "-4.16364602806422" "-4.36914642066368" "-4.32565976268563" "-4.3599907462747" "-4.3425058765116" "-4.71416923543648" "-4.21752473737447" "-4.26235773581182"
"V3" "-7.27358816070563" "-7.10791675390442" "-7.35465310417247" "-7.7938224162607" "-7.98366741324056" "-7.04809676353521" "-8.25928564766569" "-6.67959918584438" "-7.50365707510325" "-7.47958192430553" "-7.64387742886556" "-7.73707099684188" "-7.5246383183719" "-7.16252668797666" "-7.6144765795692" "-8.0040315078527" "-7.30675508756587" "-7.38325680183474" "-7.42045016051391"
"V4" "-8.1745268106317" "-8.36921508864474" "-8.18375174193159" "-8.09686431665951" "-7.98722722099782" "-8.05684942179808" "-8.59975579839806" NA "-8.15064827053873" "-8.28921981342608" "-8.0960152812634" "-8.07857194339917" "-8.40760151478614" "-7.56859446506561" "-7.94589543420687" "-8.13235390110173" "-8.44875373819372" "-8.07058699026225" "-8.09396442458068"
"V5" "-6.90358530639633" "-7.35244110024358" "-6.18392973250498" "-6.44851457374391" "-6.4531130568491" "-7.25367256626791" "-6.80533488138267" "-6.81014245011514" "-6.54633039596469" "-6.34040258299807" "-6.75072352978046" "-6.90055081763352" "-6.67305585330013" "-6.7793352251439" "-7.00483086496847" "-6.69553016487326" "-6.27404315850137" "-6.51906422005152" "-6.53389369178668"
"V6" "-6.72790435187816" "-6.27966731730649" "-6.0672272054138" "-6.22847413587255" "-6.06242100673467" "-6.31886800863599" "-6.25635459696373" "-6.60665018619822" "-6.51795408278737" "-6.24388946967292" "-6.48525608052158" "-6.27787176882124" "-6.30383923215013" "-6.46485420557373" "-6.68115524005797" "-6.27379302891806" "-6.18052150018995" "-6.38278595617769" "-6.36589486523979"
"V7" "-5.87493073085203" "-5.75446447112814" "-5.70934231626871" "-5.96701718745952" "-5.65262075056027" "-6.00141487796115" "-5.82501633947032" "-5.72638230657344" "-5.73139027224804" "-5.92995675891721" "-6.07265878695782" "-6.12129592128054" "-5.91401338588262" "-5.61927301576274" "-5.93116702022767" "-5.85694140922235" "-5.83408671843818" "-5.95627980453186" "-5.9328812748401"
"V8" "-5.05511686988727" "-4.98037820889622" "-5.07564757594232" "-5.18187225126638" "-5.09727623211147" "-5.5307121109568" "-5.11960927332392" "-4.92701211008658" "-5.25609040000941" "-5.12442890107233" "-5.25599889153106" "-5.14578068033572" "-5.29965974873187" "-5.00967046821442" "-5.01454299300134" "-5.11785771170202" "-4.98998808913922" "-5.13630862473205" "-5.13265468847649"
"V9" "-4.46138940301824" "-4.52841344052894" "-4.4083693079293" "-4.57717635572195" "-4.21124836652121" "-4.20032988264877" "-4.65476372437225" "-4.63246104622399" "-4.48076807025183" "-4.53822045572255" "-4.42524762943158" "-4.31292746502047" "-4.58704073442358" "-4.36226489439228" "-4.33061224803407" "-4.34265035386502" "-4.29916109949614" "-4.36680266942497" "-4.38304548219552"
"V10" "-3.82244635747158" "-3.63373351831284" "-3.64703738367549" "-3.77993156935721" "-3.57569305117444" "-3.64144865970028" "-3.79590524909082" "-3.70993286331177" "-3.68074590766228" "-3.74910054095859" "-3.71745714936052" "-3.70727268950321" "-3.75591164182948" "-3.65625174525742" "-3.66048934449779" "-3.7025782984721" "-3.41174329670173" "-3.6507373326158" "-3.66045282520492"
"V11" "-2.57540994176108" "-2.49886500203871" "-2.4681845570502" "-2.63838483463363" "-2.55235578996351" "-2.53691013739714" "-2.62682692497692" "-2.58812200909944" "-2.51093316180613" "-2.53433244086585" "-2.56379033520305" "-2.53814296116419" "-2.63767388461711" "-2.540973627852" "-2.44224615264529" "-2.50988494327476" "-2.3644784821619" "-2.55980951820951" "-2.55066445496336"
