"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17" "X18" "X19"
"" "33001 ITAPERUNA" "33002 SANTO ANTONIO DE PADUA" "33003 CAMPOS DOS GOYTACAZES" "33004 MACAE" "33005 TRES RIOS" "33006 CANTAGALO-CORDEIRO" "33007 NOVA FRIBURGO" "33008 SANTA MARIA MADALENA" "33009 BACIA DE SAO JOAO" "33010 LAGOS" "33011 VALE DO PARAIBA FLUMINENSE" "33012 BARRA DO PIRAI" "33013 BAIA DA ILHA GRANDE" "33014 VASSOURAS" "33015 SERRANA" "33016 MACACU-CACERIBU" "33017 ITAGUAI" "33018 RIO DE JANEIRO" "Total"
"V2" "-4.44750759950289" "-4.58904080405821" "-4.20017008602595" "-4.47869952193414" "-4.79404914332821" "-4.96865522185537" "-4.20930173941022" "-3.90449473900735" "-5.60837228985154" "-4.68857919181212" "-4.14522689254586" "-4.47646230633327" "-5.22606287924943" "-4.38618464482255" "-4.18163062675638" "-4.60916220725763" "-5.40417775724751" "-4.17062402198432" "-4.24398583593362"
"V3" "-7.14361760270412" "-8.03300949859667" "-7.35293631559955" "-7.41896083056641" "-7.47113540148302" NA "-6.14650054920751" "-7.37713371283395" "-8.57300625623545" "-7.79276172081653" "-7.48313192380757" "-7.74066440191724" "-8.76483421433083" "-7.85838302326074" "-6.84436481652165" "-8.69399956752208" "-8.10787065298077" "-7.42443615067646" "-7.41943497579371"
"V4" "-7.79852305362521" "-9.09442434237884" "-8.06291591889664" "-8.35761112159177" "-8.705703889236" "-7.57476380193239" "-6.00090777099546" NA "-8.61772607277718" "-7.84723784627582" "-8.3062449738019" "-9.08866226035091" "-8.89754559870933" "-8.483553674372" "-6.79030298130884" "-8.16399790074175" "-8.35399429222937" "-8.07127428307776" "-7.94197531916059"
"V5" "-6.49655032517649" "-7.01645140178241" "-6.37777068038039" "-6.35847612737574" "-6.71130862459435" "-7.81712209578347" "-6.0968951822586" "-6.82219739062049" "-6.59152932767628" "-6.45350385285099" "-6.66873816724401" "-7.01657380881125" "-6.32738718217648" "-6.88214438776011" "-6.54825747697491" "-7.05768276796509" "-6.68103032208423" "-6.50027376229111" "-6.51149873834631"
"V6" "-6.23630646088327" "-6.36917427633375" "-5.96059938013245" "-6.29605641117649" "-6.14842797902688" "-6.50209015087131" "-5.86042022952682" "-6.45227425577872" "-6.58344138735924" "-6.30469551663846" "-6.25626866016557" "-6.76077673446018" "-6.24107064567923" "-6.23675323173377" "-6.2135356281066" "-6.1138979994079" "-6.35357688745971" "-6.31170518003663" "-6.28548763296157"
"V7" "-5.64799760745923" "-6.36074518821394" "-5.67471834171229" "-6.07848951096183" "-5.82969160794693" "-5.87902777162344" "-5.42776993926433" "-5.72893955543885" "-6.42745116234749" "-5.90249608816262" "-5.9437270606181" "-5.70438470291891" "-6.09718116373789" "-5.82922760846751" "-5.55347163541822" "-5.88699016354181" "-5.92873180198248" "-5.91060445371957" "-5.8844077350138"
"V8" "-4.94716194135831" "-5.25356678507583" "-5.03605609677641" "-5.1985574104471" "-4.97112625109163" "-5.27454874555058" "-4.84364181365722" "-5.09252245356844" "-5.57500168479028" "-5.07045472840613" "-5.12172550431066" "-5.17486670445187" "-5.44436960275411" "-5.00003074084746" "-4.88078375843013" "-5.04342511691925" "-5.1787431313779" "-5.08650098804197" "-5.08329882907428"
"V9" "-4.20288965689355" "-4.44417070977957" "-4.33922892650768" "-4.48481597438683" "-4.40451131078705" "-4.76330214831093" "-4.37411588911848" "-5.00428182012408" "-4.71968863943068" "-4.43704442016905" "-4.39690642951233" "-4.50229414365793" "-4.5607686335732" "-4.34170054891658" "-4.20856778570544" "-4.39005880637115" "-4.49477418246434" "-4.32269582722288" "-4.3411100275203"
"V10" "-3.47740785130523" "-3.80034628820352" "-3.57840126822315" "-3.64256645638683" "-3.6111469290199" "-3.77622992089295" "-3.67409838569466" "-4.01532257526595" "-3.83527418666922" "-3.68942131270211" "-3.58702067154708" "-3.81629032258888" "-3.73217965875571" "-3.52439089769008" "-3.52279854066572" "-3.50732231096377" "-3.76001691697536" "-3.59699632851198" "-3.60493660691452"
"V11" "-2.42390454127349" "-2.5360203303448" "-2.51214190962455" "-2.64680657586149" "-2.56951557544112" "-2.60931536041652" "-2.52341016924716" "-2.62511214950022" "-2.66651308166002" "-2.56847562570694" "-2.50489779626657" "-2.69642373513629" "-2.63808171978178" "-2.52323025182119" "-2.40348865976261" "-2.47096540522592" "-2.67566224985796" "-2.53626736669268" "-2.53447149535248"
