"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17" "X18" "X19"
"" "33001 ITAPERUNA" "33002 SANTO ANTONIO DE PADUA" "33003 CAMPOS DOS GOYTACAZES" "33004 MACAE" "33005 TRES RIOS" "33006 CANTAGALO-CORDEIRO" "33007 NOVA FRIBURGO" "33008 SANTA MARIA MADALENA" "33009 BACIA DE SAO JOAO" "33010 LAGOS" "33011 VALE DO PARAIBA FLUMINENSE" "33012 BARRA DO PIRAI" "33013 BAIA DA ILHA GRANDE" "33014 VASSOURAS" "33015 SERRANA" "33016 MACACU-CACERIBU" "33017 ITAGUAI" "33018 RIO DE JANEIRO" "Total"
"V2" "-4.82430571590476" "-4.29524250458899" "-4.1028120133212" "-4.66728229638282" "-4.60152719470959" "-5.12634210180823" "-4.72455194300817" "-5.92425579741453" "-4.74773325064296" "-4.54120881785331" "-4.61144260798651" "-4.65439315691606" "-4.78436184977312" "-4.0399504901563" "-4.52802731013922" "-4.93969247074023" "-4.4852336704668" "-4.52230634579696" "-4.52109491769804"
"V3" "-7.85399308722424" "-7.61101779328318" "-8.02131091318361" "-7.98256265617472" "-8.41825644355621" "-8.16080392095467" "-7.74837373890029" NA "-8.17800727609734" "-7.68356616379039" "-7.94260823004981" "-8.0532511535491" "-9.63847979712322" "-7.19506228110383" "-8.34212526333359" "-7.37556901215484" "-8.94884572927805" "-7.79054764190838" "-7.84659775248567"
"V4" "-8.17739543136645" "-8.20166019080868" "-8.15540806987554" "-8.98226802742522" "-8.89462455601163" "-9.03419967425731" "-8.30219494825626" NA "-8.99028579486499" "-8.21162456786477" "-8.82773881262044" "-9.33754554621147" "-8.51490486089823" "-8.08569206875723" "-9.41032173899698" "-9.63351441386512" "-8.18135675263274" "-8.51937316648418" "-8.52394661470035"
"V5" "-6.7091518896139" "-6.3752213671475" "-6.29699633069039" "-6.24507007818029" "-6.50705154479386" "-6.74664711858738" "-6.90342332897563" "-8.16166045205628" "-6.28187474966512" "-6.32384996078799" "-6.38897887672009" "-6.92608623566686" "-6.48297992233947" "-6.69296956061752" "-6.82148544516321" "-6.40130279513499" "-6.29131542904066" "-6.3825904244155" "-6.40132826100879"
"V6" "-6.14094499771269" "-6.18124694124764" "-6.10770485182517" "-6.2861705053298" "-6.1779441140506" "-6.3786383852439" "-6.42065189270897" "-6.16354869480872" "-6.10710436630665" "-6.01850234808494" "-6.04719873830096" "-6.41613792885441" "-6.19156823693303" "-6.03439341152742" "-6.2911386869895" "-6.10702288774225" "-5.9844725674969" "-6.12903209001524" "-6.13244095429388"
"V7" "-5.75165157986039" "-5.4359030295006" "-5.47221930706284" "-5.75899138844508" "-5.39895113237379" "-5.38306692830174" "-5.49971627362093" "-5.98072526875393" "-5.61904124620111" "-5.47414448019185" "-5.5592603674409" "-5.5319978019986" "-5.94861503560062" "-5.67957234638415" "-5.54362170688593" "-5.79719691929563" "-5.48718607136859" "-5.64028161851593" "-5.61935885627158"
"V8" "-5.01804234898274" "-4.87300588018663" "-4.83403090065333" "-4.94844695030364" "-4.83600819680881" "-4.83749369448616" "-4.8301806067553" "-5.437850449785" "-4.88346624201557" "-4.85543050173326" "-4.88000858149272" "-4.92521611160902" "-5.23334464263095" "-4.87226953971744" "-4.80146705812366" "-4.8460025181221" "-4.67744791283566" "-4.94495968566292" "-4.92382736894882"
"V9" "-4.33996953282847" "-4.14157025167566" "-4.03210034053368" "-4.1277673491705" "-4.0660070741254" "-4.16618061027153" "-4.18500638445733" "-3.97080870942926" "-4.08167503591354" "-4.16125744142013" "-4.13972287346566" "-4.17287288293282" "-4.30788390751399" "-3.98885081093687" "-4.02559275721442" "-4.22229792653256" "-3.96375453394787" "-4.14037260704978" "-4.13275800791163"
"V10" "-3.57544242960512" "-3.48043475619745" "-3.33854970912906" "-3.3984418688966" "-3.39957193140296" "-3.44012995189456" "-3.53468247691867" "-3.89963894622842" "-3.2569723108092" "-3.41550068301798" "-3.44587313962602" "-3.49181051196661" "-3.54134713274672" "-3.31649609010677" "-3.35868515387086" "-3.42072380401251" "-3.22459116844921" "-3.41506842784846" "-3.41370625795581"
"V11" "-2.53293258006468" "-2.49126830569365" "-2.30791171057848" "-2.34983415081852" "-2.4175245834322" "-2.32212271432604" "-2.46385324059017" "-2.67140817086843" "-2.28495486161778" "-2.44707613828162" "-2.51286546016499" "-2.5193827490233" "-2.549673247104" "-2.35110859760615" "-2.39127343935275" "-2.371577964481" "-2.36380486014269" "-2.43967189974513" "-2.43552275716275"
