"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";14;12;18;22;35;47;72;80;125;159;178;229;535;1526
"35002 FERNANDOPOLIS";7;8;11;15;17;23;47;63;81;92;106;141;387;998
"35003 VOTUPORANGA";10;11;19;20;27;41;63;62;90;124;154;193;578;1392
"35004 SAO JOSE DO RIO PRETO";70;74;100;176;219;271;407;570;780;903;1023;1127;3046;8766
"35005 CATANDUVA";20;24;31;39;52;88;108;138;197;223;268;300;888;2376
"35006 AURIFLAMA";-;2;2;8;1;4;8;16;16;21;25;25;68;196
"35007 NHANDEARA";1;7;3;2;3;10;12;14;14;24;26;30;149;295
"35008 NOVO HORIZONTE";11;4;14;7;12;13;25;32;37;46;43;53;177;474
"35009 BARRETOS";30;35;59;92;105;164;223;302;341;370;335;320;640;3016
"35010 SAO JOAQUIM DA BARRA";17;12;22;24;30;48;47;86;119;126;161;151;428;1271
"35011 ITUVERAVA";6;2;10;18;25;30;44;51;82;84;120;106;243;821
"35012 FRANCA";18;39;46;63;88;127;168;222;309;327;362;400;1064;3233
"35013 JABOTICABAL";20;28;38;49;57;105;128;171;202;259;292;302;1045;2696
"35014 RIBEIRAO PRETO";82;92;154;199;264;358;468;653;913;1053;1085;1125;3228;9674
"35015 BATATAIS";7;7;12;13;19;22;43;32;70;66;82;86;308;767
"35016 ANDRADINA";3;11;22;22;31;51;67;98;107;153;177;175;629;1546
"35017 ARACATUBA";21;31;37;51;85;108;149;200;277;337;327;327;886;2836
"35018 BIRIGUI";15;23;20;31;58;53;87;116;177;173;224;244;674;1895
"35019 LINS";16;11;13;29;46;46;94;96;131;143;152;170;494;1441
"35020 BAURU";48;48;72;96;127;165;225;329;429;536;511;554;1632;4772
"35021 JAU";22;30;42;57;87;125;187;238;330;348;378;374;988;3206
"35022 AVARE";14;17;22;21;41;56;73;108;110;145;168;155;392;1322
"35023 BOTUCATU";20;21;26;48;66;96;147;162;268;247;276;314;711;2402
"35024 ARARAQUARA";38;33;40;83;109;144;214;257;357;466;482;513;1450;4186
"35025 SAO CARLOS";19;21;27;45;63;60;112;166;202;220;255;249;880;2319
"35026 RIO CLARO";23;20;26;49;62;72;104;156;169;162;220;217;727;2007
"35027 LIMEIRA";40;53;69;119;133;158;232;344;452;518;563;603;1441;4725
"35028 PIRACICABA";38;49;83;76;128;175;222;282;412;513;508;528;1582;4596
"35029 PIRASSUNUNGA";9;5;17;20;33;41;62;88;86;126;116;148;484;1235
"35030 SAO JOAO DA BOA VISTA";29;35;39;58;76;124;165;206;343;378;451;444;1338;3686
"35031 MOJI MIRIM";34;23;45;78;72;113;151;245;282;301;357;337;988;3026
"35032 CAMPINAS";203;242;342;416;560;775;1095;1471;1913;2197;2293;2305;6724;20536
"35033 AMPARO";8;17;18;18;37;38;56;64;108;140;162;168;598;1432
"35034 DRACENA";7;11;17;12;23;28;35;56;69;85;101;132;402;978
"35035 ADAMANTINA";7;13;10;18;34;23;53;69;86;98;132;141;530;1214
"35036 PRESIDENTE PRUDENTE";33;48;61;99;138;181;262;379;449;505;610;709;1784;5258
"35037 TUPA";6;13;9;25;17;25;31;63;87;91;114;155;366;1002
"35038 MARILIA";30;30;39;45;92;107;156;214;280;328;373;414;1132;3240
"35039 ASSIS";20;16;28;43;55;66;104;131;154;204;210;268;704;2003
"35040 OURINHOS";27;39;33;38;58;99;111;151;201;241;267;304;787;2356
"35041 ITAPEVA";14;20;26;34;44;68;87;135;180;191;226;243;559;1827
"35042 ITAPETININGA";10;12;26;28;43;46;82;91;166;157;201;161;482;1505
"35043 TATUI";9;24;20;36;40;70;85;114;137;172;213;191;548;1659
"35044 CAPAO BONITO";18;14;9;20;27;38;59;62;94;77;98;138;283;937
"35045 PIEDADE";16;12;16;26;39;33;63;95;102;101;132;128;365;1128
"35046 SOROCABA";127;128;197;246;333;428;614;878;1082;1273;1240;1254;3238;11038
"35047 JUNDIAI";53;54;78;120;175;196;258;422;530;580;597;582;1714;5359
"35048 BRAGANCA PAULISTA";38;42;64;91;116;143;204;293;377;446;458;513;1541;4326
"35049 CAMPOS DO JORDAO";6;4;10;18;7;14;34;41;54;49;59;41;157;494
"35050 SAO JOSE DOS CAMPOS";153;168;172;251;328;422;582;861;1134;1365;1334;1343;3243;11356
"35051 GUARATINGUETA";42;42;63;66;94;118;170;226;321;358;406;355;1021;3282
"35052 BANANAL";2;1;2;1;1;4;2;5;9;9;11;18;40;105
"35053 PARAIBUNA/PARAITINGA";7;3;4;4;11;15;16;23;20;28;35;41;89;296
"35054 CARAGUATATUBA";25;39;42;49;70;77;101;133;183;233;205;223;514;1894
"35055 REGISTRO";26;21;43;47;67;83;99;171;201;257;245;263;680;2203
"35056 ITANHAEM";24;26;38;44;63;86;103;154;174;225;228;201;508;1874
"35057 OSASCO";144;178;222;306;392;548;667;905;1150;1230;1243;1166;2550;10701
"35058 FRANCO DA ROCHA";56;40;72;86;107;165;190;240;312;367;392;305;592;2924
"35059 GUARULHOS";147;128;159;235;330;429;576;733;881;1046;1058;896;2253;8871
"35060 ITAPECERICA DA SERRA";109;115;141;170;247;322;404;519;683;787;798;669;1546;6510
"35061 SAO PAULO";1468;1498;1977;2552;3393;4260;6025;8266;10955;12729;13152;13069;38874;118218
"35062 MOGI DAS CRUZES";169;125;175;232;318;460;583;751;907;1078;1052;986;2103;8939
"35063 SANTOS";167;175;208;350;427;579;719;1111;1487;1707;1743;1632;4529;14834
"Total";3873;4086;5460;7356;9857;12884;17780;24410;31994;36997;38813;38954;108536;341000
