"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";6;9;7;15;20;30;41;55;71;99;98;144;323;918
"35002 FERNANDOPOLIS";2;8;7;18;21;24;35;38;60;68;82;79;190;632
"35003 VOTUPORANGA";10;15;21;11;32;31;45;57;73;84;106;132;282;899
"35004 SAO JOSE DO RIO PRETO";66;84;106;123;208;265;291;330;428;557;579;657;1374;5068
"35005 CATANDUVA";29;41;29;60;52;77;99;99;102;154;202;266;472;1682
"35006 AURIFLAMA";6;3;3;3;5;9;8;14;13;23;22;17;50;176
"35007 NHANDEARA";7;3;8;7;5;13;16;13;12;25;28;36;83;256
"35008 NOVO HORIZONTE";6;4;4;4;12;12;7;16;14;35;37;61;115;327
"35009 BARRETOS";36;37;63;67;94;147;174;172;238;237;231;212;331;2039
"35010 SAO JOAQUIM DA BARRA";14;17;27;24;35;32;58;49;79;106;103;106;231;881
"35011 ITUVERAVA";14;15;14;21;24;31;44;29;50;64;61;64;154;585
"35012 FRANCA";50;55;44;75;87;117;126;164;172;209;222;251;509;2081
"35013 JABOTICABAL";34;38;46;53;77;77;98;106;130;160;214;257;596;1886
"35014 RIBEIRAO PRETO";115;129;152;182;245;342;402;441;485;574;641;695;1425;5828
"35015 BATATAIS";6;9;5;12;14;33;28;29;22;39;46;57;156;456
"35016 ANDRADINA";20;17;17;34;38;38;49;64;75;102;113;124;279;970
"35017 ARACATUBA";37;31;55;62;87;109;91;113;138;186;217;215;423;1764
"35018 BIRIGUI";31;17;26;31;35;68;69;72;83;133;148;158;325;1196
"35019 LINS";17;14;17;34;37;50;59;56;60;101;110;130;260;945
"35020 BAURU";48;71;68;104;120;160;218;215;247;326;369;448;879;3273
"35021 JAU";42;46;44;73;89;150;178;199;189;265;295;337;589;2496
"35022 AVARE";27;24;35;24;32;42;70;68;82;95;105;118;226;948
"35023 BOTUCATU";26;25;37;44;59;82;105;117;149;141;206;192;355;1538
"35024 ARARAQUARA";46;60;73;83;104;145;176;175;219;284;312;383;764;2824
"35025 SAO CARLOS";22;31;41;41;74;82;75;115;110;156;187;220;444;1598
"35026 RIO CLARO";23;28;36;58;58;72;82;87;82;149;143;199;481;1498
"35027 LIMEIRA";60;74;77;96;108;197;193;209;243;274;326;386;695;2938
"35028 PIRACICABA";79;62;81;88;117;189;169;229;281;311;372;352;899;3229
"35029 PIRASSUNUNGA";14;17;22;27;46;53;55;66;67;74;114;120;290;965
"35030 SAO JOAO DA BOA VISTA";44;40;50;70;80;127;151;165;231;293;319;371;766;2707
"35031 MOJI MIRIM";45;37;45;51;95;112;101;154;160;203;239;294;487;2023
"35032 CAMPINAS";303;294;349;422;564;714;834;902;964;1150;1390;1511;3139;12536
"35033 AMPARO";11;24;14;30;38;38;53;70;67;99;115;133;340;1032
"35034 DRACENA";9;9;18;15;19;41;41;45;63;88;102;119;224;793
"35035 ADAMANTINA";8;7;19;17;29;52;48;51;59;98;113;140;273;914
"35036 PRESIDENTE PRUDENTE";48;76;96;105;135;189;223;254;287;356;431;504;936;3640
