"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";6;14;13;18;26;58;67;70;98;119;151;172;476;1288
"35002 FERNANDOPOLIS";9;5;6;11;18;29;42;42;57;73;71;125;293;781
"35003 VOTUPORANGA";7;7;9;14;16;29;49;63;71;103;112;133;372;985
"35004 SAO JOSE DO RIO PRETO";57;84;99;117;153;251;328;475;609;656;700;823;2274;6626
"35005 CATANDUVA";16;22;27;42;62;62;74;131;131;203;223;242;659;1894
"35006 AURIFLAMA";2;4;3;5;1;6;12;7;18;15;25;29;68;195
"35007 NHANDEARA";5;5;3;11;9;7;10;14;25;18;26;38;152;323
"35008 NOVO HORIZONTE";3;4;6;7;6;12;18;22;22;31;45;45;163;384
"35009 BARRETOS";35;49;62;67;100;168;212;293;323;326;306;277;520;2738
"35010 SAO JOAQUIM DA BARRA";13;14;17;22;27;34;61;72;98;114;127;160;369;1128
"35011 ITUVERAVA";7;4;12;17;21;23;38;56;59;84;75;89;204;689
"35012 FRANCA";21;38;44;63;83;105;141;225;265;281;275;322;813;2676
"35013 JABOTICABAL";26;24;34;54;54;84;124;155;198;220;269;304;924;2470
"35014 RIBEIRAO PRETO";87;105;132;167;213;302;423;585;707;824;875;893;2560;7873
"35015 BATATAIS";6;6;10;8;13;31;27;36;46;78;54;85;291;691
"35016 ANDRADINA";12;17;24;33;36;48;71;88;95;129;136;150;490;1329
"35017 ARACATUBA";16;25;35;46;74;110;153;190;237;283;244;325;790;2528
"35018 BIRIGUI";9;16;16;34;27;60;61;103;127;121;158;191;581;1504
"35019 LINS";11;14;15;26;31;34;66;92;85;119;136;145;455;1229
"35020 BAURU";50;61;77;92;111;140;234;312;363;429;463;497;1459;4288
"35021 JAU";30;26;57;73;99;136;181;264;281;342;312;374;933;3108
"35022 AVARE";16;18;18;32;26;44;74;85;102;139;142;168;425;1289
"35023 BOTUCATU";24;22;40;42;60;74;125;165;199;246;249;244;617;2107
"35024 ARARAQUARA";35;50;69;70;89;146;189;254;321;350;365;499;1345;3782
"35025 SAO CARLOS";21;20;34;49;53;69;128;143;179;215;216;249;768;2144
"35026 RIO CLARO";23;27;29;36;50;62;79;133;131;187;181;245;633;1816
"35027 LIMEIRA";43;55;76;77;118;157;241;300;346;409;431;469;1212;3934
"35028 PIRACICABA";39;60;69;93;125;143;228;258;381;401;425;436;1407;4065
"35029 PIRASSUNUNGA";5;19;11;22;20;32;44;71;86;100;98;131;324;963
"35030 SAO JOAO DA BOA VISTA";22;23;46;64;85;113;159;262;277;351;343;456;1156;3357
"35031 MOJI MIRIM";18;41;53;52;65;79;136;208;230;249;290;338;832;2591
"35032 CAMPINAS";233;243;288;392;456;669;924;1239;1451;1671;1717;1991;5405;16679
"35033 AMPARO";9;10;24;24;36;40;61;84;111;104;142;146;555;1346
"35034 DRACENA";6;7;8;20;17;33;56;64;77;90;103;137;355;973
"35035 ADAMANTINA";8;9;18;19;22;27;40;66;69;85;106;153;442;1064
"35036 PRESIDENTE PRUDENTE";38;63;66;89;111;196;295;329;384;470;578;630;1715;4964
"35037 TUPA";9;9;20;13;27;35;45;59;83;70;90;115;382;957
"35038 MARILIA";25;26;37;40;80;104;154;213;243;267;313;347;1038;2887
"35039 ASSIS";21;15;20;32;55;70;96;129;168;189;212;231;655;1893
"35040 OURINHOS";17;35;30;41;53;98;108;151;184;227;232;256;754;2186
"35041 ITAPEVA";17;21;29;43;51;68;111;126;171;163;195;229;522;1746
"35042 ITAPETININGA";12;16;22;39;31;53;75;97;118;164;161;168;449;1405
"35043 TATUI";18;17;27;34;35;51;89;110;148;192;171;211;495;1598
"35044 CAPAO BONITO";12;8;3;20;30;20;43;64;56;94;110;122;255;837
"35045 PIEDADE";13;18;25;25;51;52;80;91;103;139;153;163;344;1257
"35046 SOROCABA";122;127;191;241;297;387;569;775;918;982;950;1054;2679;9292
"35047 JUNDIAI";58;57;70;103;120;183;254;360;395;423;421;492;1426;4362
"35048 BRAGANCA PAULISTA";41;42;48;77;106;147;211;302;361;356;438;474;1359;3962
"35049 CAMPOS DO JORDAO";3;5;11;11;12;23;32;36;50;42;40;46;138;449
"35050 SAO JOSE DOS CAMPOS";139;147;156;226;293;402;626;757;885;998;1021;1081;2776;9507
"35051 GUARATINGUETA";44;35;54;78;88;124;171;224;289;313;314;354;970;3058
"35052 BANANAL";1;4;1;6;1;5;9;13;7;8;11;13;50;129
"35053 PARAIBUNA/PARAITINGA";5;5;5;8;14;8;17;20;19;34;20;36;105;296
"35054 CARAGUATATUBA";32;39;57;52;77;89;101;138;160;163;182;195;433;1718
"35055 REGISTRO";20;19;41;50;55;77;109;135;140;175;197;242;598;1858
"35056 ITANHAEM";28;32;29;39;52;63;111;126;196;173;185;179;411;1624
"35057 OSASCO";140;143;184;246;294;447;551;687;807;908;827;825;1967;8026
"35058 FRANCO DA ROCHA";35;53;69;72;92;115;140;205;238;261;226;211;513;2230
"35059 GUARULHOS";119;153;166;221;253;390;438;599;632;748;699;751;1693;6862
"35060 ITAPECERICA DA SERRA";105;91;108;168;183;263;402;466;550;577;560;552;1256;5281
"35061 SAO PAULO";1284;1336;1727;2231;2786;3902;5523;7272;8965;9681;9758;10855;31803;97123
"35062 MOGI DAS CRUZES";115;130;149;212;279;330;511;676;714;818;792;830;1734;7290
"35063 SANTOS";147;182;216;285;292;467;663;893;1093;1159;1241;1319;3738;11695
"Total";3550;3976;5045;6621;8220;11586;16410;21680;25952;28959;29688;33062;90580;285329
