"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";4;14;14;17;28;28;38;49;66;91;82;81;145;657
"35002 FERNANDOPOLIS";7;9;18;11;20;18;28;34;42;68;76;71;120;522
"35003 VOTUPORANGA";6;11;13;16;15;30;33;31;70;60;81;83;151;600
"35004 SAO JOSE DO RIO PRETO";85;95;102;139;144;180;251;296;329;360;396;429;639;3445
"35005 CATANDUVA";24;26;35;36;36;47;73;66;117;142;128;143;224;1097
"35006 AURIFLAMA";1;5;3;6;4;9;4;14;16;17;18;24;32;153
"35007 NHANDEARA";2;4;5;2;8;14;4;14;24;33;24;34;87;255
"35008 NOVO HORIZONTE";4;3;5;5;7;11;13;21;29;29;34;45;69;275
"35009 BARRETOS";13;23;33;33;44;58;54;90;92;100;99;116;164;919
"35010 SAO JOAQUIM DA BARRA";16;18;19;28;33;31;64;68;61;64;94;87;162;745
"35011 ITUVERAVA";7;11;7;13;13;14;30;33;25;38;37;32;95;355
"35012 FRANCA";32;41;58;51;54;71;99;133;149;145;166;143;252;1394
"35013 JABOTICABAL";38;39;53;47;60;68;96;116;137;174;176;216;362;1582
"35014 RIBEIRAO PRETO";163;129;178;215;233;241;301;367;442;463;437;427;750;4346
"35015 BATATAIS";5;12;6;11;8;14;22;31;34;32;54;56;89;374
"35016 ANDRADINA";18;18;22;30;24;35;42;68;64;80;98;116;177;792
"35017 ARACATUBA";29;34;30;36;47;58;100;101;107;119;152;128;225;1166
"35018 BIRIGUI";17;15;19;29;21;39;50;63;96;97;89;108;194;837
"35019 LINS";16;18;18;28;30;25;49;87;112;103;87;93;181;847
"35020 BAURU";50;55;77;87;101;116;138;192;237;276;283;305;489;2406
"35021 JAU";29;39;48;60;58;84;103;157;180;193;255;197;358;1761
