"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35022 AVARE";13;19;17;22;20;38;59;53;62;84;82;85;136;690
"35023 BOTUCATU";30;28;49;48;57;58;84;77;98;122;132;116;218;1117
"35024 ARARAQUARA";41;50;57;79;67;108;130;186;191;186;224;243;441;2003
"35025 SAO CARLOS";20;32;31;52;47;49;73;89;131;116;151;170;309;1270
"35026 RIO CLARO";15;20;34;38;28;40;62;96;93;106;122;131;270;1055
"35027 LIMEIRA";59;66;78;73;105;110;136;150;195;208;224;227;351;1982
"35028 PIRACICABA";68;82;85;99;96;105;144;168;224;243;264;263;440;2281
"35029 PIRASSUNUNGA";11;15;20;24;22;34;45;40;63;73;79;66;148;640
"35030 SAO JOAO DA BOA VISTA";42;44;65;64;74;99;124;165;205;220;263;253;481;2099
"35031 MOJI MIRIM";37;33;39;46;53;66;84;94;120;158;163;184;278;1355
"35032 CAMPINAS";298;301;370;412;440;457;594;710;817;839;857;845;1435;8375
"35033 AMPARO";11;12;19;23;15;33;36;58;60;93;110;118;195;783
"35034 DRACENA";10;8;15;14;24;26;39;40;49;51;72;85;123;556
"35035 ADAMANTINA";17;20;16;12;19;38;41;52;83;81;111;117;193;800
"35036 PRESIDENTE PRUDENTE";70;65;82;88;101;118;140;199;240;282;299;275;487;2446
"35037 TUPA";12;16;14;14;23;22;46;54;59;68;80;74;134;616
"35038 MARILIA";43;49;52;78;94;94;137;173;221;221;226;216;360;1964
"35039 ASSIS";27;18;30;37;50;46;64;91;98;113;131;147;230;1082
"35040 OURINHOS";27;35;35;57;60;80;85;111;144;158;195;160;264;1411
"35041 ITAPEVA";23;39;46;42;36;54;82;92;107;142;132;134;196;1125
"35042 ITAPETININGA";17;20;28;24;21;48;43;65;71;103;92;87;185;804
"35043 TATUI";22;24;25;40;26;34;52;53;78;90;84;123;160;811
"35044 CAPAO BONITO";13;10;12;15;12;26;38;45;43;56;67;71;81;489
"35045 PIEDADE";26;21;14;16;25;33;32;41;49;66;70;72;91;556
"35046 SOROCABA";191;188;184;205;235;269;341;420;491;526;525;579;788;4942
"35047 JUNDIAI";88;79;84;99;130;131;178;247;252;256;269;262;471;2546
"35048 BRAGANCA PAULISTA";59;64;73;72;88;115;131;160;177;197;245;262;404;2047
"35049 CAMPOS DO JORDAO";5;15;23;26;21;27;26;46;44;49;40;40;60;422
"35050 SAO JOSE DOS CAMPOS";188;194;193;222;268;266;313;384;437;493;546;500;799;4803
"35051 GUARATINGUETA";52;79;80;90;102;122;143;176;202;229;233;229;414;2151
"35052 BANANAL";1;5;3;6;3;5;9;10;8;3;12;8;32;105
"35053 PARAIBUNA/PARAITINGA";9;10;8;10;11;12;18;21;26;20;31;24;61;261
"35054 CARAGUATATUBA";31;37;32;45;48;37;34;55;62;57;55;63;92;648
"35055 REGISTRO";35;38;42;71;63;72;72;78;107;107;112;97;174;1068
"35056 ITANHAEM";43;22;29;36;37;25;34;27;20;32;33;27;36;401
"35057 OSASCO";229;236;234;195;204;202;211;253;297;249;275;242;350;3177
"35058 FRANCO DA ROCHA";49;52;72;72;65;53;79;78;87;105;106;85;102;1005
"35059 GUARULHOS";210;184;204;199;214;222;281;287;351;346;339;333;471;3641
"35060 ITAPECERICA DA SERRA";119;99;109;97;139;165;176;186;203;238;260;262;415;2468
"35061 SAO PAULO";3241;3131;3404;3635;3713;4062;4497;5385;6523;6548;6661;6601;10742;68143
"35062 MOGI DAS CRUZES";195;202;187;202;220;213;280;303;333;377;326;360;479;3677
"35063 SANTOS";269;298;362;350;386;473;529;617;745;720;723;713;1254;7439
"Total";6532;6579;7319;7949;8450;9478;11314;13666;16295;17115;17887;17883;29315;169782
