"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35039 ASSIS";16;10;25;33;39;64;112;100;131;177;193;224;465;1589
"35040 OURINHOS";16;30;28;41;47;79;113;113;137;176;230;235;511;1756
"35041 ITAPEVA";20;20;27;40;56;78;79;98;131;153;194;188;308;1392
"35042 ITAPETININGA";23;30;24;21;31;76;58;67;117;106;136;129;256;1074
"35043 TATUI";22;14;22;33;39;59;80;70;90;123;132;145;343;1172
"35044 CAPAO BONITO";15;18;17;30;18;25;44;38;52;70;82;88;160;657
"35045 PIEDADE";6;18;31;24;38;36;53;62;58;78;102;111;209;826
"35046 SOROCABA";162;167;194;261;339;454;538;620;665;703;843;895;1952;7793
"35047 JUNDIAI";57;72;76;107;125;194;235;263;271;319;407;412;916;3454
"35048 BRAGANCA PAULISTA";72;51;76;80;124;138;193;198;215;279;338;376;874;3014
"35049 CAMPOS DO JORDAO";13;15;13;19;24;29;32;23;29;50;46;34;92;419
"35050 SAO JOSE DOS CAMPOS";143;168;189;240;319;385;523;583;607;680;804;851;1792;7284
"35051 GUARATINGUETA";38;46;66;81;117;140;176;191;219;250;305;305;649;2583
"35052 BANANAL";2;3;3;1;1;2;6;6;7;12;13;14;28;98
"35053 PARAIBUNA/PARAITINGA";3;5;5;9;7;13;7;13;17;35;25;32;69;240
"35054 CARAGUATATUBA";35;58;51;59;82;87;80;101;99;122;107;121;262;1264
"35055 REGISTRO";26;31;21;48;53;48;99;85;127;154;146;175;335;1348
"35056 ITANHAEM";31;22;15;45;52;49;80;77;124;127;120;134;261;1137
"35057 OSASCO";210;222;247;266;337;433;547;600;587;613;630;643;1277;6612
"35058 FRANCO DA ROCHA";44;66;70;72;108;117;156;157;141;155;183;168;326;1763
"35059 GUARULHOS";175;200;207;206;282;343;435;480;515;517;555;584;1102;5601
"35060 ITAPECERICA DA SERRA";107;111;120;131;181;255;277;294;329;353;365;341;715;3579
"35061 SAO PAULO";1564;1702;1963;2407;3269;4451;5456;6319;6847;7460;8441;9689;21411;80979
"35062 MOGI DAS CRUZES";127;132;141;171;273;351;403;481;476;550;565;605;1059;5334
"35063 SANTOS";223;212;231;294;413;557;633;780;854;962;1100;1171;2418;9848
"Total";4436;4862;5582;6873;9283;12335;15311;17557;19348;21769;25449;28217;60399;231421
