"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";5;8;8;17;27;30;50;43;66;109;131;161;301;956
"35002 FERNANDOPOLIS";9;6;22;9;17;20;37;34;61;63;90;103;217;688
"35003 VOTUPORANGA";13;9;17;19;17;30;46;56;60;73;123;136;273;872
"35004 SAO JOSE DO RIO PRETO";91;91;117;139;171;221;292;375;440;561;648;731;1477;5354
"35005 CATANDUVA";26;26;36;39;46;74;81;130;133;159;212;267;512;1741
"35006 AURIFLAMA";4;1;5;10;3;6;9;8;13;9;26;28;51;173
"35007 NHANDEARA";5;2;8;8;10;14;16;11;21;16;36;34;90;271
"35008 NOVO HORIZONTE";7;6;9;7;13;9;18;22;26;37;41;60;116;371
"35009 BARRETOS";34;26;50;58;105;136;196;221;228;260;282;247;322;2165
"35010 SAO JOAQUIM DA BARRA";13;21;19;14;19;32;43;47;59;81;89;91;198;726
"35011 ITUVERAVA";5;12;6;16;17;20;25;41;34;55;63;64;127;485
"35012 FRANCA";33;38;37;55;87;127;147;160;179;211;258;219;522;2073
"35013 JABOTICABAL";22;31;37;67;64;98;130;136;170;194;249;299;704;2201
"35014 RIBEIRAO PRETO";105;127;149;180;223;309;382;473;502;558;694;771;1701;6174
"35015 BATATAIS";3;11;7;14;8;20;28;44;46;47;61;67;169;525
"35016 ANDRADINA";8;18;25;30;23;50;57;68;78;101;120;133;299;1010
"35017 ARACATUBA";30;30;40;58;64;116;126;146;149;214;221;257;553;2004
"35018 BIRIGUI";15;20;30;32;31;41;47;80;102;99;131;149;410;1187
"35019 LINS";13;16;27;21;43;54;74;80;90;96;118;132;337;1101
"35020 BAURU";54;43;68;98;134;162;198;237;272;301;432;455;1036;3490
"35021 JAU";36;50;64;56;101;136;165;179;212;251;307;340;619;2516
"35022 AVARE";20;17;22;26;39;36;51;70;82;103;113;122;270;971
"35023 BOTUCATU";26;28;17;33;58;94;111;130;149;152;191;187;409;1585
"35024 ARARAQUARA";51;49;70;96;108;164;163;217;219;277;358;402;834;3008
"35025 SAO CARLOS";34;34;40;40;51;81;121;136;132;159;188;245;548;1809
"35026 RIO CLARO";27;26;22;28;63;75;82;85;114;134;182;192;536;1566
"35027 LIMEIRA";49;65;75;106;130;170;198;270;258;294;384;410;807;3216
"35028 PIRACICABA";68;76;67;86;127;157;202;245;270;283;396;451;963;3391
"35029 PIRASSUNUNGA";23;21;21;28;41;43;58;65;82;75;123;136;277;993
"35030 SAO JOAO DA BOA VISTA";36;35;38;52;80;103;156;168;204;246;307;370;803;2598
"35031 MOJI MIRIM";25;33;47;75;95;99;154;167;189;201;224;254;551;2114
"35032 CAMPINAS";270;345;337;407;569;743;920;973;1122;1242;1431;1706;3654;13719
"35033 AMPARO";14;16;16;17;41;37;46;70;60;104;105;137;400;1063
"35034 DRACENA";10;8;10;17;26;40;42;44;58;72;90;132;262;811
"35035 ADAMANTINA";17;14;17;19;23;40;53;50;87;85;129;136;326;996
"35036 PRESIDENTE PRUDENTE";49;47;78;97;128;150;189;241;295;356;451;494;1012;3587
"35037 TUPA";9;7;15;16;22;40;35;46;54;48;89;102;216;699
"35038 MARILIA";27;26;47;64;85;95;148;170;187;219;294;327;707;2396
