"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";14;18;13;16;29;33;37;42;52;66;78;76;141;615
"35002 FERNANDOPOLIS";8;12;7;16;15;25;26;30;46;56;45;52;99;437
"35003 VOTUPORANGA";9;9;11;19;21;26;37;31;50;54;81;64;114;526
"35004 SAO JOSE DO RIO PRETO";97;82;96;115;157;191;244;286;313;348;367;389;594;3279
"35005 CATANDUVA";23;16;27;36;32;39;43;85;90;100;118;140;223;972
"35006 AURIFLAMA";3;2;3;6;2;9;9;12;13;20;18;13;29;139
"35007 NHANDEARA";5;4;2;7;9;9;17;10;20;35;29;47;54;248
"35008 NOVO HORIZONTE";5;1;4;5;10;16;17;17;30;29;33;32;59;258
"35009 BARRETOS";19;21;30;26;36;61;54;72;78;71;100;106;128;802
"35010 SAO JOAQUIM DA BARRA";12;15;19;16;26;38;36;67;66;64;81;81;107;628
"35011 ITUVERAVA";10;8;9;12;15;29;33;37;34;33;39;53;66;378
"35012 FRANCA";23;27;40;45;58;55;67;99;109;125;142;123;196;1109
"35013 JABOTICABAL";41;26;42;60;65;71;86;121;112;160;182;203;299;1468
"35014 RIBEIRAO PRETO";145;135;161;163;168;249;284;337;391;415;415;410;608;3881
"35015 BATATAIS";6;7;4;7;13;19;31;31;38;40;52;44;80;372
"35016 ANDRADINA";24;18;23;28;30;40;40;46;63;77;96;109;149;743
"35017 ARACATUBA";25;35;30;39;32;52;70;79;106;108;125;115;220;1036
"35018 BIRIGUI";22;16;20;18;19;41;46;55;59;80;104;112;185;777
"35019 LINS";18;18;30;22;40;42;73;83;89;117;101;102;161;896
"35020 BAURU";42;44;50;66;95;143;162;192;206;221;257;253;381;2112
"35021 JAU";29;42;53;49;68;74;102;156;163;173;180;210;333;1632
"35022 AVARE";13;23;25;24;30;35;31;50;56;62;76;65;101;591
"35023 BOTUCATU";30;30;38;63;46;60;57;79;87;96;130;99;171;986
"35024 ARARAQUARA";39;44;50;61;57;80;109;142;152;176;169;224;362;1665
"35025 SAO CARLOS";15;15;21;34;21;32;53;59;83;95;122;140;231;921
"35026 RIO CLARO";22;20;31;25;26;42;63;65;81;107;126;121;234;963
"35027 LIMEIRA";52;48;52;76;81;76;118;131;172;206;213;187;361;1773
"35028 PIRACICABA";37;62;64;81;82;103;124;168;186;214;219;256;422;2018
"35029 PIRASSUNUNGA";15;10;22;22;20;35;34;45;51;61;72;87;99;573
"35030 SAO JOAO DA BOA VISTA";43;50;49;75;77;80;113;158;185;229;241;261;378;1939
"35031 MOJI MIRIM";33;30;39;45;43;77;71;76;101;135;149;128;202;1129
"35032 CAMPINAS";212;249;278;294;357;403;519;605;635;747;847;721;1136;7003
"35033 AMPARO";10;11;15;19;32;18;39;49;61;68;89;94;162;667
"35034 DRACENA";13;4;12;9;25;25;31;42;32;53;68;80;118;512
"35035 ADAMANTINA";15;19;17;17;20;32;28;57;77;77;94;107;168;728
"35036 PRESIDENTE PRUDENTE";68;66;65;64;108;125;158;200;231;225;293;256;387;2246
"35037 TUPA";13;15;6;13;18;20;26;43;47;55;74;71;123;524
"35038 MARILIA";42;41;68;66;74;91;146;165;184;233;227;204;253;1794
"35039 ASSIS";24;44;28;34;52;54;78;81;94;118;132;122;202;1063
"35040 OURINHOS";37;34;43;39;65;78;95;120;130;149;146;174;242;1352
"35041 ITAPEVA";29;34;42;34;39;58;84;86;100;125;143;132;155;1061
"35042 ITAPETININGA";15;21;22;28;27;39;51;59;54;70;74;87;118;665
"35043 TATUI";16;9;15;15;19;28;35;56;59;72;97;96;149;666
"35044 CAPAO BONITO";7;16;19;28;24;41;31;44;43;70;53;60;78;514
"35045 PIEDADE";19;9;13;19;22;17;27;36;35;45;60;39;92;433
"35046 SOROCABA";147;131;154;179;188;234;334;402;458;446;482;481;688;4324
"35047 JUNDIAI";53;62;82;107;104;125;155;191;204;230;243;222;368;2146
"35048 BRAGANCA PAULISTA";48;35;34;56;65;76;115;134;161;155;230;207;325;1641
"35049 CAMPOS DO JORDAO";7;8;10;15;13;19;24;40;44;46;32;31;47;336
"35050 SAO JOSE DOS CAMPOS";168;171;175;209;216;249;254;329;414;422;485;437;641;4170
"35051 GUARATINGUETA";55;66;71;79;91;102;107;156;198;192;214;218;314;1863
