"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";10;19;20;38;45;67;94;132;152;179;193;210;601;1760
"35002 FERNANDOPOLIS";7;12;11;17;48;51;75;90;119;113;142;141;415;1241
"35003 VOTUPORANGA";9;19;34;34;62;71;73;110;157;142;205;220;493;1629
"35004 SAO JOSE DO RIO PRETO";76;95;158;263;339;504;671;888;1084;1180;1272;1256;3063;10849
"35005 CATANDUVA";11;24;40;64;100;125;182;231;259;302;303;336;856;2833
"35006 AURIFLAMA";2;3;4;7;5;9;14;17;25;24;29;22;75;236
"35007 NHANDEARA";3;6;2;8;14;11;16;26;28;38;54;33;190;429
"35008 NOVO HORIZONTE";5;6;10;10;21;21;31;34;54;47;57;64;210;570
"35009 BARRETOS";25;39;79;114;146;194;221;336;407;431;394;375;693;3454
"35010 SAO JOAQUIM DA BARRA";17;12;20;52;62;72;108;137;176;182;201;198;458;1695
"35011 ITUVERAVA";3;8;20;39;46;47;64;100;110;123;127;122;266;1075
"35012 FRANCA";41;46;65;98;130;178;247;339;396;441;509;480;1138;4108
"35013 JABOTICABAL";30;35;52;105;116;151;203;286;353;392;423;442;1169;3757
"35014 RIBEIRAO PRETO";86;135;191;322;432;526;756;945;1128;1303;1363;1282;3337;11806
"35015 BATATAIS";8;15;12;21;29;33;56;63;86;107;87;130;364;1011
"35016 ANDRADINA";22;23;36;67;85;136;135;201;194;210;278;238;602;2227
"35017 ARACATUBA";29;40;62;91;141;151;205;325;314;357;396;418;983;3512
"35018 BIRIGUI";14;28;46;53;95;111;152;189;226;269;310;290;835;2618
"35019 LINS";10;28;40;54;87;94;116;175;179;211;221;219;591;2025
"35020 BAURU";44;49;78;153;182;265;326;501;570;671;661;683;1884;6067
"35021 JAU";26;32;73;110;146;209;258;368;431;510;453;408;1080;4104
"35022 AVARE";20;20;41;49;74;97;99;152;189;180;198;196;529;1844
"35023 BOTUCATU";15;23;50;64;84;119;176;252;296;363;353;359;784;2938
"35024 ARARAQUARA";43;57;93;136;194;273;355;446;517;595;602;607;1607;5525
"35025 SAO CARLOS";37;38;38;52;84;103;165;215;278;341;349;349;1074;3123
"35026 RIO CLARO";26;33;43;71;80;113;143;184;214;274;276;285;804;2546
"35027 LIMEIRA";43;65;94;161;242;325;385;506;598;697;711;654;1626;6107
"35028 PIRACICABA";41;65;88;133;218;294;317;454;570;654;709;661;1890;6094
"35029 PIRASSUNUNGA";11;15;26;34;40;69;91;117;139;166;157;161;494;1520
"35030 SAO JOAO DA BOA VISTA";39;39;57;109;166;199;245;332;448;500;555;557;1584;4830
"35031 MOJI MIRIM";36;53;75;110;147;213;313;390;435;480;498;495;1195;4440
"35032 CAMPINAS";196;309;428;701;898;1105;1509;2175;2529;2863;3051;2717;7469;25950
"35033 AMPARO";12;14;17;46;57;68;113;117;182;217;234;224;696;1997
"35034 DRACENA";5;13;26;31;49;56;75;98;137;119;159;149;453;1370
"35035 ADAMANTINA";7;12;19;34;40;65;89;106;149;159;147;172;571;1570
"35036 PRESIDENTE PRUDENTE";50;73;85;133;223;293;395;525;634;723;785;784;2037;6740
"35037 TUPA";12;13;16;34;32;59;65;104;120;131;147;189;448;1370
"35038 MARILIA";30;41;60;99;122;205;249;344;397;493;556;503;1384;4483
"35039 ASSIS";29;33;47;71;90;133;176;253;292;335;301;329;873;2962
"35040 OURINHOS";19;26;38;82;94;147;189;280;299;346;395;373;952;3240
"35041 ITAPEVA";21;36;50;96;101;122;168;243;263;283;296;292;708;2679
"35042 ITAPETININGA";15;27;35;44;61;84;127;148;209;274;204;224;553;2005
"35043 TATUI";16;22;35;45;69;96;134;180;240;258;281;264;712;2352
"35044 CAPAO BONITO";6;17;17;31;41;56;76;90;96;128;136;145;308;1147
"35045 PIEDADE";17;13;27;46;47;78;98;142;170;168;194;196;418;1614
"35046 SOROCABA";133;214;313;433;624;744;975;1364;1570;1719;1676;1608;3812;15185
"35047 JUNDIAI";67;83;119;196;222;313;415;546;663;714;728;759;2022;6847
"35048 BRAGANCA PAULISTA";55;54;81;123;184;241;324;405;536;599;671;658;1822;5753
"35049 CAMPOS DO JORDAO";4;7;7;13;12;29;33;45;45;51;66;53;133;498
"35050 SAO JOSE DOS CAMPOS";178;176;218;380;471;645;869;1193;1509;1715;1751;1758;3912;14775
"35051 GUARATINGUETA";64;66;73;99;108;160;209;377;428;480;540;478;1208;4290
"35052 BANANAL";1;-;2;1;3;7;4;10;7;10;14;19;48;126
"35053 PARAIBUNA/PARAITINGA";7;9;9;11;14;27;17;36;31;38;38;54;137;428
"35054 CARAGUATATUBA";47;41;44;63;91;103;118;180;232;291;265;251;620;2346
"35055 REGISTRO";37;35;43;75;70;100;158;197;285;292;274;303;769;2638
"35056 ITANHAEM";26;26;35;54;89;101;114;165;210;308;287;251;608;2274
"35057 OSASCO";165;196;323;455;504;709;894;1122;1351;1540;1490;1290;2718;12757
"35058 FRANCO DA ROCHA";38;57;78;110;150;208;237;342;392;436;449;349;623;3469
"35059 GUARULHOS";135;182;234;354;510;674;752;1033;1156;1314;1257;1102;2422;11125
"35060 ITAPECERICA DA SERRA";115;121;150;203;266;387;467;648;722;863;905;735;1673;7255
"35061 SAO PAULO";1393;1720;2299;3375;4556;5950;7833;10913;13266;15504;15817;15098;41910;139634
"35062 MOGI DAS CRUZES";160;206;224;321;404;534;758;985;1181;1309;1262;1105;2468;10917
"35063 SANTOS";187;228;298;418;572;765;907;1454;1728;2043;2036;1887;5069;17592
"Total";4036;5152;7108;10816;14434;19095;24839;34361;41161;47205;48498;46210;120446;423361
