"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";15;9;18;23;16;37;25;38;45;53;96;80;114;569
"35002 FERNANDOPOLIS";5;12;14;20;13;30;28;30;39;45;39;52;88;415
"35003 VOTUPORANGA";17;13;14;19;17;22;33;34;43;65;75;73;114;539
"35004 SAO JOSE DO RIO PRETO";71;76;85;114;131;173;230;265;283;334;380;366;561;3069
"35005 CATANDUVA";16;24;23;26;30;42;40;81;96;100;115;134;183;910
"35006 AURIFLAMA";5;3;2;10;7;13;16;7;16;14;26;26;36;181
"35007 NHANDEARA";6;7;1;6;9;6;10;17;13;24;36;46;66;247
"35008 NOVO HORIZONTE";4;5;4;8;13;10;17;24;25;30;34;39;74;287
"35009 BARRETOS";11;19;17;29;42;42;56;63;75;76;99;71;127;727
"35010 SAO JOAQUIM DA BARRA";12;14;16;31;23;40;51;47;51;72;72;68;117;614
"35011 ITUVERAVA";16;7;11;19;27;33;25;30;36;43;56;41;70;414
"35012 FRANCA";20;51;32;49;52;59;73;76;110;129;109;122;181;1063
"35013 JABOTICABAL";43;25;52;45;48;66;84;92;118;152;146;195;317;1383
"35014 RIBEIRAO PRETO";122;130;150;150;190;217;257;341;359;343;434;401;622;3716
"35015 BATATAIS";4;3;15;10;10;25;16;23;37;37;40;54;87;361
"35016 ANDRADINA";16;16;22;18;38;62;49;69;69;86;85;97;146;773
"35017 ARACATUBA";35;26;38;42;31;48;78;100;98;102;125;136;186;1045
"35018 BIRIGUI";13;18;20;18;22;41;56;53;57;89;107;110;173;777
"35019 LINS";21;13;26;32;47;40;55;62;80;95;90;91;160;812
"35020 BAURU";43;44;69;77;95;114;142;173;189;225;264;250;360;2045
"35021 JAU";28;42;46;51;66;83;97;138;147;167;195;181;288;1529
"35022 AVARE";19;24;27;19;29;27;32;51;39;87;62;70;134;620
"35023 BOTUCATU";22;32;43;56;52;72;73;88;85;104;107;115;152;1001
"35024 ARARAQUARA";31;43;40;65;75;104;106;137;149;181;230;211;363;1735
"35025 SAO CARLOS";19;17;20;36;35;40;60;78;77;110;122;141;218;973
"35026 RIO CLARO";17;33;19;28;38;45;63;66;70;111;109;108;198;905
"35027 LIMEIRA";45;52;69;57;76;113;132;161;189;188;184;216;315;1797
"35028 PIRACICABA";49;58;72;80;84;113;141;179;171;219;238;220;397;2021
