"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35029 PIRASSUNUNGA";14;11;18;20;22;40;37;36;44;69;69;78;118;576
"35030 SAO JOAO DA BOA VISTA";50;44;51;68;56;94;93;162;180;208;225;248;372;1851
"35031 MOJI MIRIM";32;33;31;32;48;67;76;83;107;123;147;137;176;1092
"35032 CAMPINAS";248;261;269;313;322;427;530;585;634;726;749;764;1008;6836
"35033 AMPARO";6;14;9;19;16;25;36;53;50;74;81;108;176;667
"35034 DRACENA";7;9;7;21;16;33;37;37;39;42;68;71;122;509
"35035 ADAMANTINA";12;11;23;14;27;26;44;54;76;89;89;110;161;736
"35036 PRESIDENTE PRUDENTE";64;72;74;84;120;122;171;196;212;259;260;260;390;2284
"35037 TUPA";18;9;12;21;19;27;38;33;54;41;73;71;104;520
"35038 MARILIA";47;53;63;67;78;103;159;177;161;207;211;200;266;1792
"35039 ASSIS";19;24;39;33;52;63;77;68;117;110;139;129;236;1106
"35040 OURINHOS";35;36;32;48;57;89;98;118;132;139;172;159;243;1358
"35041 ITAPEVA";21;30;28;42;44;38;61;100;82;109;128;106;180;969
"35042 ITAPETININGA";15;14;23;29;27;33;40;67;65;82;92;82;126;695
"35043 TATUI";19;29;25;18;27;21;35;46;78;80;89;88;135;690
"35044 CAPAO BONITO";15;17;12;20;20;28;39;51;54;75;74;53;75;533
"35045 PIEDADE";10;13;18;19;19;23;38;40;45;44;60;49;82;460
"35046 SOROCABA";116;136;160;168;224;262;332;346;430;460;489;447;651;4221
"35047 JUNDIAI";56;64;88;103;86;120;144;173;187;206;256;226;310;2019
"35048 BRAGANCA PAULISTA";43;43;55;46;70;82;92;138;163;184;214;223;295;1648
"35049 CAMPOS DO JORDAO";5;11;16;15;22;20;33;41;38;34;35;26;40;336
"35050 SAO JOSE DOS CAMPOS";142;151;185;174;187;224;259;377;384;424;459;439;601;4006
"35051 GUARATINGUETA";45;52;83;70;91;121;124;169;172;203;202;208;275;1815
"35052 BANANAL";1;3;3;3;4;4;1;6;10;8;8;19;23;93
"35053 PARAIBUNA/PARAITINGA";8;8;8;7;7;16;18;13;20;32;33;39;45;254
"35054 CARAGUATATUBA";25;33;33;22;37;32;34;34;49;46;41;53;83;522
"35055 REGISTRO";36;53;46;36;44;64;59;76;76;72;91;98;149;900
"35056 ITANHAEM";27;17;18;14;26;20;24;17;23;19;13;28;29;275
"35057 OSASCO";148;172;156;192;172;214;241;278;252;273;278;263;320;2959
"35058 FRANCO DA ROCHA";30;51;44;46;48;59;58;67;74;72;70;65;79;763
"35059 GUARULHOS";147;161;136;173;136;181;186;215;247;236;248;233;317;2616
"35060 ITAPECERICA DA SERRA";67;68;72;93;116;147;155;159;182;193;199;204;289;1944
"35061 SAO PAULO";2386;2562;2565;2769;2985;3647;4332;4970;5345;5481;5836;5509;8431;56818
"35062 MOGI DAS CRUZES";175;203;205;219;273;280;292;344;361;351;346;315;459;3823
"35063 SANTOS";270;247;269;290;316;421;438;521;574;644;681;589;1026;6286
"Total";5084;5531;5841;6446;7130;8890;10476;12373;13483;14696;15900;15411;23239;144500
