"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";12;10;17;18;21;50;51;88;85;132;137;187;422;1230
"35002 FERNANDOPOLIS";11;7;15;16;26;34;32;49;62;78;84;94;263;771
"35003 VOTUPORANGA";13;13;19;17;39;55;48;52;74;97;110;142;316;995
"35004 SAO JOSE DO RIO PRETO";65;78;110;140;157;268;338;449;482;572;679;791;1967;6096
"35005 CATANDUVA";15;24;34;46;72;78;80;138;154;180;208;259;679;1967
"35006 AURIFLAMA";3;3;1;3;1;7;10;13;13;17;14;39;65;189
"35007 NHANDEARA";-;8;6;5;10;10;13;19;23;20;31;50;119;314
"35008 NOVO HORIZONTE";3;7;3;4;8;16;15;15;15;27;25;57;154;349
"35009 BARRETOS";23;42;63;73;113;163;187;264;267;287;293;254;417;2446
"35010 SAO JOAQUIM DA BARRA";9;13;26;20;39;34;57;78;76;93;103;124;299;971
"35011 ITUVERAVA";13;12;10;10;13;34;33;30;57;53;89;71;195;620
"35012 FRANCA";26;32;46;53;87;102;163;183;228;262;286;300;729;2497
"35013 JABOTICABAL";20;26;47;49;62;75;126;160;165;188;243;296;828;2285
"35014 RIBEIRAO PRETO";103;127;134;166;212;294;403;514;642;684;712;849;2230;7070
"35015 BATATAIS";6;7;11;16;15;19;36;39;45;57;67;86;236;640
"35016 ANDRADINA";14;22;31;38;37;45;61;72;111;103;152;147;404;1237
"35017 ARACATUBA";23;30;36;50;60;109;127;179;186;181;227;265;617;2090
"35018 BIRIGUI";12;10;29;28;31;50;61;92;92;130;151;170;530;1386
"35019 LINS";7;16;25;29;33;47;56;78;102;86;112;160;402;1153
"35020 BAURU";48;60;74;115;130;168;239;326;327;367;428;505;1296;4083
"35021 JAU";44;43;59;71;91;139;205;230;268;293;300;309;814;2866
"35022 AVARE";20;24;31;25;36;52;60;79;98;112;110;123;351;1121
"35023 BOTUCATU";19;30;37;47;61;81;133;157;161;200;207;226;585;1944
"35024 ARARAQUARA";43;63;67;89;105;155;194;251;307;330;372;433;1127;3536
"35025 SAO CARLOS";27;29;44;32;63;102;109;128;172;151;206;272;732;2067
"35026 RIO CLARO";22;28;42;43;47;72;104;111;126;154;163;194;588;1694
"35027 LIMEIRA";45;70;80;85;129;179;215;276;340;362;413;428;1173;3795
"35028 PIRACICABA";67;52;82;105;116;183;232;305;290;364;418;446;1246;3906
"35029 PIRASSUNUNGA";18;19;24;19;27;42;60;63;77;104;133;126;372;1084
"35030 SAO JOAO DA BOA VISTA";25;36;43;63;85;136;164;223;261;316;341;412;1143;3248
"35031 MOJI MIRIM";23;38;53;63;74;135;152;209;202;243;275;275;722;2464
"35032 CAMPINAS";250;309;306;388;519;726;931;1213;1363;1443;1558;1923;4920;15849
"35033 AMPARO";12;15;18;13;43;37;58;77;102;87;118;171;444;1195
"35034 DRACENA";15;10;11;18;32;39;41;57;47;72;105;129;315;891
"35035 ADAMANTINA";10;11;13;13;26;18;41;57;80;84;126;153;397;1029
"35036 PRESIDENTE PRUDENTE";50;61;78;105;125;176;240;324;348;403;495;527;1422;4354
"35037 TUPA";9;5;10;16;19;28;28;52;61;67;90;123;274;782
"35038 MARILIA";26;31;51;54;66;122;152;213;229;292;320;358;896;2810
"35039 ASSIS";20;27;20;43;49;91;108;136;126;171;219;250;576;1836
"35040 OURINHOS";20;28;32;29;54;75;105;131;176;177;215;231;680;1953
"35041 ITAPEVA";22;16;19;30;44;78;88;110;132;140;168;208;427;1482
"35042 ITAPETININGA";17;14;27;22;39;55;83;104;110;132;136;154;417;1310
"35043 TATUI";15;25;41;38;41;69;82;106;96;127;154;190;438;1422
"35044 CAPAO BONITO";10;10;12;20;35;47;38;61;58;78;73;96;217;755
"35045 PIEDADE";20;22;16;27;40;57;47;77;80;92;107;112;266;963
"35046 SOROCABA";148;162;220;208;300;406;563;709;757;813;893;1073;2455;8707
"35047 JUNDIAI";66;67;79;96;129;199;245;338;353;387;433;474;1243;4109
"35048 BRAGANCA PAULISTA";35;54;66;67;103;161;196;256;274;331;364;407;1075;3389
"35049 CAMPOS DO JORDAO";3;7;19;10;19;26;34;36;32;35;45;48;99;413
"35050 SAO JOSE DOS CAMPOS";156;143;173;236;292;446;576;746;812;883;922;982;2424;8791
"35051 GUARATINGUETA";47;51;73;79;88;141;174;231;265;325;289;357;819;2939
"35052 BANANAL";2;1;1;2;2;1;7;2;6;10;10;15;50;109
"35053 PARAIBUNA/PARAITINGA";2;6;5;6;9;10;33;21;19;33;33;42;112;331
"35054 CARAGUATATUBA";30;40;45;62;68;98;104;138;128;145;169;168;376;1571
"35055 REGISTRO";37;36;47;60;64;84;104;116;137;181;206;191;494;1757
"35056 ITANHAEM";29;25;33;47;54;56;96;138;129;159;154;160;375;1455
"35057 OSASCO";170;173;221;238;330;436;578;631;704;716;747;756;1733;7433
"35058 FRANCO DA ROCHA";43;41;55;73;77;141;138;224;197;199;171;195;406;1960
"35059 GUARULHOS";126;140;172;197;247;365;424;521;619;653;638;651;1525;6278
"35060 ITAPECERICA DA SERRA";111;119;125;161;204;278;355;505;474;520;540;491;1114;4997
"35061 SAO PAULO";1383;1474;1820;2192;2927;3941;5581;7145;8015;8407;9193;10210;28031;90319
"35062 MOGI DAS CRUZES";119;140;156;194;253;385;435;585;644;652;642;694;1508;6407
"35063 SANTOS";164;193;248;266;370;515;684;926;971;1048;1167;1265;3201;11018
"Total";3946;4435;5511;6548;8668;12241;16133;20856;23052;25105;27589;30894;79750;264728
