"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35036 PRESIDENTE PRUDENTE";78;85;106;104;120;135;144;205;266;323;327;348;642;2883
"35037 TUPA";15;9;17;20;28;29;39;69;54;75;93;80;168;696
"35038 MARILIA";42;51;51;73;94;90;95;118;153;182;258;206;436;1849
"35039 ASSIS";34;36;54;48;70;70;81;115;149;168;191;186;364;1566
"35040 OURINHOS";27;52;49;62;64;96;104;141;165;208;222;194;389;1773
"35041 ITAPEVA";39;36;48;47;48;93;102;116;131;178;162;160;273;1433
"35042 ITAPETININGA";15;29;38;43;43;45;42;72;100;108;128;122;214;999
"35043 TATUI";34;36;35;44;61;67;61;83;106;151;144;164;272;1258
"35044 CAPAO BONITO";29;18;25;25;47;42;48;54;82;79;117;109;127;802
"35045 PIEDADE";27;27;38;50;37;58;57;76;85;106;117;93;177;948
"35046 SOROCABA";187;228;261;265;268;350;366;417;577;666;665;625;1107;5982
"35047 JUNDIAI";76;96;121;119;147;149;182;181;262;287;355;307;588;2870
"35048 BRAGANCA PAULISTA";66;81;80;121;99;126;141;176;220;272;267;255;537;2441
"35049 CAMPOS DO JORDAO";10;15;14;15;21;20;24;31;34;43;48;41;53;369
"35050 SAO JOSE DOS CAMPOS";259;289;323;320;349;349;376;423;539;571;666;606;1032;6102
"35051 GUARATINGUETA";61;92;101;123;139;131;159;169;236;243;248;275;448;2425
"35052 BANANAL";5;1;8;4;4;3;9;7;9;13;19;22;39;143
"35053 PARAIBUNA/PARAITINGA";16;13;21;18;26;24;25;32;48;46;50;52;90;461
"35054 CARAGUATATUBA";66;57;70;61;82;85;60;72;93;92;100;95;128;1061
"35055 REGISTRO";47;45;43;56;62;84;79;99;121;138;133;128;266;1301
"35056 ITANHAEM";38;49;45;42;75;60;74;88;83;90;83;94;141;962
"35057 OSASCO";374;435;475;472;491;485;454;540;577;657;623;508;786;6877
"35058 FRANCO DA ROCHA";75;119;107;119;117;135;116;136;144;139;156;106;164;1633
"35059 GUARULHOS";280;327;363;325;365;372;385;415;448;567;485;454;625;5411
"35060 ITAPECERICA DA SERRA";236;225;268;258;282;269;261;282;351;319;312;299;443;3805
"35061 SAO PAULO";3064;3543;3751;4102;4159;4443;4768;5360;6465;7510;7852;7233;14377;76627
"35062 MOGI DAS CRUZES";209;260;284;269;365;341;362;423;440;502;506;419;720;5100
"35063 SANTOS";294;370;449;520;514;529;573;671;793;938;963;848;1546;9008
"Total";7170;8462;9440;10275;10965;11783;12677;14915;18175;21425;22374;20938;39897;208496
