"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";10;13;24;11;26;30;32;55;44;48;77;74;98;542
"35002 FERNANDOPOLIS";11;9;7;17;11;17;19;33;39;47;35;46;74;365
"35003 VOTUPORANGA";7;8;15;11;25;19;42;34;43;52;78;67;80;481
"35004 SAO JOSE DO RIO PRETO";73;76;84;130;136;160;182;201;245;302;311;345;495;2740
"35005 CATANDUVA";16;33;21;23;33;60;62;53;90;92;113;117;159;872
"35006 AURIFLAMA";2;7;3;6;14;8;8;12;5;11;20;16;36;148
"35007 NHANDEARA";1;1;3;3;14;14;8;14;15;21;34;33;47;208
"35008 NOVO HORIZONTE";5;4;6;4;11;9;9;20;21;26;47;30;57;249
"35009 BARRETOS";17;23;15;19;30;47;63;62;64;82;75;80;97;674
"35010 SAO JOAQUIM DA BARRA";5;15;13;15;29;28;42;52;53;59;78;70;77;536
"35011 ITUVERAVA";13;13;11;12;24;31;32;23;40;44;51;41;72;407
"35012 FRANCA";26;26;34;42;51;72;91;81;113;125;118;112;146;1037
"35013 JABOTICABAL";31;35;35;36;60;71;68;103;126;141;164;175;284;1329
"35014 RIBEIRAO PRETO";105;96;129;139;173;241;281;301;311;343;391;356;447;3313
"35015 BATATAIS";4;6;7;4;9;12;27;34;41;44;41;46;73;348
"35016 ANDRADINA";20;17;24;23;41;25;40;55;86;79;77;91;94;672
"35017 ARACATUBA";24;21;27;46;40;53;64;81;98;136;125;124;138;977
"35018 BIRIGUI";26;11;12;19;30;20;44;60;65;62;86;80;148;663
"35019 LINS";26;27;19;16;33;49;57;59;70;86;90;89;126;747
"35020 BAURU";45;45;60;67;97;114;132;172;181;227;243;232;349;1964
"35021 JAU";31;40;28;41;56;88;116;114;130;171;164;153;273;1405
"35022 AVARE";18;16;26;30;31;36;36;44;42;73;83;85;110;630
"35023 BOTUCATU";30;30;33;40;37;43;64;70;77;98;111;76;150;859
"35024 ARARAQUARA";30;37;47;55;50;91;112;126;122;193;226;196;288;1573
"35025 SAO CARLOS";22;23;22;19;32;43;50;48;64;104;122;108;153;810
"35026 RIO CLARO";16;19;14;19;29;41;66;55;77;90;106;113;187;832
"35027 LIMEIRA";41;46;53;50;66;82;102;135;133;197;158;194;271;1528
"35028 PIRACICABA";65;44;59;47;86;86;121;139;151;197;218;220;300;1733
"35029 PIRASSUNUNGA";18;11;13;10;22;25;35;36;45;49;70;64;96;494
"35030 SAO JOAO DA BOA VISTA";50;51;40;63;63;89;140;138;148;211;211;247;323;1774
"35031 MOJI MIRIM";23;27;40;40;57;56;68;88;96;112;109;138;163;1017
"35032 CAMPINAS";196;222;234;225;301;377;468;522;553;654;719;659;928;6058
"35033 AMPARO";10;9;14;18;19;39;50;46;64;65;80;88;140;642
