"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35034 DRACENA";13;3;10;13;18;26;23;35;28;57;60;60;95;441
"35035 ADAMANTINA";15;11;9;19;25;43;35;58;47;73;96;64;134;629
"35036 PRESIDENTE PRUDENTE";57;46;70;76;107;122;124;134;193;205;222;244;320;1920
"35037 TUPA";10;14;14;17;24;24;27;27;37;59;57;61;107;478
"35038 MARILIA";35;41;38;52;67;88;125;118;138;186;176;169;243;1476
"35039 ASSIS";16;27;26;41;46;42;56;70;85;101;121;110;169;910
"35040 OURINHOS";36;12;41;58;54;76;111;98;112;149;179;167;212;1305
"35041 ITAPEVA";32;29;38;35;47;55;70;56;100;111;99;105;116;893
"35042 ITAPETININGA";19;20;21;23;28;24;43;56;68;77;90;66;110;645
"35043 TATUI";13;12;14;13;30;29;43;43;61;62;109;84;118;631
"35044 CAPAO BONITO";20;19;17;14;18;31;39;39;55;51;69;68;56;496
"35045 PIEDADE";19;13;15;18;20;26;30;33;34;49;63;48;60;428
"35046 SOROCABA";119;115;125;147;199;244;292;371;386;480;424;391;538;3831
"35047 JUNDIAI";46;65;53;78;80;122;136;154;180;190;222;194;274;1794
"35048 BRAGANCA PAULISTA";31;44;49;55;57;65;100;106;134;149;182;188;232;1392
"35049 CAMPOS DO JORDAO";7;9;13;13;25;21;23;31;47;26;36;35;28;314
"35050 SAO JOSE DOS CAMPOS";171;155;142;166;173;206;247;298;357;350;373;348;523;3509
"35051 GUARATINGUETA";43;65;73;72;79;130;109;152;184;183;186;182;280;1738
"35052 BANANAL";3;1;5;4;4;4;9;12;10;18;10;10;23;113
"35053 PARAIBUNA/PARAITINGA";6;7;8;6;12;13;9;14;21;26;31;41;36;230
"35054 CARAGUATATUBA";33;26;31;23;32;27;19;26;27;34;39;42;48;407
"35055 REGISTRO";37;34;37;45;40;38;49;64;61;98;101;97;116;817
"35056 ITANHAEM";26;14;14;20;17;18;16;18;19;25;19;17;32;255
"35057 OSASCO";139;152;141;122;169;150;190;210;209;262;236;206;238;2424
"35058 FRANCO DA ROCHA";32;41;43;49;62;52;62;51;72;81;69;59;60;733
"35059 GUARULHOS";94;117;105;122;148;163;180;203;245;258;226;216;263;2340
"35060 ITAPECERICA DA SERRA";49;53;66;78;74;87;107;109;128;139;147;135;159;1331
"35061 SAO PAULO";1983;2070;2159;2327;2763;3257;4269;4634;4815;5412;5476;5093;7190;51448
"35062 MOGI DAS CRUZES";108;119;136;135;192;216;209;255;246;270;322;273;284;2765
"35063 SANTOS";235;201;238;239;324;363;423;471;514;574;593;543;730;5448
"Total";4464;4596;4923;5380;6670;7938;9906;11012;12065;13996;14664;13881;19273;128768
