"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";9;14;10;24;26;26;48;53;61;80;94;108;204;757
"35002 FERNANDOPOLIS";6;14;14;29;27;35;40;38;64;49;68;78;131;593
"35003 VOTUPORANGA";6;13;16;18;17;29;48;40;60;59;58;73;169;606
"35004 SAO JOSE DO RIO PRETO";102;153;138;176;207;218;282;311;383;452;452;470;876;4220
"35005 CATANDUVA";21;18;35;37;56;48;57;81;96;131;153;134;244;1111
"35006 AURIFLAMA";4;6;-;5;8;7;11;14;8;25;27;20;37;172
"35007 NHANDEARA";8;4;5;6;5;10;10;14;19;26;27;39;88;261
"35008 NOVO HORIZONTE";5;3;7;5;12;11;11;23;26;33;40;48;93;317
"35009 BARRETOS";31;51;43;45;63;57;69;71;96;124;120;116;200;1086
"35010 SAO JOAQUIM DA BARRA";22;18;24;33;35;32;50;55;78;72;78;93;152;742
"35011 ITUVERAVA";5;12;14;9;14;23;27;40;53;59;46;54;102;458
"35012 FRANCA";46;58;69;70;80;95;106;109;171;193;170;152;317;1636
"35013 JABOTICABAL";48;45;54;65;67;79;94;106;135;189;207;254;423;1766
"35014 RIBEIRAO PRETO";158;212;201;241;256;288;323;434;494;534;546;529;910;5126
"35015 BATATAIS";6;6;14;13;16;15;19;27;36;50;47;51;112;412
"35016 ANDRADINA";24;21;23;31;36;41;56;59;90;114;117;122;208;942
"35017 ARACATUBA";26;44;40;45;56;64;76;115;132;145;150;145;311;1349
"35018 BIRIGUI";15;19;15;35;41;29;51;68;84;104;104;137;221;923
"35019 LINS";16;19;30;36;34;58;43;65;79;104;103;114;201;902
"35020 BAURU";58;79;73;94;122;111;156;221;236;320;346;300;592;2708
"35021 JAU";33;35;43;62;80;80;91;147;189;220;194;231;426;1831
"35022 AVARE";22;22;28;32;34;43;54;60;72;83;103;94;141;788
"35023 BOTUCATU";36;31;34;45;55;61;72;95;114;154;141;155;288;1281
"35024 ARARAQUARA";59;61;96;101;102;105;139;177;212;255;279;283;545;2414
"35025 SAO CARLOS";28;40;36;55;57;54;68;71;107;141;162;158;348;1325
"35026 RIO CLARO";26;29;28;42;45;56;60;77;82;129;137;164;304;1179
"35027 LIMEIRA";64;71;71;111;122;118;125;181;193;260;281;265;443;2305
"35028 PIRACICABA";86;74;86;114;125;131;133;183;219;274;329;320;600;2674
"35029 PIRASSUNUNGA";13;13;15;28;27;43;40;63;73;87;112;100;183;797
"35030 SAO JOAO DA BOA VISTA";43;53;51;87;100;111;112;145;222;279;301;300;549;2353
"35031 MOJI MIRIM";32;46;65;74;84;73;85;119;154;181;183;187;324;1607
"35032 CAMPINAS";327;344;418;488;510;522;628;731;979;1015;1032;1084;1885;9963
"35033 AMPARO";8;13;22;29;24;33;35;58;75;105;101;144;235;882
"35034 DRACENA";7;9;13;17;12;30;23;43;44;74;70;76;150;568
"35035 ADAMANTINA";10;16;21;23;23;35;43;49;90;80;91;128;222;831
"35036 PRESIDENTE PRUDENTE";63;80;78;99;104;127;165;226;258;265;289;317;578;2649
"35037 TUPA";6;15;17;14;24;24;39;45;47;80;89;82;157;639
"35038 MARILIA";43;47;45;75;85;122;118;174;206;251;209;227;384;1986
"35039 ASSIS";27;31;41;37;55;64;83;92;134;148;149;147;287;1295
"35040 OURINHOS";23;36;53;65;61;89;83;130;164;165;188;196;365;1618
"35041 ITAPEVA";27;29;43;45;57;45;77;96;144;148;150;143;249;1253
"35042 ITAPETININGA";11;30;28;31;28;37;41;72;96;90;119;115;181;879
"35043 TATUI";17;22;26;28;32;41;46;80;75;97;127;111;222;924
"35044 CAPAO BONITO";14;20;19;32;25;42;33;44;51;88;90;94;95;647
"35045 PIEDADE";19;18;25;27;19;24;46;48;69;70;75;77;125;642
"35046 SOROCABA";190;223;263;237;277;337;398;476;575;629;626;601;1053;5885
"35047 JUNDIAI";68;97;70;116;128;146;153;212;249;320;276;293;521;2649
"35048 BRAGANCA PAULISTA";62;60;77;99;109;124;172;178;214;267;264;274;439;2339
"35049 CAMPOS DO JORDAO";11;15;15;24;22;35;40;44;52;64;56;51;75;504
"35050 SAO JOSE DOS CAMPOS";224;238;261;274;264;314;313;401;511;563;556;612;968;5499
"35051 GUARATINGUETA";62;72;91;122;115;132;140;164;213;297;263;269;416;2356
"35052 BANANAL";2;4;3;6;4;5;4;5;12;11;16;19;26;117
"35053 PARAIBUNA/PARAITINGA";14;9;10;8;13;13;18;22;33;30;30;36;66;302
"35054 CARAGUATATUBA";35;58;65;54;43;61;57;79;70;66;79;92;124;883
"35055 REGISTRO";46;52;53;64;50;53;74;92;114;120;126;148;216;1208
"35056 ITANHAEM";27;43;43;38;52;41;56;68;79;85;92;79;120;823
"35057 OSASCO";242;268;247;278;259;229;259;285;301;313;278;269;429;3657
"35058 FRANCO DA ROCHA";75;77;79;96;91;85;95;88;104;117;110;111;142;1270
"35059 GUARULHOS";194;225;230;229;244;226;272;301;341;349;315;329;482;3737
"35060 ITAPECERICA DA SERRA";113;155;137;167;164;221;202;223;267;295;286;300;476;3006
"35061 SAO PAULO";2979;3494;3790;4010;4125;4330;4698;5477;6570;7465;7301;7191;12645;74075
"35062 MOGI DAS CRUZES";158;143;177;202;243;265;321;333;418;424;408;406;568;4066
"35063 SANTOS";271;378;419;438;471;431;557;636;834;898;898;777;1495;8503
"Total";6433;7605;8257;9240;9742;10434;11845;14234;17427;19915;19934;20092;35138;190296
