"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";14;12;17;20;15;30;40;57;68;82;85;94;171;705
"35002 FERNANDOPOLIS";5;12;14;25;16;22;29;39;51;65;66;75;98;517
"35003 VOTUPORANGA";10;10;15;18;19;25;33;59;63;66;73;82;151;624
"35004 SAO JOSE DO RIO PRETO";112;126;152;144;157;186;264;329;354;390;414;409;672;3709
"35005 CATANDUVA";21;31;28;50;45;46;55;83;108;136;164;145;247;1159
"35006 AURIFLAMA";2;3;2;3;6;2;10;11;10;7;16;16;40;128
"35007 NHANDEARA";1;3;5;4;2;7;11;16;16;15;36;39;60;215
"35008 NOVO HORIZONTE";3;4;5;7;7;10;17;11;24;30;46;40;80;284
"35009 BARRETOS";18;16;36;38;43;58;62;86;90;94;112;100;170;923
"35010 SAO JOAQUIM DA BARRA";8;13;15;29;19;41;37;55;73;84;55;78;145;652
"35011 ITUVERAVA";7;8;16;17;13;21;24;20;44;36;52;39;90;387
"35012 FRANCA";45;39;45;58;75;73;91;123;122;136;161;145;241;1354
"35013 JABOTICABAL";32;37;47;50;46;58;76;93;127;163;165;190;366;1450
"35014 RIBEIRAO PRETO";158;194;179;245;247;221;299;344;429;446;494;475;729;4460
"35015 BATATAIS";6;6;8;3;16;11;10;26;32;37;59;47;93;354
"35016 ANDRADINA";8;18;16;33;30;33;46;51;78;79;86;114;170;762
"35017 ARACATUBA";31;41;59;56;53;53;86;111;99;115;156;169;240;1269
"35018 BIRIGUI";9;8;20;19;32;37;61;54;90;69;99;115;185;798
"35019 LINS";10;18;29;25;40;44;49;68;67;95;100;112;175;832
"35020 BAURU";47;60;85;80;100;120;145;193;253;290;293;303;491;2460
"35021 JAU";30;35;29;60;63;78;92;135;168;173;179;195;338;1575
"35022 AVARE";18;20;19;29;33;36;47;63;66;76;83;90;125;705
