"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";5;9;18;7;17;30;53;57;62;85;137;162;331;973
"35002 FERNANDOPOLIS";8;11;10;15;17;30;36;41;68;72;105;94;224;731
"35003 VOTUPORANGA";11;9;14;24;32;33;43;61;60;88;137;153;324;989
"35004 SAO JOSE DO RIO PRETO";88;84;113;124;185;227;308;344;412;499;699;745;1663;5491
"35005 CATANDUVA";35;33;42;41;61;77;112;104;141;157;217;257;578;1855
"35006 AURIFLAMA";4;4;4;6;7;7;11;17;16;15;15;22;50;178
"35007 NHANDEARA";6;3;5;8;7;9;16;15;20;25;36;35;91;276
"35008 NOVO HORIZONTE";8;5;5;10;6;13;11;19;29;27;41;37;137;348
"35009 BARRETOS";32;31;34;72;98;153;193;225;249;257;233;230;352;2159
"35010 SAO JOAQUIM DA BARRA";23;23;25;18;34;43;64;69;85;88;118;119;314;1023
"35011 ITUVERAVA";12;12;18;19;24;37;39;46;48;60;76;78;160;629
"35012 FRANCA";30;35;47;72;79;96;167;151;190;207;274;263;596;2207
"35013 JABOTICABAL";28;43;49;72;71;111;127;140;154;220;234;298;756;2303
"35014 RIBEIRAO PRETO";101;148;144;169;244;344;391;478;573;608;678;791;1789;6458
"35015 BATATAIS";5;6;11;6;15;30;38;36;47;47;65;82;204;592
"35016 ANDRADINA";15;16;27;27;40;57;60;64;79;119;144;137;325;1110
"35017 ARACATUBA";30;34;48;67;74;101;138;152;179;186;226;266;588;2089
"35018 BIRIGUI";13;22;26;23;38;55;64;84;83;118;152;186;407;1271
"35019 LINS";18;18;19;27;37;52;71;79;86;84;126;131;305;1053
"35020 BAURU";46;56;83;104;119;174;255;249;292;352;418;489;1093;3730
"35021 JAU";37;62;52;71;110;160;184;209;238;273;313;323;696;2728
"35022 AVARE";17;30;20;23;43;57;58;70;85;104;116;132;287;1042
"35023 BOTUCATU";29;31;47;45;60;101;127;147;155;200;197;192;497;1828
"35024 ARARAQUARA";62;45;74;96;109;162;186;221;249;292;383;411;945;3235
"35025 SAO CARLOS";16;33;36;61;56;69;113;115;133;148;192;221;596;1789
"35026 RIO CLARO";19;29;43;35;48;76;98;117;104;146;174;217;507;1613
"35027 LIMEIRA";47;67;95;97;139;168;199;259;275;314;362;397;920;3339
"35028 PIRACICABA";73;77;66;86;133;154;205;221;253;295;390;426;981;3360
"35029 PIRASSUNUNGA";12;22;26;22;51;41;51;57;91;82;111;139;326;1031
"35030 SAO JOAO DA BOA VISTA";35;45;45;70;76;113;162;188;216;235;302;417;921;2825
"35031 MOJI MIRIM";33;36;46;57;86;126;172;166;194;208;231;242;633;2230
"35032 CAMPINAS";282;296;341;397;561;712;971;1023;1194;1276;1604;1709;4124;14490
"35033 AMPARO";18;20;13;22;40;40;50;82;80;90;124;167;409;1155
"35034 DRACENA";11;13;19;27;28;36;50;55;55;89;91;100;343;917
"35035 ADAMANTINA";10;14;20;31;23;31;48;56;70;84;96;128;301;912
"35036 PRESIDENTE PRUDENTE";54;80;66;100;138;167;241;263;306;378;482;553;1159;3987
"35037 TUPA";12;11;14;16;22;34;46;46;64;75;94;120;254;808
"35038 MARILIA";34;37;51;54;75;98;152;143;223;224;277;270;766;2404
"35039 ASSIS";26;23;36;33;62;73;101;97;119;149;194;233;547;1693
"35040 OURINHOS";31;39;41;43;56;88;106;138;167;177;212;226;585;1909
"35041 ITAPEVA";18;28;36;38;50;65;95;110;122;136;182;219;377;1476
"35042 ITAPETININGA";24;17;22;32;31;60;69;86;100;109;151;145;343;1189
"35043 TATUI";21;14;28;41;45;49;58;82;90;106;147;158;355;1194
"35044 CAPAO BONITO";16;7;9;16;17;29;28;44;51;62;82;96;163;620
"35045 PIEDADE";15;20;19;24;32;43;56;67;75;74;87;88;221;821
"35046 SOROCABA";165;180;186;260;299;422;588;613;665;774;853;978;2081;8064
"35047 JUNDIAI";54;77;78;118;136;167;222;293;300;354;385;412;964;3560
"35048 BRAGANCA PAULISTA";53;65;72;78;123;157;219;259;233;293;345;377;930;3204
"35049 CAMPOS DO JORDAO";11;12;16;23;22;35;28;35;41;45;49;52;102;471
"35050 SAO JOSE DOS CAMPOS";138;171;178;246;330;403;516;668;632;748;844;866;1964;7704
"35051 GUARATINGUETA";48;62;61;91;82;155;173;236;241;269;313;347;729;2807
"35052 BANANAL";-;1;4;-;5;2;10;4;5;8;14;9;36;98
"35053 PARAIBUNA/PARAITINGA";7;2;6;11;13;19;14;16;24;27;29;34;81;283
"35054 CARAGUATATUBA";38;54;48;57;79;98;110;106;104;122;120;138;258;1332
"35055 REGISTRO";34;53;48;46;61;92;107;105;130;167;185;188;394;1610
"35056 ITANHAEM";27;33;31;38;51;73;82;99;102;131;140;142;291;1240
"35057 OSASCO";198;211;210;250;344;431;576;590;595;630;657;690;1357;6739
"35058 FRANCO DA ROCHA";48;45;63;67;86;124;138;189;133;172;159;172;302;1698
"35059 GUARULHOS";152;163;152;218;286;363;487;492;521;585;642;609;1326;5996
"35060 ITAPECERICA DA SERRA";116;126;130;140;229;241;322;372;356;368;431;388;771;3990
"35061 SAO PAULO";1605;1715;1934;2313;3237;4179;5781;6616;6948;7655;8766;9740;23947;84436
"35062 MOGI DAS CRUZES";143;171;153;210;269;409;468;578;576;636;668;655;1344;6280
"35063 SANTOS";208;235;233;258;403;503;737;884;905;970;1150;1245;2716;10447
"Total";4515;5074;5610;6872;9351;12304;16401;18648;20093;22594;26475;28946;67136;244019
