"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";11;13;15;22;22;31;52;40;88;113;112;102;263;884
"35002 FERNANDOPOLIS";16;6;14;16;26;17;43;41;58;80;77;91;147;632
"35003 VOTUPORANGA";7;13;9;21;25;35;47;53;75;88;106;92;196;767
"35004 SAO JOSE DO RIO PRETO";86;98;120;152;181;236;292;334;403;486;529;517;1038;4472
"35005 CATANDUVA";31;26;25;43;56;61;74;85;141;190;183;169;367;1451
"35006 AURIFLAMA";2;1;2;5;2;7;13;9;9;13;24;23;49;159
"35007 NHANDEARA";3;-;5;2;2;16;19;22;21;20;30;29;61;230
"35008 NOVO HORIZONTE";5;4;8;7;7;8;16;24;27;39;47;43;110;345
"35009 BARRETOS";34;26;52;44;70;86;96;116;137;122;154;123;232;1292
"35010 SAO JOAQUIM DA BARRA";20;15;17;39;40;43;63;48;77;88;104;96;220;870
"35011 ITUVERAVA";7;2;12;7;26;29;33;36;48;44;51;54;120;469
"35012 FRANCA";33;43;63;71;81;102;112;142;167;201;215;199;368;1797
"35013 JABOTICABAL";29;44;55;64;88;102;108;107;145;161;219;234;527;1883
"35014 RIBEIRAO PRETO";184;169;218;260;282;303;360;394;506;601;612;565;1123;5577
"35015 BATATAIS";8;12;9;13;20;23;28;32;36;50;47;57;121;456
"35016 ANDRADINA";17;22;24;40;39;53;55;73;105;105;133;128;227;1021
"35017 ARACATUBA";39;40;60;64;83;91;91;108;137;158;187;182;365;1605
"35018 BIRIGUI";12;18;20;39;35;47;68;84;116;103;151;150;303;1146
"35019 LINS";19;15;34;37;43;65;64;69;87;119;128;121;224;1025
"35020 BAURU";70;74;96;102;118;163;176;232;251;317;363;373;760;3095
"35021 JAU";38;43;64;59;103;128;139;172;222;251;279;283;518;2299
"35022 AVARE";16;21;26;32;45;46;63;62;75;79;123;104;194;886
"35023 BOTUCATU";24;32;39;54;74;72;101;110;142;165;177;200;349;1539
"35024 ARARAQUARA";43;64;68;96;129;130;134;198;207;263;294;294;650;2570
"35025 SAO CARLOS";33;43;58;68;69;92;102;95;137;160;188;191;429;1665
"35026 RIO CLARO";37;21;33;56;50;57;67;90;94;152;150;181;363;1351
"35027 LIMEIRA";83;82;111;127;135;156;184;207;238;264;325;291;602;2805
"35028 PIRACICABA";91;80;78;121;130;159;173;173;263;297;337;375;665;2942
"35029 PIRASSUNUNGA";10;27;30;34;35;42;57;60;85;99;138;117;207;941
"35030 SAO JOAO DA BOA VISTA";31;41;61;80;102;114;155;164;232;303;352;351;668;2654
"35031 MOJI MIRIM";41;47;69;83;83;108;129;143;156;203;217;237;409;1925
"35032 CAMPINAS";487;425;476;512;587;634;720;850;932;1177;1318;1214;2408;11740
"35033 AMPARO";11;19;17;34;25;45;57;60;84;107;131;130;324;1044
"35034 DRACENA";7;10;9;21;38;29;37;45;67;67;101;81;184;696
"35035 ADAMANTINA";16;10;17;32;30;38;37;61;75;101;113;124;272;926
"35036 PRESIDENTE PRUDENTE";67;72;96;123;139;154;186;245;326;340;387;382;783;3300
"35037 TUPA";7;10;14;25;27;29;41;49;54;81;87;108;167;699
"35038 MARILIA";38;49;61;68;101;104;128;129;183;235;244;260;462;2062
"35039 ASSIS";37;28;32;40;46;63;79;83;149;149;192;180;389;1467
"35040 OURINHOS";34;38;55;54;63;85;114;120;159;197;208;231;399;1757
"35041 ITAPEVA";21;31;44;46;55;64;81;106;142;136;179;180;277;1362
"35042 ITAPETININGA";16;17;21;42;36;60;56;72;106;108;123;102;199;958
"35043 TATUI";19;27;24;29;38;47;62;78;91;99;140;157;261;1072
"35044 CAPAO BONITO";18;20;12;19;19;31;32;39;70;74;84;81;117;616
"35045 PIEDADE";19;18;23;38;37;41;51;54;73;93;88;101;176;812
"35046 SOROCABA";171;202;252;295;312;390;415;479;592;662;782;725;1291;6568
"35047 JUNDIAI";92;68;105;122;156;168;191;232;279;316;401;381;641;3152
"35048 BRAGANCA PAULISTA";57;70;59;82;115;134;163;213;253;245;318;315;654;2678
"35049 CAMPOS DO JORDAO";13;37;48;42;49;43;52;51;49;56;59;52;70;621
"35050 SAO JOSE DOS CAMPOS";233;240;261;296;323;356;413;456;530;626;712;696;1217;6359
"35051 GUARATINGUETA";48;65;90;112;125;108;144;189;217;269;305;246;527;2445
"35052 BANANAL";1;2;7;7;4;5;2;5;12;13;9;12;25;104
"35053 PARAIBUNA/PARAITINGA";10;9;14;12;15;14;25;26;28;42;31;38;72;336
"35054 CARAGUATATUBA";67;49;64;64;59;71;60;76;102;77;108;68;147;1012
"35055 REGISTRO";50;54;61;73;75;80;78;105;131;133;155;135;272;1402
"35056 ITANHAEM";55;47;40;49;67;87;77;58;80;92;107;93;184;1036
"35057 OSASCO";385;344;322;336;378;402;469;415;447;531;538;479;790;5836
"35058 FRANCO DA ROCHA";80;72;71;106;106;119;95;103;110;125;134;116;182;1419
"35059 GUARULHOS";268;301;320;321;341;329;360;370;438;456;482;440;682;5108
"35060 ITAPECERICA DA SERRA";187;201;128;160;179;211;175;206;246;232;262;227;454;2868
