"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";8;13;18;19;27;23;41;43;47;55;67;77;90;528
"35002 FERNANDOPOLIS";11;4;5;9;22;17;22;29;50;32;38;41;81;361
"35003 VOTUPORANGA";7;10;6;16;23;27;31;36;36;64;52;53;103;464
"35004 SAO JOSE DO RIO PRETO";63;88;98;97;133;194;199;225;249;281;337;333;429;2726
"35005 CATANDUVA";11;24;27;31;30;34;54;60;73;90;108;109;165;816
"35006 AURIFLAMA";3;2;5;4;4;5;5;8;13;20;21;32;26;148
"35007 NHANDEARA";2;6;7;2;8;8;16;14;22;24;21;46;52;228
"35008 NOVO HORIZONTE";4;3;5;4;7;12;18;22;19;26;25;36;43;224
"35009 BARRETOS";10;15;15;25;32;41;58;56;66;83;89;97;97;684
"35010 SAO JOAQUIM DA BARRA";15;13;22;27;27;40;32;65;46;65;63;49;86;550
"35011 ITUVERAVA";7;12;10;11;21;24;30;36;37;26;41;53;63;371
"35012 FRANCA";29;32;41;50;41;61;72;91;82;99;106;120;164;988
"35013 JABOTICABAL";21;46;39;34;52;62;81;80;125;135;172;174;258;1279
"35014 RIBEIRAO PRETO";110;112;142;135;199;217;258;274;301;365;348;364;480;3305
"35015 BATATAIS";7;9;6;7;17;21;21;30;37;47;41;44;74;361
"35016 ANDRADINA";22;14;28;24;39;25;43;60;46;58;86;73;117;635
"35017 ARACATUBA";34;21;36;33;38;72;45;103;88;95;121;102;144;932
"35018 BIRIGUI";24;10;19;25;29;32;38;46;63;90;79;99;149;703
"35019 LINS";18;22;23;21;28;48;56;50;79;91;86;114;129;765
"35020 BAURU";35;49;66;63;92;109;158;163;180;203;232;238;334;1922
"35021 JAU";33;22;47;41;50;68;111;117;122;149;154;169;250;1333
"35022 AVARE";17;23;16;21;36;32;47;33;56;60;77;65;111;594
"35023 BOTUCATU";22;28;31;41;54;50;73;80;85;96;114;112;131;917
"35024 ARARAQUARA";38;37;45;44;54;77;117;113;120;192;205;196;283;1521
"35025 SAO CARLOS";21;21;32;19;31;40;67;52;72;85;117;135;180;872
"35026 RIO CLARO";11;17;25;21;36;32;53;74;68;98;104;140;184;863
"35027 LIMEIRA";50;51;41;41;57;73;110;122;148;170;170;158;283;1474
"35028 PIRACICABA";40;51;48;57;80;86;96;134;143;195;197;212;329;1668
"35029 PIRASSUNUNGA";14;12;13;15;18;28;39;43;57;63;59;57;93;511
"35030 SAO JOAO DA BOA VISTA";36;44;43;45;70;105;128;121;158;209;205;199;330;1693
"35031 MOJI MIRIM";23;30;30;27;41;52;72;80;96;111;122;128;152;964
"35032 CAMPINAS";209;211;235;261;304;378;453;580;594;729;680;662;929;6225
"35033 AMPARO";8;5;19;11;17;26;35;50;48;74;85;70;140;588
"35034 DRACENA";6;12;6;10;11;18;29;22;27;53;51;58;71;374
"35035 ADAMANTINA";18;14;19;15;17;31;42;47;48;73;73;87;142;626
"35036 PRESIDENTE PRUDENTE";56;56;75;70;99;106;168;159;143;202;241;256;338;1969
"35037 TUPA";10;7;9;14;13;18;22;52;38;48;54;61;96;442
"35038 MARILIA";32;48;48;68;68;78;96;102;152;177;190;175;225;1459
"35039 ASSIS";25;27;34;34;46;46;52;69;89;116;126;121;200;985
"35040 OURINHOS";19;23;29;34;66;76;84;91;108;137;160;140;202;1169
"35041 ITAPEVA";25;27;28;33;40;51;64;80;76;95;134;116;136;905
"35042 ITAPETININGA";22;15;25;14;19;40;38;53;65;49;81;80;90;591
"35043 TATUI";7;7;16;17;20;23;32;45;62;84;81;78;100;572
"35044 CAPAO BONITO";14;17;19;17;19;26;34;38;44;55;72;63;53;471
"35045 PIEDADE";12;14;21;14;21;26;24;28;32;52;67;59;66;436
"35046 SOROCABA";111;122;165;159;167;250;290;353;379;417;425;421;531;3790
"35047 JUNDIAI";49;71;59;77;96;128;144;148;187;201;208;206;245;1819
"35048 BRAGANCA PAULISTA";32;42;39;42;58;81;90;116;115;157;188;158;248;1366
"35049 CAMPOS DO JORDAO";10;13;16;16;22;26;17;26;27;27;30;33;29;292
"35050 SAO JOSE DOS CAMPOS";163;130;151;169;171;191;256;249;328;421;376;381;540;3526
"35051 GUARATINGUETA";53;56;54;73;78;94;114;157;159;199;192;179;255;1663
"35052 BANANAL";3;4;2;10;5;9;9;6;10;7;14;9;17;105
"35053 PARAIBUNA/PARAITINGA";6;6;7;11;15;13;11;25;25;27;31;35;49;261
"35054 CARAGUATATUBA";40;34;28;32;26;26;28;39;34;47;47;49;54;484
"35055 REGISTRO";49;39;43;37;46;39;56;47;63;80;81;72;109;761
"35056 ITANHAEM";15;25;11;16;16;14;17;26;16;16;24;8;28;232
"35057 OSASCO";132;124;121;136;143;152;203;223;228;231;224;200;263;2380
"35058 FRANCO DA ROCHA";32;33;43;39;47;73;73;67;75;71;69;58;55;735
"35059 GUARULHOS";100;100;112;128;139;169;185;178;222;230;253;248;308;2372
"35060 ITAPECERICA DA SERRA";50;67;61;77;87;103;121;125;146;156;148;161;215;1517
"35061 SAO PAULO";1889;2041;2211;2319;2821;3308;4015;4685;4939;5486;5396;5242;7278;51630
"35062 MOGI DAS CRUZES";111;100;143;168;212;260;243;274;289;291;346;268;346;3051
"35063 SANTOS";214;229;224;259;292;356;424;523;542;566;590;592;777;5588
"Total";4268;4560;5062;5389;6597;7950;9660;11143;12094;13951;14394;14171;19545;128784
