"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";6;9;15;23;20;32;60;63;96;106;154;157;468;1209
"35002 FERNANDOPOLIS";5;6;12;10;23;19;32;47;72;66;110;114;353;869
"35003 VOTUPORANGA";9;9;15;15;21;28;50;66;78;93;110;138;438;1070
"35004 SAO JOSE DO RIO PRETO";58;66;83;119;152;225;328;431;575;700;770;861;2504;6872
"35005 CATANDUVA";12;18;27;39;41;55;107;103;184;174;218;266;748;1992
"35006 AURIFLAMA";1;3;3;3;3;7;6;11;8;17;19;23;61;165
"35007 NHANDEARA";4;3;6;5;2;4;11;18;18;29;26;42;129;297
"35008 NOVO HORIZONTE";5;3;4;7;14;12;15;17;18;41;44;50;168;398
"35009 BARRETOS";29;45;67;81;102;130;213;271;325;310;309;303;471;2656
"35010 SAO JOAQUIM DA BARRA";13;13;24;27;23;38;34;67;92;106;122;146;379;1084
"35011 ITUVERAVA";4;9;8;16;20;27;28;55;60;85;64;71;254;701
"35012 FRANCA";33;36;35;54;81;82;164;183;221;313;295;362;877;2736
"35013 JABOTICABAL";19;33;40;36;60;73;118;144;202;224;265;306;1004;2524
"35014 RIBEIRAO PRETO";90;111;125;203;207;290;450;586;711;800;874;971;2777;8195
"35015 BATATAIS";5;6;10;15;14;19;32;46;49;75;74;90;289;724
"35016 ANDRADINA";15;14;19;35;44;42;74;89;90;107;131;165;459;1284
"35017 ARACATUBA";24;22;23;48;59;90;150;161;220;253;240;269;726;2285
"35018 BIRIGUI";10;20;17;23;42;59;62;98;127;129;183;221;601;1592
"35019 LINS";10;19;20;23;28;51;63;85;102;117;142;149;427;1236
"35020 BAURU";51;39;61;94;120;138;204;262;396;422;463;514;1506;4270
"35021 JAU";29;29;36;68;79;115;186;238;299;341;304;345;944;3013
"35022 AVARE";14;12;23;23;50;36;64;86;100;147;124;123;394;1196
"35023 BOTUCATU";18;28;35;40;46;81;120;183;214;225;235;210;679;2114
"35024 ARARAQUARA";35;37;53;61;104;129;189;263;285;382;412;427;1300;3677
"35025 SAO CARLOS";22;17;37;49;61;71;98;154;175;210;211;270;850;2225
"35026 RIO CLARO";22;13;23;34;43;64;89;127;149;197;183;209;672;1825
"35027 LIMEIRA";56;45;77;98;126;163;233;313;366;446;399;517;1264;4103
"35028 PIRACICABA";45;48;67;89;101;126;203;272;361;411;437;452;1443;4055
"35029 PIRASSUNUNGA";6;9;19;17;29;34;45;65;77;95;108;118;393;1015
"35030 SAO JOAO DA BOA VISTA";18;23;48;53;76;104;164;222;296;367;391;461;1207;3430
"35031 MOJI MIRIM";37;32;48;51;62;107;155;180;238;260;296;297;936;2699
"35032 CAMPINAS";210;210;273;400;469;691;932;1245;1493;1677;1847;2004;5684;17135
"35033 AMPARO";8;11;12;17;28;46;64;69;86;116;122;176;562;1317
"35034 DRACENA";9;4;19;15;20;24;39;59;76;88;82;126;348;909
"35035 ADAMANTINA";10;16;10;17;25;20;51;67;71;101;110;139;416;1053
"35036 PRESIDENTE PRUDENTE";40;54;72;88;115;169;245;321;399;444;577;635;1621;4780
"35037 TUPA";10;10;14;18;22;24;46;49;76;93;93;105;352;912
"35038 MARILIA";16;30;38;62;72;93;125;188;251;278;331;319;997;2800
"35039 ASSIS";14;21;19;37;52;66;89;108;175;178;198;230;666;1853
"35040 OURINHOS";19;27;30;45;52;70;96;134;181;210;238;278;749;2129
"35041 ITAPEVA";25;12;29;47;46;62;84;129;147;143;194;208;532;1658
"35042 ITAPETININGA";13;19;29;30;26;43;66;111;119;133;176;152;437;1354
"35043 TATUI";12;16;36;45;32;63;71;96;146;154;153;189;523;1536
"35044 CAPAO BONITO";8;11;10;15;20;36;41;61;51;69;105;111;265;803
"35045 PIEDADE";13;23;20;22;32;58;58;88;75;115;114;112;335;1065
"35046 SOROCABA";128;126;177;231;258;365;518;717;891;980;996;1010;2812;9209
"35047 JUNDIAI";62;56;80;89;120;143;220;339;425;422;496;530;1445;4427
"35048 BRAGANCA PAULISTA";32;47;59;79;104;131;214;243;332;358;452;460;1349;3860
"35049 CAMPOS DO JORDAO";5;6;5;8;15;26;23;34;47;44;48;48;136;445
