"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";10;16;16;29;24;26;36;39;62;55;88;80;110;591
"35002 FERNANDOPOLIS";12;8;15;15;21;19;29;31;38;48;56;48;64;404
"35003 VOTUPORANGA";11;6;8;14;24;24;29;32;43;52;54;49;79;425
"35004 SAO JOSE DO RIO PRETO";77;71;85;105;142;173;174;213;262;270;329;327;445;2673
"35005 CATANDUVA";16;29;28;27;40;40;43;61;68;87;115;100;121;775
"35006 AURIFLAMA";1;3;5;9;13;10;14;8;15;16;18;27;22;161
"35007 NHANDEARA";4;5;2;8;6;7;13;12;21;25;40;35;54;232
"35008 NOVO HORIZONTE";3;5;7;6;2;13;14;13;27;38;41;39;53;261
"35009 BARRETOS";19;15;26;21;31;57;62;52;61;79;82;74;110;689
"35010 SAO JOAQUIM DA BARRA";9;12;14;23;40;36;38;57;58;79;75;59;84;584
"35011 ITUVERAVA";11;6;6;18;20;35;22;27;41;37;37;42;58;360
"35012 FRANCA";24;31;34;37;49;84;78;100;95;126;109;113;146;1026
"35013 JABOTICABAL";19;27;34;49;61;66;86;77;111;158;188;167;243;1286
"35014 RIBEIRAO PRETO";99;117;115;147;183;190;282;287;306;381;401;365;460;3333
"35015 BATATAIS";6;8;11;10;14;15;26;30;33;49;37;39;64;342
"35016 ANDRADINA";8;18;12;27;35;47;45;52;56;84;80;84;116;664
"35017 ARACATUBA";27;24;29;37;37;60;76;63;88;111;102;127;142;923
"35018 BIRIGUI";14;15;18;21;11;40;44;65;58;78;74;83;130;651
"35019 LINS";21;19;21;32;27;47;53;53;63;89;103;92;109;729
"35020 BAURU";37;48;40;74;89;121;129;147;180;219;211;212;290;1797
"35021 JAU";31;27;32;47;59;79;87;117;124;155;171;186;269;1384
"35022 AVARE";19;15;20;31;26;34;37;48;57;67;66;84;102;606
"35023 BOTUCATU";17;26;32;28;34;46;58;61;87;92;98;96;134;809
"35024 ARARAQUARA";30;45;45;43;67;88;102;94;134;175;168;200;297;1488
"35025 SAO CARLOS";20;18;16;25;36;45;60;61;74;88;113;117;176;849
"35026 RIO CLARO";14;12;16;31;37;40;53;67;74;107;111;97;208;867
"35027 LIMEIRA";27;49;44;66;68;87;99;124;124;148;164;169;225;1394
"35028 PIRACICABA";34;47;53;66;71;108;119;139;164;172;191;231;275;1670
"35029 PIRASSUNUNGA";13;10;15;21;28;37;43;42;62;57;50;60;98;536
"35030 SAO JOAO DA BOA VISTA";40;48;45;60;69;93;125;155;161;191;214;231;336;1768
"35031 MOJI MIRIM";32;39;31;31;51;64;77;80;101;87;124;125;162;1004
"35032 CAMPINAS";207;226;200;240;300;379;428;510;522;625;660;587;833;5717
"35033 AMPARO";4;7;15;16;20;23;47;49;55;69;82;99;140;626
"35034 DRACENA";5;10;11;16;25;28;30;38;35;47;67;55;77;444
"35035 ADAMANTINA";17;15;14;20;21;27;55;47;61;83;99;83;129;671
"35036 PRESIDENTE PRUDENTE";71;45;64;93;89;122;143;155;190;216;251;227;284;1950
"35037 TUPA";7;9;8;13;17;24;39;34;42;52;57;49;83;434
"35038 MARILIA";38;38;44;55;67;106;102;130;150;176;158;183;211;1458
"35039 ASSIS";26;20;34;38;31;57;66;76;95;98;138;117;183;979
"35040 OURINHOS";25;35;32;49;63;79;76;84;109;116;138;161;195;1162
"35041 ITAPEVA";19;17;33;27;59;48;53;88;84;98;120;101;121;868
"35042 ITAPETININGA";14;14;19;26;28;35;29;53;63;65;99;77;86;608
"35043 TATUI";14;11;12;28;24;26;37;46;53;88;74;106;149;668
"35044 CAPAO BONITO";19;18;11;22;24;36;20;39;48;52;86;62;52;489
"35045 PIEDADE";17;15;18;9;20;10;30;27;37;47;69;52;71;422
"35046 SOROCABA";98;96;121;146;199;233;319;297;383;455;407;361;490;3605
"35047 JUNDIAI";43;44;44;67;82;98;120;138;144;196;184;178;237;1575
"35048 BRAGANCA PAULISTA";44;48;44;47;68;98;118;121;135;152;241;183;253;1552
"35049 CAMPOS DO JORDAO";13;24;18;28;29;37;44;45;53;51;47;38;38;465
"35050 SAO JOSE DOS CAMPOS";135;131;139;157;156;214;230;306;352;325;405;351;543;3444
"35051 GUARATINGUETA";43;54;71;60;81;96;111;138;165;181;196;179;267;1642
"35052 BANANAL";2;3;2;3;2;1;7;4;12;9;15;14;17;91
"35053 PARAIBUNA/PARAITINGA";7;4;13;8;7;7;16;15;27;34;37;40;55;270
"35054 CARAGUATATUBA";36;21;28;31;28;24;25;22;35;32;62;36;66;446
"35055 REGISTRO";23;40;38;47;50;55;57;51;75;89;102;97;109;833
"35056 ITANHAEM";16;25;15;14;12;11;12;22;18;20;20;12;24;221
"35057 OSASCO";136;114;133;126;143;171;185;212;237;208;185;232;254;2336
"35058 FRANCO DA ROCHA";34;38;36;39;45;56;49;66;81;82;65;66;91;748
"35059 GUARULHOS";100;81;93;110;115;140;179;201;212;239;229;222;262;2183
"35060 ITAPECERICA DA SERRA";36;51;66;69;77;105;127;118;127;159;136;126;167;1364
"35061 SAO PAULO";1945;1973;2196;2432;3020;3447;4203;4654;4761;5467;5614;5169;7126;52007
"35062 MOGI DAS CRUZES";88;89;133;148;172;215;250;258;292;306;280;276;333;2840
"35063 SANTOS";264;225;245;275;306;360;447;513;521;600;636;601;813;5806
"Total";4251;4360;4825;5617;6795;8199;9807;10964;12022;13857;14669;13898;18941;128205
