"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";4;9;12;16;29;41;69;61;110;123;153;177;472;1276
"35002 FERNANDOPOLIS";5;6;9;14;16;20;29;37;68;69;105;107;350;835
"35003 VOTUPORANGA";10;9;22;15;20;21;55;61;79;107;123;173;433;1128
"35004 SAO JOSE DO RIO PRETO";54;74;94;128;159;204;359;449;622;649;816;871;2302;6781
"35005 CATANDUVA";11;26;20;45;60;75;91;122;167;197;208;261;718;2001
"35006 AURIFLAMA";3;2;-;4;2;5;7;12;15;17;24;28;68;187
"35007 NHANDEARA";2;-;6;6;3;12;12;13;23;29;27;46;136;315
"35008 NOVO HORIZONTE";4;8;8;4;7;12;11;28;30;37;40;51;165;405
"35009 BARRETOS";27;33;46;82;77;141;199;280;321;339;310;266;533;2654
"35010 SAO JOAQUIM DA BARRA";11;5;17;24;28;35;56;81;90;99;111;128;380;1065
"35011 ITUVERAVA";2;5;9;10;15;26;27;37;50;73;84;92;195;625
"35012 FRANCA";34;35;51;66;58;95;151;187;255;267;325;317;884;2725
"35013 JABOTICABAL";18;26;30;45;50;70;116;158;222;231;266;303;953;2488
"35014 RIBEIRAO PRETO";82;93;141;184;234;293;410;555;639;790;936;920;2713;7990
"35015 BATATAIS";1;13;9;13;19;18;20;47;42;65;59;86;259;651
"35016 ANDRADINA";11;14;20;25;35;41;72;94;118;143;183;180;482;1418
"35017 ARACATUBA";21;27;28;59;71;89;169;172;200;256;244;329;814;2479
"35018 BIRIGUI";7;12;21;22;35;54;94;101;136;166;173;207;607;1635
"35019 LINS";5;17;19;21;38;38;58;78;95;97;146;152;410;1174
"35020 BAURU";36;55;61;99;112;151;218;300;392;461;459;494;1596;4434
"35021 JAU";37;30;41;74;85;114;153;257;306;315;309;341;908;2970
"35022 AVARE";15;25;23;26;42;42;61;84;115;133;143;154;426;1289
"35023 BOTUCATU";23;22;40;36;37;77;120;154;197;238;272;250;723;2189
"35024 ARARAQUARA";37;32;57;60;108;111;207;265;313;391;442;415;1289;3727
"35025 SAO CARLOS";13;22;34;40;54;82;122;136;186;210;210;262;774;2145
"35026 RIO CLARO";23;18;33;33;51;65;89;110;145;179;186;240;706;1878
"35027 LIMEIRA";33;55;49;75;100;170;219;282;363;402;466;486;1291;3991
"35028 PIRACICABA";41;46;53;100;102;147;213;267;384;404;423;469;1455;4104
"35029 PIRASSUNUNGA";6;14;25;18;16;44;47;71;78;107;117;139;417;1099
"35030 SAO JOAO DA BOA VISTA";28;27;56;46;73;102;163;225;287;345;358;423;1211;3344
"35031 MOJI MIRIM";33;35;40;47;72;111;155;204;256;269;327;323;894;2766
"35032 CAMPINAS";199;199;282;350;479;607;910;1188;1499;1784;1927;2007;5697;17128
"35033 AMPARO";14;12;17;28;22;26;67;81;110;121;143;176;583;1400
"35034 DRACENA";7;5;13;18;20;29;35;44;72;87;102;132;361;925
"35035 ADAMANTINA";12;7;12;12;16;26;44;46;69;80;119;129;435;1007
"35036 PRESIDENTE PRUDENTE";49;45;58;91;122;165;240;295;428;451;536;587;1627;4694
"35037 TUPA";13;9;8;11;27;19;29;51;76;90;99;98;365;895
