"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35038 MARILIA";32;31;33;40;57;113;126;193;289;282;299;343;993;2831
"35039 ASSIS";10;17;22;27;53;70;91;122;154;176;231;222;649;1844
"35040 OURINHOS";16;13;23;37;47;69;98;134;168;213;261;271;756;2106
"35041 ITAPEVA";15;34;24;38;46;67;104;116;167;189;181;218;536;1735
"35042 ITAPETININGA";8;17;12;32;37;49;74;107;119;138;136;173;443;1345
"35043 TATUI";19;23;17;37;39;63;88;101;134;167;172;185;488;1533
"35044 CAPAO BONITO";8;9;11;19;14;29;39;59;49;96;101;101;267;802
"35045 PIEDADE";13;13;14;20;35;46;58;67;105;122;123;152;333;1101
"35046 SOROCABA";132;125;184;220;250;396;554;772;868;1023;1113;1104;2823;9564
"35047 JUNDIAI";38;57;75;96;138;180;226;328;396;463;471;485;1481;4434
"35048 BRAGANCA PAULISTA";42;45;64;77;128;140;203;286;315;435;395;447;1358;3935
"35049 CAMPOS DO JORDAO";10;9;4;17;20;19;23;33;50;47;61;58;137;488
"35050 SAO JOSE DOS CAMPOS";129;124;147;230;288;410;571;743;975;1111;1150;1117;2984;9979
"35051 GUARATINGUETA";54;50;47;73;75;104;153;236;290;301;394;356;944;3077
"35052 BANANAL";2;4;1;1;3;3;5;8;13;10;11;17;46;124
"35053 PARAIBUNA/PARAITINGA";3;-;6;6;8;12;15;25;26;31;32;32;92;288
"35054 CARAGUATATUBA";32;40;32;53;62;74;121;135;134;168;187;176;443;1657
"35055 REGISTRO";28;18;34;46;55;70;89;156;176;179;228;241;584;1904
"35056 ITANHAEM";29;21;17;49;48;58;98;127;174;205;219;174;448;1667
"35057 OSASCO";138;155;196;255;297;388;541;691;866;892;938;873;2094;8324
"35058 FRANCO DA ROCHA";39;45;43;60;88;116;155;194;236;241;206;239;479;2141
"35059 GUARULHOS";142;136;154;193;250;381;489;581;747;743;782;756;1806;7160
"35060 ITAPECERICA DA SERRA";92;97;109;149;174;262;374;504;612;665;570;650;1393;5651
"35061 SAO PAULO";1181;1261;1512;2121;2632;3606;5274;7062;8887;9860;10272;10705;32640;97013
"35062 MOGI DAS CRUZES";126;126;172;210;270;342;484;621;766;841;829;842;1805;7434
"35063 SANTOS";172;183;207;252;304;442;614;853;1172;1255;1318;1413;3841;12026
"Total";3441;3725;4624;6305;7912;10887;15764;20887;26446;29674;31651;33169;93495;287980
