"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";14;12;15;10;24;32;36;62;71;80;92;100;186;734
"35002 FERNANDOPOLIS";13;13;18;25;29;28;37;48;63;67;62;67;126;596
"35003 VOTUPORANGA";15;12;14;22;21;39;46;42;58;64;95;82;140;650
"35004 SAO JOSE DO RIO PRETO";94;144;175;171;186;203;252;312;393;465;448;438;870;4151
"35005 CATANDUVA";25;42;32;64;53;57;56;76;104;154;177;164;321;1325
"35006 AURIFLAMA";2;3;2;2;6;4;16;15;16;22;19;14;49;170
"35007 NHANDEARA";4;-;4;3;10;4;13;22;30;33;27;28;85;263
"35008 NOVO HORIZONTE";2;6;4;14;9;8;9;21;33;28;45;39;80;298
"35009 BARRETOS";31;25;31;51;58;74;84;82;128;123;122;91;171;1071
"35010 SAO JOAQUIM DA BARRA";19;36;25;23;29;39;55;57;71;93;98;96;172;813
"35011 ITUVERAVA";6;7;12;12;17;24;29;46;30;54;49;45;120;451
"35012 FRANCA";64;65;59;75;66;70;94;130;148;166;192;145;311;1585
"35013 JABOTICABAL";52;59;72;92;79;72;95;129;140;204;206;254;487;1941
"35014 RIBEIRAO PRETO";198;207;252;283;283;285;310;419;475;543;538;491;971;5255
"35015 BATATAIS";12;10;11;13;18;22;14;13;40;58;65;53;104;433
"35016 ANDRADINA";25;32;24;32;34;40;40;63;73;86;124;123;242;938
"35017 ARACATUBA";30;57;61;68;57;73;82;106;135;167;183;157;315;1491
"35018 BIRIGUI";17;17;29;29;42;40;37;54;69;100;120;118;234;906
"35019 LINS";21;18;29;41;31;43;54;69;75;106;114;111;217;929
"35020 BAURU";61;106;107;123;124;139;160;205;233;325;283;313;564;2743
"35021 JAU";34;32;58;63;97;99;109;161;206;196;248;236;414;1953
"35022 AVARE";13;24;37;37;40;38;43;49;77;75;79;77;158;747
"35023 BOTUCATU";34;48;57;55;55;85;65;103;122;139;142;168;291;1364
"35024 ARARAQUARA";58;73;83;122;114;113;138;181;204;248;294;279;543;2450
"35025 SAO CARLOS";31;32;44;51;54;71;65;89;118;169;173;169;369;1435
"35026 RIO CLARO";31;46;39;50;45;59;62;69;101;123;140;140;309;1214
"35027 LIMEIRA";76;98;84;113;106;117;144;184;224;293;270;270;487;2466
"35028 PIRACICABA";70;102;95;123;104;134;148;213;247;300;315;300;605;2756
"35029 PIRASSUNUNGA";14;25;24;36;33;42;53;64;96;101;104;83;199;874
"35030 SAO JOAO DA BOA VISTA";41;36;53;96;114;108;115;152;197;245;271;276;564;2268
"35031 MOJI MIRIM";40;44;68;69;105;84;96;110;161;181;187;158;355;1658
"35032 CAMPINAS";345;385;417;521;615;647;678;766;905;1019;1122;1096;1949;10465
"35033 AMPARO";15;17;16;31;26;26;38;43;61;96;108;115;279;871
"35034 DRACENA";8;7;14;14;20;17;24;39;55;69;73;71;148;559
"35035 ADAMANTINA";13;15;20;31;22;32;45;61;59;88;107;103;233;829
"35036 PRESIDENTE PRUDENTE";67;99;70;109;110;127;147;190;238;279;338;322;622;2718
"35037 TUPA";15;10;17;26;22;21;37;45;51;75;68;70;144;601
"35038 MARILIA";47;65;60;81;87;117;126;155;185;238;223;216;394;1994
"35039 ASSIS";35;40;32;49;52;63;75;89;115;166;142;191;316;1365
"35040 OURINHOS";25;32;40;54;59;85;100;100;148;200;188;181;336;1548
"35041 ITAPEVA";31;29;24;39;59;69;86;107;147;143;160;140;235;1269
"35042 ITAPETININGA";20;25;30;35;25;32;62;61;90;110;107;99;168;864
"35043 TATUI";21;28;31;32;35;58;53;68;87;102;122;123;238;998
"35044 CAPAO BONITO";14;21;9;23;29;34;34;54;64;79;79;73;128;641
"35045 PIEDADE";29;18;26;28;45;35;36;56;74;91;95;89;149;771
"35046 SOROCABA";203;252;290;302;301;360;360;469;534;660;695;570;1045;6041
"35047 JUNDIAI";109;98;118;137;138;165;190;197;234;309;324;319;606;2944
"35048 BRAGANCA PAULISTA";59;70;85;101;103;133;126;148;225;290;291;292;498;2421
"35049 CAMPOS DO JORDAO";6;21;25;26;37;37;32;46;51;44;54;34;78;491
"35050 SAO JOSE DOS CAMPOS";245;283;290;326;335;354;363;418;504;662;659;599;988;6026
"35051 GUARATINGUETA";53;82;98;130;115;150;145;177;230;236;250;243;433;2342
"35052 BANANAL";4;4;2;4;6;4;8;6;6;12;10;10;27;103
"35053 PARAIBUNA/PARAITINGA";14;8;13;13;6;13;17;16;26;30;40;41;63;300
"35054 CARAGUATATUBA";51;64;59;64;62;60;76;74;72;72;84;80;130;948
"35055 REGISTRO";39;57;42;63;70;60;81;92;106;104;116;111;205;1146
"35056 ITANHAEM";43;48;50;62;49;68;57;72;61;89;67;75;110;851
"35057 OSASCO";296;324;340;369;336;342;335;384;354;399;393;316;520;4708
"35058 FRANCO DA ROCHA";47;77;87;84;103;95;100;83;93;85;110;97;154;1215
"35059 GUARULHOS";209;261;278;285;304;298;306;324;351;382;400;340;519;4257
"35060 ITAPECERICA DA SERRA";155;146;149;161;195;178;200;216;205;266;282;259;493;2905
"35061 SAO PAULO";3305;3977;4216;4499;4535;4794;5053;6009;6813;8049;7941;7317;13589;80097
"35062 MOGI DAS CRUZES";172;193;245;249;293;289;292;360;390;427;438;382;631;4361
"35063 SANTOS";304;388;479;509;481;535;547;587;796;863;855;789;1520;8653
"Total";7146;8575;9290;10425;10718;11544;12386;14858;17468;20742;21223;19848;37007;201230
