"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35022 AVARE";17;22;16;28;28;31;35;38;54;73;79;67;111;599
"35023 BOTUCATU";34;20;33;33;41;65;77;80;83;109;100;127;151;953
"35024 ARARAQUARA";29;52;53;49;63;84;106;110;174;180;175;235;334;1644
"35025 SAO CARLOS";33;16;20;21;27;53;46;65;83;99;109;127;207;906
"35026 RIO CLARO";25;15;22;30;33;41;73;53;85;102;120;127;187;913
"35027 LIMEIRA";25;47;51;55;71;93;116;136;154;167;187;184;234;1520
"35028 PIRACICABA";60;63;78;67;87;101;111;142;182;194;240;212;364;1901
"35029 PIRASSUNUNGA";7;20;15;13;24;34;40;43;60;71;61;69;113;570
"35030 SAO JOAO DA BOA VISTA";28;43;57;68;85;92;124;124;150;197;253;225;345;1791
"35031 MOJI MIRIM";37;42;32;43;33;44;64;76;106;97;135;118;178;1005
"35032 CAMPINAS";221;224;237;277;329;371;459;559;577;699;716;707;944;6320
"35033 AMPARO";12;14;12;19;19;22;45;46;62;82;90;98;140;661
"35034 DRACENA";7;12;6;14;19;21;25;39;40;51;51;70;103;458
"35035 ADAMANTINA";15;11;17;18;23;28;34;45;57;79;104;98;151;680
"35036 PRESIDENTE PRUDENTE";57;71;78;89;114;126;144;186;185;221;245;251;351;2118
"35037 TUPA";14;11;13;13;17;32;33;37;49;44;62;53;113;491
"35038 MARILIA";38;41;60;73;79;85;100;128;164;178;205;196;264;1611
"35039 ASSIS";38;27;31;32;49;55;80;82;94;99;118;133;192;1030
"35040 OURINHOS";42;36;48;43;59;67;110;115;109;133;167;160;225;1314
"35041 ITAPEVA";39;27;45;36;48;47;66;79;99;119;111;144;137;997
"35042 ITAPETININGA";6;16;12;16;34;34;38;47;57;72;80;83;120;615
"35043 TATUI";15;19;17;28;26;31;30;53;54;84;100;75;114;646
"35044 CAPAO BONITO";16;21;8;21;19;29;35;42;50;56;66;67;71;501
"35045 PIEDADE";18;18;20;12;17;21;35;36;48;60;72;56;74;487
"35046 SOROCABA";130;137;141;138;182;231;292;336;360;441;449;482;540;3859
"35047 JUNDIAI";61;50;76;81;94;120;140;178;177;208;219;212;280;1896
"35048 BRAGANCA PAULISTA";42;42;40;55;53;68;94;144;110;172;196;182;297;1495
"35049 CAMPOS DO JORDAO";7;7;10;22;19;30;17;36;33;32;37;27;44;321
"35050 SAO JOSE DOS CAMPOS";140;160;167;150;241;229;283;332;369;403;398;376;586;3834
"35051 GUARATINGUETA";41;63;76;86;80;109;120;148;176;191;168;173;289;1720
"35052 BANANAL";-;4;8;3;4;5;6;7;9;15;13;14;28;116
"35053 PARAIBUNA/PARAITINGA";7;7;6;6;9;13;18;15;16;28;33;47;45;250
"35054 CARAGUATATUBA";36;36;20;34;24;20;29;36;38;45;42;45;75;480
"35055 REGISTRO";36;42;54;49;53;59;69;59;76;91;79;101;137;905
"35056 ITANHAEM";21;13;21;17;16;18;26;18;22;28;15;21;32;268
"35057 OSASCO";139;154;173;157;181;175;192;230;232;285;291;216;280;2705
"35058 FRANCO DA ROCHA";24;49;35;40;68;65;70;75;77;75;64;53;48;743
"35059 GUARULHOS";127;120;108;118;125;140;193;254;248;268;294;270;388;2653
"35060 ITAPECERICA DA SERRA";70;66;77;79;109;131;159;185;161;177;211;211;292;1928
"35061 SAO PAULO";2171;2324;2509;2513;2903;3526;4238;4932;5099;5658;5753;5374;7961;54961
"35062 MOGI DAS CRUZES";137;144;164;187;201;234;290;313;314;331;340;301;390;3346
"35063 SANTOS";248;259;232;263;313;358;452;561;577;588;651;622;958;6082
"Total";4727;5100;5570;5863;6944;8299;10214;11965;12787;14562;15445;14992;21625;138093
