"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35055 REGISTRO";46;62;66;52;52;61;70;84;109;91;100;95;150;1038
"35056 ITANHAEM";30;30;23;15;17;31;23;30;21;30;22;17;25;314
"35057 OSASCO";166;163;170;202;201;208;241;283;281;308;278;243;324;3068
"35058 FRANCO DA ROCHA";51;43;41;56;53;42;59;62;76;66;67;57;78;751
"35059 GUARULHOS";173;167;162;166;187;209;250;290;292;283;328;247;376;3130
"35060 ITAPECERICA DA SERRA";70;77;65;95;111;139;139;174;219;205;216;213;303;2026
"35061 SAO PAULO";2494;2639;2957;3148;3305;3826;4435;5482;5977;5915;6474;6086;9733;62471
"35062 MOGI DAS CRUZES";130;131;158;150;187;209;236;268;324;321;326;275;394;3109
"35063 SANTOS";290;279;282;314;369;414;526;597;661;635;698;665;1087;6817
"Total";5440;5780;6379;7051;7688;9164;10832;13102;14723;15332;17002;16066;25494;154053
