"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";8;12;21;23;23;35;35;52;61;80;121;141;294;906
"35002 FERNANDOPOLIS";7;14;6;11;28;25;31;34;51;75;72;97;194;645
"35003 VOTUPORANGA";13;15;24;24;31;31;42;53;69;92;109;113;274;890
"35004 SAO JOSE DO RIO PRETO";81;91;107;129;186;250;302;357;420;535;643;722;1612;5435
"35005 CATANDUVA";20;22;41;34;60;71;95;103;123;172;151;249;512;1653
"35006 AURIFLAMA";6;1;1;5;4;10;8;15;18;25;10;25;60;188
"35007 NHANDEARA";5;4;5;4;13;15;15;12;13;26;27;44;102;285
"35008 NOVO HORIZONTE";5;10;3;7;21;14;12;20;20;26;45;60;120;363
"35009 BARRETOS";28;41;56;59;97;153;203;238;241;221;226;223;303;2089
"35010 SAO JOAQUIM DA BARRA";18;17;15;27;32;42;56;61;79;78;109;113;282;929
"35011 ITUVERAVA";12;13;12;16;24;36;25;49;56;50;63;66;170;592
"35012 FRANCA";36;35;51;66;91;116;148;160;195;223;245;266;482;2114
"35013 JABOTICABAL";32;39;40;52;85;102;111;153;139;203;206;292;685;2139
"35014 RIBEIRAO PRETO";100;107;155;172;264;298;383;429;501;571;707;758;1605;6050
"35015 BATATAIS";8;11;6;8;22;18;20;39;35;49;57;62;172;507
"35016 ANDRADINA";13;11;21;28;42;43;64;58;83;104;114;153;308;1042
"35017 ARACATUBA";31;31;35;56;72;114;123;136;175;187;243;247;519;1969
"35018 BIRIGUI";19;28;31;23;40;57;81;81;90;106;157;186;398;1297
"35019 LINS";15;15;28;33;40;42;70;63;81;96;92;159;313;1047
"35020 BAURU";64;64;80;106;111;191;213;283;264;327;423;459;952;3537
"35021 JAU";34;48;55;75;102;138;167;231;218;253;322;333;669;2645
"35022 AVARE";13;17;25;33;33;65;57;94;70;101;133;124;257;1022
"35023 BOTUCATU";23;38;33;57;62;86;101;104;133;161;187;204;417;1606
"35024 ARARAQUARA";43;58;61;84;133;163;172;193;208;294;307;417;793;2926
"35025 SAO CARLOS";30;37;35;49;83;80;91;124;128;154;203;240;487;1741
"35026 RIO CLARO";20;28;32;50;57;66;74;108;108;118;169;207;438;1475
"35027 LIMEIRA";72;77;72;110;142;158;198;252;236;268;384;402;752;3123
"35028 PIRACICABA";64;63;67;81;115;179;207;238;285;322;386;429;936;3372
"35029 PIRASSUNUNGA";14;20;25;17;39;55;64;65;61;96;118;131;286;991
"35030 SAO JOAO DA BOA VISTA";38;45;50;55;94;125;153;185;191;290;344;432;808;2810
"35031 MOJI MIRIM";51;38;41;77;87;117;150;147;165;213;220;291;535;2132
"35032 CAMPINAS";250;304;327;374;564;705;890;952;1026;1303;1390;1655;3354;13094
"35033 AMPARO";13;19;19;24;24;46;43;71;73;107;103;142;343;1027
"35034 DRACENA";9;8;16;14;32;32;45;47;55;83;106;116;241;804
"35035 ADAMANTINA";9;22;23;19;23;36;57;64;68;92;121;140;314;988
"35036 PRESIDENTE PRUDENTE";64;76;63;108;133;162;198;223;285;380;433;480;986;3591
"35037 TUPA";10;14;9;24;24;31;32;44;57;75;87;103;256;766
"35038 MARILIA";34;48;49;52;75;101;125;165;177;218;270;308;630;2252
"35039 ASSIS";20;30;24;40;61;69;77;103;133;156;207;218;422;1560
"35040 OURINHOS";25;33;42;46;57;96;116;115;141;187;237;244;481;1820
"35041 ITAPEVA";24;23;26;55;59;65;84;110;105;157;196;189;343;1436
"35042 ITAPETININGA";21;26;18;22;48;50;71;82;108;107;127;139;283;1102
"35043 TATUI";16;24;24;27;46;45;64;101;77;101;134;148;323;1130
"35044 CAPAO BONITO";8;15;19;16;32;25;45;47;58;79;72;85;175;676
"35045 PIEDADE";19;27;14;29;43;49;44;66;76;75;100;135;196;873
"35046 SOROCABA";186;195;197;228;312;440;552;569;673;700;857;917;1743;7569
