"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35047 JUNDIAI";94;79;87;113;131;181;227;244;275;335;358;392;891;3407
"35048 BRAGANCA PAULISTA";60;62;76;89;104;135;152;213;228;286;376;384;811;2976
"35049 CAMPOS DO JORDAO";15;8;21;20;31;29;32;33;39;31;42;51;88;440
"35050 SAO JOSE DOS CAMPOS";166;167;154;239;339;397;491;573;558;674;744;844;1718;7064
"35051 GUARATINGUETA";44;60;79;73;127;139;165;206;207;252;302;298;633;2585
"35052 BANANAL";1;3;2;2;3;6;3;4;7;15;8;12;30;96
"35053 PARAIBUNA/PARAITINGA";3;4;8;15;11;19;23;11;27;29;33;39;73;295
"35054 CARAGUATATUBA";60;48;48;53;54;77;92;95;99;115;123;139;227;1230
"35055 REGISTRO";49;52;44;54;64;91;89;88;126;166;150;160;318;1451
"35056 ITANHAEM";20;32;28;44;61;66;91;96;96;103;138;128;240;1143
"35057 OSASCO";240;206;222;274;303;441;514;547;542;604;653;704;1117;6367
"35058 FRANCO DA ROCHA";66;57;61;97;78;112;122;142;165;151;141;142;282;1616
"35059 GUARULHOS";212;221;225;248;283;336;400;468;475;506;584;523;1080;5561
"35060 ITAPECERICA DA SERRA";128;137;130;161;194;252;269;321;315;329;359;396;694;3685
"35061 SAO PAULO";1635;1778;1975;2496;3413;4393;5496;6033;6555;7559;8618;9748;20562;80261
"35062 MOGI DAS CRUZES";149;171;168;220;286;346;421;488;473;561;569;642;1081;5575
"35063 SANTOS";222;205;238;332;365;541;661;750;855;960;1139;1176;2384;9828
"Total";4795;5204;5670;7179;9613;12408;15162;17208;18671;22012;25370;28442;58054;229788
