"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";10;13;12;14;25;37;45;44;62;85;91;91;216;745
"35002 FERNANDOPOLIS";7;10;16;20;16;29;27;33;53;65;81;70;145;572
"35003 VOTUPORANGA";15;22;18;31;27;33;54;52;65;81;84;81;176;739
"35004 SAO JOSE DO RIO PRETO";97;119;135;157;168;214;291;344;444;458;556;484;961;4428
"35005 CATANDUVA";23;33;45;47;57;64;66;97;115;134;174;193;347;1395
"35006 AURIFLAMA";-;3;2;4;7;8;8;15;13;21;19;15;41;156
"35007 NHANDEARA";6;3;3;6;5;3;17;14;25;29;38;37;96;282
"35008 NOVO HORIZONTE";9;4;4;13;9;12;14;19;19;30;45;41;84;303
"35009 BARRETOS";20;33;42;44;64;63;88;92;133;156;153;145;242;1275
"35010 SAO JOAQUIM DA BARRA";19;18;17;34;47;36;49;61;84;102;91;83;163;804
"35011 ITUVERAVA";10;24;14;16;12;24;22;39;48;45;58;57;126;495
"35012 FRANCA";41;51;57;69;96;112;122;132;170;206;225;198;399;1878
"35013 JABOTICABAL";35;51;88;70;91;87;107;102;164;204;230;227;520;1976
"35014 RIBEIRAO PRETO";177;212;250;242;313;305;331;370;497;523;588;586;1087;5481
"35015 BATATAIS";11;12;21;19;20;24;16;32;30;49;59;54;97;444
"35016 ANDRADINA";23;26;31;31;37;50;59;72;77;97;112;131;272;1018
"35017 ARACATUBA";37;32;58;60;80;93;92;107;121;178;153;155;359;1525
"35018 BIRIGUI";19;27;27;31;36;46;43;70;94;107;129;130;294;1053
"35019 LINS";24;22;24;35;39;55;49;69;76;108;123;117;255;996
"35020 BAURU";70;85;103;122;116;140;146;196;269;322;371;361;715;3016
"35021 JAU";45;37;77;77;100;127;148;133;198;251;237;250;488;2168
"35022 AVARE";17;17;25;34;37;57;48;55;79;97;99;89;184;838
"35023 BOTUCATU";33;43;52;62;76;82;98;109;137;149;159;146;290;1436
"35024 ARARAQUARA";57;62;84;103;98;122;178;167;218;298;331;298;598;2614
"35025 SAO CARLOS";29;46;60;43;80;69;86;113;141;173;196;187;413;1636
"35026 RIO CLARO";36;41;38;51;45;59;80;80;112;124;163;171;335;1335
"35027 LIMEIRA";77;86;93;119;128;163;155;163;242;283;322;279;542;2652
"35028 PIRACICABA";99;87;105;103;118;147;193;228;246;315;346;351;612;2950
"35029 PIRASSUNUNGA";27;15;39;37;36;44;48;52;67;88;108;107;202;870
"35030 SAO JOAO DA BOA VISTA";49;42;55;106;96;94;137;175;210;242;327;358;629;2520
"35031 MOJI MIRIM";38;58;58;79;78;81;100;132;153;203;199;196;386;1761
"35032 CAMPINAS";393;420;457;537;571;619;676;824;963;1163;1245;1209;2194;11271
"35033 AMPARO";13;13;25;32;25;42;41;54;67;103;123;122;265;925
"35034 DRACENA";5;17;14;19;19;21;31;32;55;87;64;80;162;606
"35035 ADAMANTINA";11;15;24;20;24;21;44;43;77;99;113;118;263;872
"35036 PRESIDENTE PRUDENTE";62;77;106;133;133;132;179;236;282;353;336;353;758;3140
"35037 TUPA";16;11;12;22;32;26;41;41;68;68;84;79;186;686
"35038 MARILIA";41;44;62;62;86;103;121;165;180;236;262;259;423;2044
"35039 ASSIS";31;34;48;56;49;55;81;88;122;135;177;169;320;1365
"35040 OURINHOS";37;33;38;62;70;77;98;131;155;189;237;221;415;1763
"35041 ITAPEVA";21;34;44;48;52;51;78;95;123;140;167;163;241;1257
"35042 ITAPETININGA";23;26;41;35;46;35;49;51;98;100;119;118;213;954
"35043 TATUI";24;28;28;46;44;45;68;71;120;111;125;151;246;1107
"35044 CAPAO BONITO";14;19;27;30;33;29;33;57;65;75;78;74;136;670
"35045 PIEDADE";25;14;22;24;39;41;42;51;70;96;102;79;163;768
"35046 SOROCABA";195;240;247;280;311;373;432;492;549;677;696;705;1223;6420
"35047 JUNDIAI";107;117;117;126;151;173;170;209;275;319;330;322;629;3045
"35048 BRAGANCA PAULISTA";60;92;82;100;99;137;148;197;254;297;310;295;531;2602
"35049 CAMPOS DO JORDAO";21;38;36;63;44;53;44;42;50;55;58;56;76;636
"35050 SAO JOSE DOS CAMPOS";241;295;319;335;345;364;388;426;540;620;649;598;1106;6226
"35051 GUARATINGUETA";48;81;102;85;144;117;179;187;201;270;270;249;503;2436
"35052 BANANAL";3;1;2;5;2;1;7;7;12;13;10;13;31;107
"35053 PARAIBUNA/PARAITINGA";9;17;13;23;16;14;23;17;27;30;39;44;78;350
"35054 CARAGUATATUBA";51;41;58;68;72;66;63;67;70;102;69;83;135;945
"35055 REGISTRO";52;65;71;70;81;61;94;117;107;138;132;153;241;1382
"35056 ITANHAEM";50;42;60;57;77;69;77;68;86;95;89;104;135;1009
"35057 OSASCO";355;300;352;347;412;378;396;381;466;483;486;447;706;5509
"35058 FRANCO DA ROCHA";76;77;73;77;92;95;97;84;100;107;107;94;168;1247
"35059 GUARULHOS";243;283;284;272;320;341;316;334;382;421;457;320;616;4589
"35060 ITAPECERICA DA SERRA";174;138;161;135;182;170;176;209;197;215;200;227;393;2577
"35061 SAO PAULO";3058;3244;3620;3774;4314;4576;5065;5470;6624;7841;8659;7760;14738;78743
"35062 MOGI DAS CRUZES";212;231;227;233;248;311;303;333;382;466;429;415;655;4445
"35063 SANTOS";359;380;405;490;506;512;578;630;765;926;967;890;1634;9042
"Total";7190;7801;8830;9545;10796;11588;13055;14576;17894;21253;23056;21658;40857;208099
