"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35053 PARAIBUNA/PARAITINGA";9;14;9;12;12;12;23;23;24;37;41;39;62;317
"35054 CARAGUATATUBA";43;50;52;44;43;43;47;58;78;61;67;76;123;785
"35055 REGISTRO";43;51;50;71;66;68;78;90;96;103;123;114;194;1147
"35056 ITANHAEM";36;36;38;45;45;44;41;54;51;63;67;70;81;671
"35057 OSASCO";258;248;220;299;254;271;276;267;310;343;313;283;419;3761
"35058 FRANCO DA ROCHA";60;56;63;85;82;76;93;96;106;118;126;104;161;1226
"35059 GUARULHOS";223;231;207;220;207;217;286;286;361;350;311;333;410;3642
"35060 ITAPECERICA DA SERRA";109;113;126;141;164;164;216;219;256;283;284;295;472;2842
"35061 SAO PAULO";2950;3245;3350;3671;3824;4038;4473;5277;6175;7004;6640;6811;11497;68955
"35062 MOGI DAS CRUZES";140;161;202;179;229;218;274;294;334;386;356;386;506;3665
"35063 SANTOS";251;299;370;402;406;425;466;593;759;807;764;794;1296;7632
"Total";6203;7030;7555;8420;9017;9843;11333;13696;16528;18478;18715;19064;31703;177585
