"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";9;10;14;20;20;30;30;34;54;75;100;83;188;667
"35002 FERNANDOPOLIS";6;20;12;16;19;37;32;54;56;67;56;78;106;559
"35003 VOTUPORANGA";13;16;19;31;18;36;49;44;46;82;78;84;130;646
"35004 SAO JOSE DO RIO PRETO";105;126;144;147;163;197;250;293;365;399;432;434;722;3777
"35005 CATANDUVA";26;32;23;41;33;51;55;91;111;118;164;165;236;1146
"35006 AURIFLAMA";5;7;4;3;7;8;7;10;15;16;15;23;46;166
"35007 NHANDEARA";1;5;6;4;9;13;18;9;14;23;35;50;94;281
"35008 NOVO HORIZONTE";-;4;3;5;10;9;9;18;28;32;42;45;68;273
"35009 BARRETOS";21;27;31;48;50;44;70;114;94;118;109;117;170;1013
"35010 SAO JOAQUIM DA BARRA";13;14;23;26;41;43;51;64;81;81;94;89;157;777
"35011 ITUVERAVA";3;11;11;16;17;18;27;45;38;49;51;54;104;444
"35012 FRANCA";38;38;49;55;83;69;99;132;139;130;180;141;255;1408
"35013 JABOTICABAL";39;50;43;55;49;62;95;98;133;176;177;227;424;1628
"35014 RIBEIRAO PRETO";163;191;218;226;248;280;288;351;456;481;472;478;859;4711
"35015 BATATAIS";3;6;10;12;20;17;14;30;32;46;52;60;89;391
"35016 ANDRADINA";21;26;22;17;38;43;53;52;78;89;87;107;185;818
"35017 ARACATUBA";34;41;51;64;43;69;83;104;112;149;148;140;275;1313
"35018 BIRIGUI";16;26;16;26;37;30;48;72;75;91;113;113;248;911
"35019 LINS";18;15;27;34;28;48;42;88;97;114;113;116;180;920
"35020 BAURU";51;61;67;107;94;108;152;208;265;249;303;298;536;2499
"35021 JAU";33;39;53;58;72;98;89;112;159;202;194;230;384;1723
"35022 AVARE";8;21;28;27;33;40;42;59;81;72;84;79;162;736
"35023 BOTUCATU";32;30;49;45;50;54;78;93;100;129;154;135;224;1173
"35024 ARARAQUARA";46;65;78;74;79;97;119;149;196;240;246;274;443;2106
"35025 SAO CARLOS";25;32;34;41;56;49;66;101;120;140;147;165;341;1317
"35026 RIO CLARO";20;20;37;28;36;43;62;79;103;108;129;139;285;1089
"35027 LIMEIRA";61;79;81;97;120;107;143;181;236;254;239;275;424;2297
"35028 PIRACICABA";60;70;75;74;107;94;139;171;241;233;292;298;480;2334
"35029 PIRASSUNUNGA";15;26;19;28;32;31;37;65;69;74;81;109;155;741
"35030 SAO JOAO DA BOA VISTA";35;43;53;75;94;106;113;140;215;251;264;269;482;2140
"35031 MOJI MIRIM";27;47;50;57;56;89;95;102;138;134;173;180;297;1445
"35032 CAMPINAS";327;353;364;428;485;504;603;720;883;973;995;1007;1671;9313
"35033 AMPARO";10;10;23;17;26;27;41;53;70;88;111;115;202;793
"35034 DRACENA";8;13;10;16;18;18;27;38;54;48;67;75;135;527
"35035 ADAMANTINA";6;17;14;24;27;23;41;48;69;89;100;98;208;764
"35036 PRESIDENTE PRUDENTE";61;74;69;84;101;125;164;212;241;258;315;299;538;2541
"35037 TUPA";11;16;23;25;21;31;33;51;49;78;70;87;153;648
"35038 MARILIA";39;71;60;91;72;123;146;174;201;231;250;240;374;2072
"35039 ASSIS";27;35;41;46;57;50;91;92;102;122;148;131;288;1230
"35040 OURINHOS";16;27;47;43;62;76;89;123;147;139;165;203;310;1447
"35041 ITAPEVA";28;23;41;45;57;55;66;90;135;154;147;133;205;1179
"35042 ITAPETININGA";23;21;31;31;36;45;47;67;91;104;107;98;171;872
"35043 TATUI";14;19;19;36;33;37;49;62;95;112;129;116;190;911
"35044 CAPAO BONITO";9;18;14;15;20;37;35;46;62;64;72;79;83;554
"35045 PIEDADE";8;20;24;21;16;28;44;42;55;67;86;72;125;608
"35046 SOROCABA";169;177;239;244;299;349;395;456;533;630;625;588;901;5605
"35047 JUNDIAI";72;76;78;98;104;125;148;204;256;280;275;265;449;2430
"35048 BRAGANCA PAULISTA";60;77;68;77;92;121;156;196;223;257;272;291;445;2335
"35049 CAMPOS DO JORDAO";8;11;25;20;27;28;30;32;43;50;56;40;73;443
"35050 SAO JOSE DOS CAMPOS";189;214;245;242;268;306;264;384;475;545;573;518;821;5044
"35051 GUARATINGUETA";46;55;81;89;100;137;132;177;241;206;225;235;373;2097
"35052 BANANAL";3;1;2;2;2;2;4;9;6;6;11;14;18;80
