"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";22;16;18;16;20;36;36;58;83;97;122;162;343;1029
"35002 FERNANDOPOLIS";12;7;11;22;26;26;42;60;57;86;101;122;264;836
"35003 VOTUPORANGA";15;10;21;31;29;29;65;61;86;110;124;149;337;1067
"35004 SAO JOSE DO RIO PRETO";84;88;104;116;169;239;350;415;480;522;680;770;1862;5879
"35005 CATANDUVA";16;24;40;59;55;76;91;147;169;158;222;259;639;1955
"35006 AURIFLAMA";1;3;6;1;5;5;10;18;14;13;17;26;66;185
"35007 NHANDEARA";2;3;4;15;5;14;16;8;23;32;33;42;127;324
"35008 NOVO HORIZONTE";5;5;10;7;8;9;19;15;23;27;36;44;144;352
"35009 BARRETOS";24;30;41;79;101;161;229;266;275;275;268;244;383;2376
"35010 SAO JOAQUIM DA BARRA";13;17;15;18;37;39;67;61;101;88;113;138;334;1041
"35011 ITUVERAVA";7;7;18;18;21;29;45;50;72;50;86;59;203;665
"35012 FRANCA";22;52;36;70;80;126;161;165;234;245;297;305;660;2453
"35013 JABOTICABAL";16;31;38;44;86;80;105;150;171;175;236;291;792;2215
"35014 RIBEIRAO PRETO";93;134;153;179;239;304;397;502;626;594;694;828;2127;6870
"35015 BATATAIS";7;12;12;9;12;32;36;40;48;56;53;77;250;644
"35016 ANDRADINA";15;15;33;33;38;52;62;76;109;132;152;134;394;1245
"35017 ARACATUBA";36;38;43;69;82;95;121;165;147;198;221;285;615;2115
"35018 BIRIGUI";17;21;34;34;32;57;81;88;90;112;140;185;448;1339
"35019 LINS";15;19;22;30;32;47;60;73;87;101;136;140;411;1173
"35020 BAURU";47;67;89;92;132;170;260;308;313;355;429;550;1241;4053
"35021 JAU";43;46;62;73;90;161;205;239;272;284;263;325;814;2877
"35022 AVARE";20;13;26;20;38;55;66;76;111;96;122;146;324;1113
"35023 BOTUCATU";21;28;41;36;68;90;102;150;164;179;180;229;508;1796
"35024 ARARAQUARA";34;70;67;81;119;147;172;242;295;309;371;436;1073;3416
"35025 SAO CARLOS";22;27;42;60;54;78;127;124;160;136;222;253;665;1970
"35026 RIO CLARO";28;32;36;42;48;79;94;93;118;119;181;220;649;1739
"35027 LIMEIRA";41;68;77;101;134;192;209;254;292;326;376;451;1111;3632
"35028 PIRACICABA";57;75;87;80;121;176;222;300;324;324;400;461;1183;3810
"35029 PIRASSUNUNGA";22;20;19;18;29;62;64;68;85;107;111;132;344;1081
"35030 SAO JOAO DA BOA VISTA";33;44;40;63;100;129;175;204;285;246;339;401;1049;3108
"35031 MOJI MIRIM";23;31;58;61;81;129;148;177;214;208;266;296;720;2412
"35032 CAMPINAS";263;298;340;394;559;752;984;1221;1303;1366;1664;1837;4634;15615
"35033 AMPARO";15;14;18;29;34;58;59;66;88;94;129;163;427;1194
"35034 DRACENA";11;12;12;16;20;34;58;50;67;84;103;140;318;925
"35035 ADAMANTINA";13;19;16;25;27;37;58;57;73;74;114;138;391;1042
"35036 PRESIDENTE PRUDENTE";68;56;94;85;124;159;247;271;312;362;509;508;1358;4153
"35037 TUPA";9;9;12;13;24;28;49;60;78;86;89;128;300;885
"35038 MARILIA";29;26;36;47;78;92;144;174;219;236;291;326;895;2593
"35039 ASSIS";20;17;24;32;68;73;97;137;159;158;180;231;576;1772
"35040 OURINHOS";18;24;28;57;50;67;114;127;177;185;241;265;666;2019
"35041 ITAPEVA";30;34;45;36;46;80;75;118;116;153;175;166;444;1518
"35042 ITAPETININGA";17;26;29;32;42;52;69;85;101;115;142;177;368;1255
"35043 TATUI";13;18;22;36;31;49;85;101;115;122;142;175;463;1372
"35044 CAPAO BONITO";7;12;13;17;23;23;34;58;60;71;94;94;199;705
"35045 PIEDADE";14;15;20;29;38;50;46;63;74;96;98;104;230;877
"35046 SOROCABA";163;156;195;230;326;436;571;640;765;886;950;963;2336;8617
"35047 JUNDIAI";67;89;95;88;131;176;234;295;327;363;381;472;1191;3909
"35048 BRAGANCA PAULISTA";62;62;70;90;115;150;180;231;256;315;378;385;1136;3430
"35049 CAMPOS DO JORDAO";6;8;12;18;22;41;36;32;39;39;56;58;99;466
"35050 SAO JOSE DOS CAMPOS";159;163;199;230;336;418;578;729;728;840;863;980;2271;8494
"35051 GUARATINGUETA";58;71;74;54;101;133;201;202;257;283;322;370;823;2949
"35052 BANANAL";2;5;-;1;2;5;8;8;7;11;11;16;28;104
"35053 PARAIBUNA/PARAITINGA";11;6;8;9;13;10;12;14;21;27;29;35;113;308
"35054 CARAGUATATUBA";38;43;42;62;76;83;89;111;126;131;137;126;315;1379
"35055 REGISTRO";39;41;34;56;62;85;99;107;134;170;167;215;438;1647
"35056 ITANHAEM";43;28;30;33;50;78;90;101;151;140;130;140;344;1358
"35057 OSASCO";175;194;226;254;316;427;592;638;694;631;714;740;1634;7235
"35058 FRANCO DA ROCHA";43;53;60;69;86;110;166;172;164;162;186;200;393;1864
"35059 GUARULHOS";144;174;173;213;282;340;438;524;569;581;641;663;1438;6180
"35060 ITAPECERICA DA SERRA";114;143;129;155;231;302;369;427;444;486;480;508;1065;4853
"35061 SAO PAULO";1431;1566;1787;2218;3075;4142;5690;6911;7573;8029;8958;9898;26569;87847
"35062 MOGI DAS CRUZES";119;167;162;182;270;390;465;576;618;626;655;696;1537;6463
"35063 SANTOS";187;198;222;264;393;503;718;791;930;970;1105;1204;2987;10472
"Total";4201;4800;5530;6651;9142;12307;16492;19750;22273;23652;27125;30281;76066;258270
