"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";11;7;15;16;28;44;67;74;83;108;159;199;444;1255
"35002 FERNANDOPOLIS";7;10;10;18;10;28;41;64;73;71;109;112;280;833
"35003 VOTUPORANGA";9;8;10;9;24;36;38;55;72;105;120;124;395;1005
"35004 SAO JOSE DO RIO PRETO";68;73;89;142;142;192;325;434;516;612;731;893;2238;6455
"35005 CATANDUVA";20;29;45;33;56;82;106;161;158;200;213;284;683;2070
"35006 AURIFLAMA";2;2;1;3;7;5;5;12;12;16;21;22;76;184
"35007 NHANDEARA";7;5;6;5;7;4;5;9;24;24;39;48;122;305
"35008 NOVO HORIZONTE";2;3;5;8;3;12;10;21;29;35;56;59;164;407
"35009 BARRETOS";34;39;62;68;114;157;221;290;321;312;315;276;489;2698
"35010 SAO JOAQUIM DA BARRA";21;8;26;13;31;43;47;67;69;111;114;113;318;981
"35011 ITUVERAVA";8;8;12;13;23;16;39;51;65;85;77;99;227;723
"35012 FRANCA";44;31;47;63;75;96;129;198;195;260;295;310;738;2481
"35013 JABOTICABAL";31;31;33;47;55;101;125;180;169;231;254;318;977;2552
"35014 RIBEIRAO PRETO";82;102;160;203;201;309;411;531;688;739;789;885;2428;7528
"35015 BATATAIS";9;4;9;19;16;22;28;39;52;55;58;75;230;616
"35016 ANDRADINA";17;8;15;30;26;34;54;76;106;104;153;167;422;1212
"35017 ARACATUBA";32;37;34;66;61;97;161;160;196;256;247;300;743;2390
"35018 BIRIGUI";12;17;17;25;50;55;80;100;102;145;149;211;528;1491
"35019 LINS";12;14;20;20;33;44;64;79;103;107;116;174;383;1169
"35020 BAURU";53;54;75;95;100;152;241;293;381;389;406;491;1469;4199
"35021 JAU";40;38;57;75;93;131;188;251;290;309;292;367;954;3085
"35022 AVARE";13;11;20;31;40;50;42;68;112;131;137;140;349;1144
"35023 BOTUCATU";28;20;46;40;75;71;106;148;199;229;209;223;636;2030
"35024 ARARAQUARA";43;46;65;78;110;139;216;259;310;368;389;461;1224;3708
"35025 SAO CARLOS";19;29;34;43;63;93;122;143;168;210;220;262;784;2190
"35026 RIO CLARO";19;19;25;39;51;62;91;117;150;159;187;220;676;1815
"35027 LIMEIRA";48;54;72;82;106;185;234;299;355;404;410;440;1299;3988
"35028 PIRACICABA";53;57;62;80;120;136;214;288;311;376;416;471;1351;3935
"35029 PIRASSUNUNGA";7;11;10;20;21;41;45;51;82;81;127;149;418;1063
"35030 SAO JOAO DA BOA VISTA";31;34;46;75;99;107;161;231;269;320;359;461;1258;3451
"35031 MOJI MIRIM";23;43;42;50;80;109;144;194;249;281;306;322;840;2683
"35032 CAMPINAS";197;243;314;399;517;687;940;1233;1356;1596;1620;1923;5188;16213
"35033 AMPARO";17;14;22;29;21;36;56;67;107;105;130;134;479;1217
"35034 DRACENA";10;7;9;17;23;26;41;40;61;76;105;133;342;890
"35035 ADAMANTINA";2;12;16;16;25;39;52;70;74;91;110;154;418;1079
"35036 PRESIDENTE PRUDENTE";50;49;48;89;129;208;253;331;364;449;494;563;1514;4541
"35037 TUPA";4;8;16;8;21;28;44;58;61;76;78;111;323;836
"35038 MARILIA";39;30;37;46;70;101;142;177;230;295;310;338;1031;2846
"35039 ASSIS";10;12;15;40;51;71;80;138;140;187;193;226;629;1792
"35040 OURINHOS";22;21;38;48;61;77;113;132;195;198;238;283;741;2167
"35041 ITAPEVA";27;23;39;35;52;88;92;127;150;162;191;207;535;1728
"35042 ITAPETININGA";18;29;23;33;41;53;74;88;106;136;126;167;410;1304
"35043 TATUI";17;29;31;35;43;54;83;100;129;162;154;204;470;1511
"35044 CAPAO BONITO";8;7;18;8;25;22;36;43;65;77;82;94;225;710
"35045 PIEDADE";17;17;20;30;29;34;63;86;90;109;98;153;321;1067
"35046 SOROCABA";115;139;186;225;282;399;545;710;860;939;971;1045;2758;9174
"35047 JUNDIAI";55;54;92;72;126;165;212;334;403;425;457;484;1335;4214
"35048 BRAGANCA PAULISTA";29;63;51;69;113;137;216;248;299;345;361;450;1265;3646
"35049 CAMPOS DO JORDAO";3;6;9;17;16;24;29;33;38;46;32;40;117;410
"35050 SAO JOSE DOS CAMPOS";148;144;190;209;271;412;616;755;912;904;960;1101;2602;9224
"35051 GUARATINGUETA";37;54;48;76;87;120;187;237;289;338;338;371;918;3100
"35052 BANANAL";3;-;1;2;3;2;5;5;13;7;18;21;49;129
"35053 PARAIBUNA/PARAITINGA";2;7;6;6;7;5;17;19;21;25;24;39;112;290
"35054 CARAGUATATUBA";44;48;42;49;69;90;112;123;163;171;173;189;409;1682
"35055 REGISTRO";27;32;32;46;71;83;121;111;154;171;201;242;543;1834
"35056 ITANHAEM";19;24;28;41;46;72;103;112;159;143;152;193;410;1502
"35057 OSASCO";139;180;201;272;328;433;572;691;794;799;874;844;1953;8080
"35058 FRANCO DA ROCHA";44;44;53;69;99;109;156;212;208;236;248;183;442;2103
"35059 GUARULHOS";125;123;144;214;276;325;400;531;626;655;645;724;1669;6457
"35060 ITAPECERICA DA SERRA";124;114;104;152;196;244;327;442;475;546;505;563;1235;5027
"35061 SAO PAULO";1424;1413;1756;2176;2796;3833;5405;7140;8392;9133;9262;10564;30221;93515
"35062 MOGI DAS CRUZES";127;146;163;197;248;344;481;547;675;707;686;782;1623;6726
"35063 SANTOS";166;174;213;235;345;486;672;916;1040;1062;1236;1310;3459;11314
"Total";3874;4118;5135;6469;8407;11460;16005;20799;24558;27204;28545;32511;86889;275974
