"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";7;6;15;31;21;53;45;89;99;108;166;182;546;1368
"35002 FERNANDOPOLIS";2;10;8;14;15;21;36;48;64;81;104;136;374;913
"35003 VOTUPORANGA";9;16;7;17;19;32;41;55;71;107;136;143;466;1119
"35004 SAO JOSE DO RIO PRETO";63;76;92;131;185;235;304;476;639;676;805;929;2655;7266
"35005 CATANDUVA";15;18;24;31;37;63;99;139;195;216;221;248;779;2085
"35006 AURIFLAMA";-;3;2;7;2;4;5;6;11;24;11;17;83;175
"35007 NHANDEARA";4;2;5;6;8;7;3;17;20;24;31;34;140;301
"35008 NOVO HORIZONTE";4;7;7;2;4;10;22;15;24;38;36;51;176;396
"35009 BARRETOS";39;41;61;78;122;126;198;291;340;379;359;324;632;2990
"35010 SAO JOAQUIM DA BARRA";18;15;17;29;41;48;55;72;103;121;126;138;434;1217
"35011 ITUVERAVA";5;8;11;19;13;22;30;37;62;65;79;87;229;667
"35012 FRANCA";24;22;41;59;72;116;155;196;250;308;336;364;984;2927
"35013 JABOTICABAL";20;21;29;59;59;77;139;161;187;195;278;275;1009;2509
"35014 RIBEIRAO PRETO";70;104;113;177;231;280;423;567;746;850;910;932;2783;8186
"35015 BATATAIS";6;8;10;9;8;24;33;44;51;59;76;83;303;714
"35016 ANDRADINA";12;11;18;27;26;31;63;97;115;136;182;186;509;1413
"35017 ARACATUBA";18;30;36;48;69;95;144;192;218;262;265;334;796;2507
"35018 BIRIGUI";16;18;21;32;33;56;70;88;121;181;197;237;647;1717
"35019 LINS";12;16;16;33;36;48;68;64;123;133;153;163;453;1318
"35020 BAURU";53;60;62;74;130;140;200;313;405;445;529;520;1664;4595
"35021 JAU";20;24;47;56;75;105;163;262;314;316;351;338;956;3027
"35022 AVARE";17;24;20;35;38;61;62;82;115;130;145;168;444;1341
"35023 BOTUCATU";25;20;28;42;52;75;115;168;184;254;235;264;715;2177
"35024 ARARAQUARA";36;43;68;91;96;130;184;276;354;417;455;485;1494;4129
"35025 SAO CARLOS";19;24;45;46;46;64;106;152;204;213;232;236;809;2196
"35026 RIO CLARO";16;27;29;42;48;56;78;132;147;205;191;199;688;1858
"35027 LIMEIRA";45;34;65;97;126;155;232;277;350;460;484;527;1467;4319
"35028 PIRACICABA";39;37;64;91;126;146;202;268;409;449;488;465;1545;4329
"35029 PIRASSUNUNGA";11;18;16;28;30;46;47;75;81;121;114;125;423;1135
"35030 SAO JOAO DA BOA VISTA";20;22;39;50;72;109;146;207;308;370;399;414;1269;3425
"35031 MOJI MIRIM";43;35;48;61;66;92;156;222;241;302;334;326;919;2845
