"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35047 JUNDIAI";94;98;98;138;152;198;210;226;304;339;384;361;656;3258
"35048 BRAGANCA PAULISTA";67;61;77;90;107;125;152;185;234;244;327;305;607;2581
"35049 CAMPOS DO JORDAO";7;31;37;40;61;46;58;47;61;43;61;38;66;596
"35050 SAO JOSE DOS CAMPOS";257;273;287;316;305;342;381;456;480;619;713;647;1224;6300
"35051 GUARATINGUETA";48;55;86;119;110;141;167;189;216;289;307;287;490;2504
"35052 BANANAL";2;1;3;2;5;2;1;5;10;8;15;14;34;102
"35053 PARAIBUNA/PARAITINGA";14;23;16;22;12;15;19;20;22;25;43;36;74;341
"35054 CARAGUATATUBA";51;64;55;60;74;64;64;63;81;109;104;89;192;1070
"35055 REGISTRO";50;58;58;65;76;81;100;105;118;138;159;171;246;1425
"35056 ITANHAEM";54;52;35;47;65;65;72;63;79;83;90;79;175;959
"35057 OSASCO";306;292;314;325;402;417;420;418;487;474;500;431;737;5523
"35058 FRANCO DA ROCHA";88;72;74;63;112;105;99;96;125;119;102;112;188;1355
"35059 GUARULHOS";265;297;314;309;299;336;346;368;389;429;454;377;652;4835
"35060 ITAPECERICA DA SERRA";197;160;149;151;175;179;164;180;198;212;236;207;411;2619
"35061 SAO PAULO";2903;3259;3313;3665;4079;4633;5048;5634;6389;7635;8410;7698;14757;77423
"35062 MOGI DAS CRUZES";211;224;212;241;280;291;355;366;424;441;490;398;748;4681
"35063 SANTOS";391;350;441;456;487;524;595;637;780;915;961;866;1674;9077
"Total";6894;7683;8226;9275;10577;11837;13272;14907;17687;20955;23336;21825;41625;208099
