"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";14;16;13;13;33;30;36;51;82;71;100;93;221;773
"35002 FERNANDOPOLIS";9;14;10;21;18;23;36;29;65;71;67;71;125;559
"35003 VOTUPORANGA";10;16;17;23;18;35;38;50;63;64;87;92;191;704
"35004 SAO JOSE DO RIO PRETO";81;120;128;150;189;221;257;305;375;471;499;509;1014;4319
"35005 CATANDUVA";26;37;50;48;70;62;81;90;112;148;181;178;324;1407
"35006 AURIFLAMA";2;4;5;4;3;8;8;12;13;23;23;27;52;184
"35007 NHANDEARA";2;4;4;16;12;13;16;13;23;33;30;32;103;301
"35008 NOVO HORIZONTE";8;5;6;6;5;8;19;17;19;51;39;44;98;325
"35009 BARRETOS";23;26;33;47;66;87;101;134;147;148;152;137;216;1317
"35010 SAO JOAQUIM DA BARRA";15;10;23;26;26;40;53;53;70;92;106;89;206;809
"35011 ITUVERAVA";7;10;10;21;24;13;31;23;45;42;63;56;103;448
"35012 FRANCA";32;50;81;76;98;105;135;159;171;198;205;211;342;1863
"35013 JABOTICABAL";44;53;62;82;78;86;114;105;141;172;243;245;513;1938
"35014 RIBEIRAO PRETO";157;183;222;241;256;283;348;380;490;555;572;542;1100;5329
"35015 BATATAIS";10;8;12;18;21;21;21;30;46;53;42;63;117;462
"35016 ANDRADINA";20;30;26;27;36;56;51;84;88;103;108;112;238;979
"35017 ARACATUBA";41;35;53;70;77;83;87;123;150;168;165;209;327;1588
"35018 BIRIGUI";20;23;33;37;43;49;49;68;101;135;147;133;314;1152
"35019 LINS";14;17;22;32;43;41;63;53;86;105;139;142;271;1028
"35020 BAURU";54;105;95;103;120;144;176;203;241;324;334;339;663;2901
"35021 JAU";30;51;46;65;99;142;129;161;188;245;274;228;490;2148
"35022 AVARE";15;19;22;42;44;41;55;61;84;83;105;115;190;876
"35023 BOTUCATU";37;27;52;66;57;69;94;99;139;153;170;144;277;1384
"35024 ARARAQUARA";54;63;77;100;114;145;142;171;211;256;323;318;606;2580
"35025 SAO CARLOS";26;39;56;67;77;80;82;103;122;153;205;162;407;1579
"35026 RIO CLARO";29;34;39;32;45;64;64;90;86;129;153;169;367;1301
"35027 LIMEIRA";62;79;117;115;147;138;183;205;216;289;336;288;527;2702
"35028 PIRACICABA";69;92;96;124;134;148;173;189;233;281;358;359;674;2930
"35029 PIRASSUNUNGA";13;19;28;42;43;47;40;54;82;100;95;103;217;883
"35030 SAO JOAO DA BOA VISTA";33;38;51;68;100;134;153;151;236;322;315;318;652;2571
"35031 MOJI MIRIM";39;46;67;78;93;96;120;147;146;199;215;210;385;1841
"35032 CAMPINAS";394;458;470;503;608;663;703;797;1013;1161;1270;1239;2333;11612
"35033 AMPARO";13;19;15;24;40;38;63;61;79;99;139;145;285;1020
"35034 DRACENA";17;13;10;22;22;20;31;42;54;66;85;100;173;655
"35035 ADAMANTINA";12;12;17;15;30;39;46;50;75;98;123;140;227;884
"35036 PRESIDENTE PRUDENTE";56;67;89;109;115;149;176;222;270;318;436;367;701;3075
"35037 TUPA";15;7;17;20;25;26;33;51;64;74;89;100;177;698
"35038 MARILIA";42;47;53;52;85;123;123;138;166;192;272;221;442;1956
"35039 ASSIS";27;26;40;42;66;52;90;100;131;174;161;181;348;1438
"35040 OURINHOS";26;39;44;60;82;74;109;131;158;178;220;202;395;1718
"35041 ITAPEVA";18;32;32;39;70;61;71;85;131;166;155;166;257;1283
"35042 ITAPETININGA";17;19;26;40;35;42;55;72;92;82;112;103;241;936
"35043 TATUI";20;30;14;43;35;53;53;96;88;129;134;149;280;1124
"35044 CAPAO BONITO";16;13;16;22;29;24;38;47;44;76;83;96;143;647
"35045 PIEDADE";19;23;18;21;24;42;40;53;75;93;102;71;153;734
"35046 SOROCABA";201;235;240;294;321;355;435;491;579;690;748;691;1209;6489
