"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35052 BANANAL";3;3;1;2;1;6;2;9;8;12;14;11;30;102
"35053 PARAIBUNA/PARAITINGA";10;13;8;12;20;16;12;23;19;39;31;38;76;317
"35054 CARAGUATATUBA";58;58;60;75;75;84;78;77;94;92;104;107;206;1168
"35055 REGISTRO";39;39;41;73;61;101;112;122;115;139;160;160;302;1464
"35056 ITANHAEM";59;43;42;43;53;60;89;74;80;117;112;89;179;1040
"35057 OSASCO";364;318;346;348;365;439;439;467;476;532;584;551;979;6208
"35058 FRANCO DA ROCHA";88;59;68;85;115;110;131;128;133;120;144;139;221;1541
"35059 GUARULHOS";295;295;284;270;299;334;373;398;401;436;503;502;784;5174
"35060 ITAPECERICA DA SERRA";228;198;177;191;208;231;262;298;272;279;312;291;504;3451
"35061 SAO PAULO";2839;2601;2790;3166;3714;4671;5289;5547;6177;7484;8444;8733;17300;78755
"35062 MOGI DAS CRUZES";184;194;209;233;303;350;348;422;483;486;579;495;880;5166
"35063 SANTOS";421;296;279;381;459;508;639;657;780;938;1035;1086;1999;9478
"Total";7093;6636;7222;8528;10307;12476;14120;15464;17603;21279;24425;25151;49154;219458
