"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35001 JALES";12;10;19;24;29;40;48;69;93;118;126;172;413;1173
"35002 FERNANDOPOLIS";7;8;13;17;20;24;39;51;63;69;84;107;308;810
"35003 VOTUPORANGA";17;17;14;24;18;34;50;76;77;101;138;133;391;1090
"35004 SAO JOSE DO RIO PRETO";63;96;101;131;158;224;299;464;484;561;690;826;2010;6107
"35005 CATANDUVA";23;23;37;33;54;67;72;111;142;172;209;242;688;1873
"35006 AURIFLAMA";4;3;5;5;6;7;6;5;12;18;25;27;67;190
"35007 NHANDEARA";2;5;4;6;8;4;9;14;20;22;27;37;128;286
"35008 NOVO HORIZONTE";1;7;6;8;5;12;14;27;16;27;32;46;154;355
"35009 BARRETOS";39;50;61;70;116;154;210;289;300;283;270;246;472;2560
"35010 SAO JOAQUIM DA BARRA";9;20;17;20;38;52;47;76;63;97;137;153;363;1092
"35011 ITUVERAVA";6;6;11;21;8;35;28;41;57;63;81;69;168;594
"35012 FRANCA";25;36;48;52;74;108;131;201;208;246;331;314;749;2523
"35013 JABOTICABAL";31;37;42;36;65;73;106;151;169;206;225;309;939;2389
"35014 RIBEIRAO PRETO";87;121;148;166;220;301;409;542;622;729;739;844;2326;7254
"35015 BATATAIS";8;7;5;12;14;29;24;35;67;61;68;87;238;655
"35016 ANDRADINA";14;16;23;36;44;48;66;82;93;90;124;159;436;1231
"35017 ARACATUBA";43;22;52;51;74;100;169;184;221;241;225;259;718;2359
"35018 BIRIGUI";11;12;17;24;48;52;69;98;97;104;158;190;557;1437
"35019 LINS";8;24;22;34;27;45;61;80;91;121;119;138;411;1181
"35020 BAURU";38;49;62;86;122;172;236;298;339;397;450;528;1330;4107
"35021 JAU";34;53;69;71;88;155;196;264;324;312;308;372;933;3179
"35022 AVARE";16;16;16;31;48;54;48;104;97;104;120;151;351;1156
"35023 BOTUCATU";21;26;27;36;58;62;109;146;188;189;217;240;583;1902
"35024 ARARAQUARA";36;54;66;77;104;127;193;242;289;334;367;440;1179;3508
"35025 SAO CARLOS";30;37;36;42;64;88;116;161;182;176;208;253;732;2125
"35026 RIO CLARO";28;24;35;42;49;68;103;103;125;174;154;228;656;1789
"35027 LIMEIRA";35;65;79;90;135;162;231;286;315;374;411;419;1122;3724
