"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35028 PIRACICABA";38;67;95;108;104;163;224;290;312;333;422;480;1317;3953
"35029 PIRASSUNUNGA";9;19;18;19;26;46;55;54;74;85;127;111;353;996
"35030 SAO JOAO DA BOA VISTA";28;39;43;57;85;109;187;234;308;308;324;430;1125;3277
"35031 MOJI MIRIM";18;37;48;60;81;112;147;183;196;246;250;321;796;2495
"35032 CAMPINAS";219;252;318;402;493;706;909;1174;1398;1500;1654;1972;5285;16282
"35033 AMPARO";9;15;12;31;30;41;52;56;77;113;114;137;460;1147
"35034 DRACENA";6;8;13;20;24;31;40;54;50;74;80;121;332;853
"35035 ADAMANTINA";4;14;13;7;21;32;42;56;76;81;93;124;418;981
"35036 PRESIDENTE PRUDENTE";41;51;71;97;127;189;269;293;347;450;482;582;1433;4432
"35037 TUPA";7;7;10;12;23;34;36;68;70;61;90;132;340;890
"35038 MARILIA";27;30;49;50;87;102;147;166;252;253;297;363;927;2750
"35039 ASSIS";15;23;26;40;58;73;111;135;128;194;215;264;628;1910
"35040 OURINHOS";25;19;26;43;53;75;98;148;183;202;235;271;719;2097
"35041 ITAPEVA";22;24;22;41;51;72;104;124;129;154;205;197;458;1603
"35042 ITAPETININGA";11;25;24;32;28;51;83;81;118;123;151;159;381;1267
"35043 TATUI";16;19;30;39;46;51;79;83;131;137;162;166;461;1420
"35044 CAPAO BONITO";12;10;12;21;17;33;28;46;69;78;85;115;219;745
"35045 PIEDADE";18;19;24;24;31;56;49;68;97;109;115;111;326;1047
"35046 SOROCABA";131;172;188;247;290;414;530;681;770;909;886;989;2488;8695
"35047 JUNDIAI";52;53;86;113;143;151;239;335;340;412;472;503;1348;4247
"35048 BRAGANCA PAULISTA";45;47;70;93;108;156;224;225;278;339;347;409;1255;3596
"35049 CAMPOS DO JORDAO";7;4;3;12;12;22;26;35;38;33;40;44;123;399
"35050 SAO JOSE DOS CAMPOS";133;176;192;202;288;396;540;749;814;870;862;995;2518;8735
"35051 GUARATINGUETA";48;51;51;78;80;110;164;245;262;293;348;349;905;2984
"35052 BANANAL";1;-;-;2;2;3;12;4;5;8;12;12;40;101
"35053 PARAIBUNA/PARAITINGA";5;6;9;8;9;17;12;16;17;21;28;38;106;292
"35054 CARAGUATATUBA";46;47;46;51;73;86;105;135;135;145;139;168;392;1568
"35055 REGISTRO";29;37;32;45;61;71;102;119;138;180;192;211;465;1682
"35056 ITANHAEM";25;29;33;45;53;66;87;116;148;158;160;146;382;1448
"35057 OSASCO";191;178;249;279;319;437;511;642;746;758;756;853;1810;7729
"35058 FRANCO DA ROCHA";49;30;62;79;86;107;115;185;211;224;212;202;429;1991
"35059 GUARULHOS";136;150;192;226;255;334;435;558;599;646;663;682;1604;6480
"35060 ITAPECERICA DA SERRA";123;108;150;145;207;299;377;494;533;534;542;534;1191;5237
"35061 SAO PAULO";1449;1563;1751;2158;2799;4006;5373;7068;8040;8448;9122;10415;29146;91338
"35062 MOGI DAS CRUZES";123;153;164;181;229;359;491;600;639;650;705;709;1563;6566
"35063 SANTOS";154;179;223;259;346;470;679;866;1055;1088;1127;1296;3322;11064
"Total";3920;4505;5390;6571;8439;11777;15771;20586;23537;25606;27757;31600;83487;268946
